             0   1   1.155299025   1.334715837   1.541995906   1.781466366   2.058126356   2.377751373   2.747013843   3.173622415   3.666482882   4.235884099   4.89371277   5.653701592   6.531715937   7.546085054   8.717984706   10.07187923   11.63603226   13.44309672   15.53079654   17.9427141   20.7292001   23.94842467   27.66759167   31.96434169   36.92837279   42.66331308   49.28888401   56.94339964   65.78665409   76.00325733   87.8064891   101.4427513   117.1967116   135.3972467   156.4243071   180.7168495   208.782   241.2056411   278.664642   321.9409892   371.9381109   429.699737   496.4316872   573.5270442   662.595235   765.4956291   884.376354   1021.71914   1180.391126   1363.704717   1575.48673   1820.158283   2102.82709   2429.394087   2806.67662   3242.550763   3746.115735   4327.883856   5000   
1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
10   0   0.8221698736   0.8778145019   0.9368221116   0.9993445289   1.065534172   1.135543155   1.209522363   1.287620264   1.36998173   1.456746623   1.548048286   1.644011772   1.744752051   1.850371881   1.960959553   2.076586434   2.197304269   2.323142316   2.454104289   2.590165133   2.731267748   2.877319596   3.02818946   3.183704383   3.343647004   3.507753442   3.675712031   3.847163054   4.021699737   4.198870662   4.37818363   4.559111111   4.741097028   4.923564768   5.105926044   5.287590316   5.467974262   5.646510992   5.822658577   5.995907602   6.165787529   6.331871712   6.493781014   6.651186056   6.803808153   6.951419101   7.093839937   7.230938874   7.362628562   7.488862867   7.609633321   7.724965368   7.834914545   7.939562695   8.039014274   8.133392838   8.222837739   8.307501066   8.387544837   8.463138479   
10.49192232   0   0.8367371827   0.893472125   0.9536516492   1.01743368   1.084977195   1.156441353   1.23198461   1.311763562   1.395931811   1.48463859   1.578027297   1.676233769   1.77938453   1.887594708   2.000965818   2.11958334   2.243514042   2.372803129   2.50747117   2.647510826   2.792883495   2.943515761   3.099295945   3.260070728   3.425642077   3.595764586   3.770143573   3.948434043   4.130240841   4.315120175   4.502582617   4.692097764   4.883100391   5.074998059   5.267179831   5.459025849   5.649917248   5.839246085   6.026424796   6.210894844   6.392134262   6.569663865   6.743052034   6.911918029   7.075933876   7.234824932   7.388369278   7.536396107   7.678783296   7.815454336   7.946374818   8.071548607   8.191013869   8.304839053   8.413118929   8.515970776   8.613530747   8.705950485   8.793393989   8.87603477   
11.00804339   0   0.8512980886   0.9091228694   0.9704737982   1.035514898   1.104411704   1.177330418   1.254437066   1.335896374   1.421870675   1.512518577   1.607993542   1.708442201   1.814002654   1.924802429   2.040956308   2.162563948   2.289707238   2.422447462   2.560822236   2.704842211   2.854487653   3.00970479   3.170402179   3.336447076   3.507661997   3.68382159   3.864650124   4.049819739   4.238949752   4.431607293   4.627309358   4.825526588   5.025688644   5.227191221   5.429404427   5.631682308   5.833373026   6.03382935   6.232418949   6.428534071   6.621600276   6.811083898   6.996498084   7.1774073   7.353430296   7.524241615   7.689571751   7.849206142   8.002983161   8.150791321   8.292565872   8.428284983   8.557965649   8.681659494   8.799448549   8.911441141   9.017767935   9.118578206   9.21403636   9.304318748   
11.54955362   0   0.8658531849   0.9247673704   0.9872892395   1.053588916   1.123838484   1.198211191   1.276880631   1.36001966   1.447799343   1.540387669   1.637948166   1.740638273   1.848607679   1.961996336   2.08093233   2.205529551   2.33588508   2.4720764   2.614158329   2.762159734   2.916080069   3.075885642   3.241505848   3.412829328   3.589700222   3.77191463   3.959217556   4.151300484   4.347799893   4.548296977   4.752318745   4.959340819   5.168791912   5.380060078   5.59250055   5.805445011   6.018211823   6.2301169   6.440484687   6.6486588   6.854011892   7.055954406   7.253941924   7.447480978   7.636133236   7.819518092   7.997313762   8.169257018   8.335141754   8.494816575   8.648181626   8.795184855   8.935817875   9.070111625   9.198131926   9.319975083   9.435763606   9.545642129   9.64977357   9.748335587   
12.11770194   0   0.8804029969   0.9404062048   1.004098596   1.071656396   1.143258247   1.219084435   1.299316121   1.384134291   1.473718745   1.568246853   1.667892215   1.772823085   1.883200754   1.999177618   2.120895097   2.248481354   2.382048733   2.521691   2.667480314   2.819463945   2.977660801   3.142057641   3.31260521   3.489214231   3.671751403   3.86003551   4.053833882   4.252859365   4.456768075   4.665158251   4.877570369   5.09348893   5.312345918   5.533526155   5.756374407   5.980204174   6.204307759   6.427967308   6.650466301   6.871101012   7.089191449   7.304091362   7.515196958   7.721954099   7.923863827   8.120486197   8.311442458   8.496415702   8.675150157   8.847449303   9.013173061   9.172234228   9.324594399   9.470259526   9.609275304   9.741722517   9.867712436   9.987382396   10.10089158   10.20841709   
12.71379874   0   0.8949480271   0.9560399032   1.020902429   1.089717945   1.162671641   1.239950842   1.321744276   1.40824106   1.499629727   1.596097028   1.697826644   1.804997644   1.917782936   2.036347372   2.16084573   2.291420486   2.428199295   2.571292285   2.720789065   2.876755467   3.039230072   3.208220404   3.383698996   3.565599241   3.75381121   3.948177444   4.148489014   4.354481932   4.565834225   4.782163944   5.003028327   5.227924532   5.456292032   5.687516927   5.920938158   6.155855609   6.391539782   6.627242771   6.862210062   7.095692628   7.326958834   7.55530564   7.780068681   8.000630915   8.216429593   8.42696147   8.631786242   8.830528274   9.022876788   9.208584676   9.38746618   9.55939364   9.724293548   9.88214212   10.03296055   10.17681012   10.31378735   10.44401919   10.56765844   10.68487943   
13.33921888   0   0.9094887117   0.9716689184   1.037701251   1.107774106   1.182079248   1.26081104   1.344165771   1.432340686   1.525533056   1.623939014   1.727752319   1.837162868   1.952355187   2.0735066   2.200785265   2.334347994   2.474337799   2.620881234   2.774085448   2.934034965   3.100788226   3.274373782   3.454786315   3.641982404   3.835876176   4.036334868   4.243174524   4.456155938   4.674981094   4.899290409   5.128660967   5.362606211   5.600577228   5.841965933   6.086110241   6.332301289   6.579792483   6.827810173   7.075565505   7.322266961   7.567133055   7.809404627   8.048356253   8.283306362   8.513625729   8.7387442   8.958155524   9.171420347   9.378167474   9.578093549   9.77096139   9.956597194   10.13488686   10.30577163   10.46924334   10.62533935   10.77413738   10.91575046   11.05032193   11.17802073   
13.99540483   0   0.9240254516   0.9872937025   1.054495507   1.125825377   1.201481605   1.281665599   1.366581215   1.456433823   1.55142943   1.651773554   1.757670034   1.869319595   1.98691839   2.110656227   2.240714655   2.377264849   2.520465214   2.670458779   2.82737031   2.991303129   3.162335695   3.340517802   3.525866592   3.718362252   3.917943563   4.124503256   4.33788343   4.557871076   4.784193973   5.01651722   5.254440603   5.497497279   5.745153932   5.996812777   6.251815567   6.509449776   6.768956788   7.029542031   7.29038663   7.550660138   7.809533822   8.066193902   8.319854194   8.569767684   8.815236591   9.055620694   9.290343716   9.51889775   9.74084578   9.955822417   10.16353307   10.36375179   10.55631794   10.74113215   10.91815152   11.08738449   11.24888551   11.40274964   11.54910719   11.68811864   
