z   Li_{-1/2}   Li_{1/2}   Li_{3/2}   Li_{5/2}   Li_{7/2}
-0.3796992481203034   -0.3296869913025514   -0.46983867450223465   -0.5617155595699765   -0.616918913143417   -0.6482368065247708
-0.12656641604010588   -0.36441408533349273   -0.5577693374682161   -0.6915906155184524   -0.7750757754975873   -0.8237232917064427
0.12656641604009877   -0.3943913280836675   -0.6539270539142489   -0.8447904777958937   -0.9690164455774346   -1.0436489253830719
0.3796992481202963   -0.41809138820983477   -0.7569046133782101   -1.0232277550591107   -1.2048947961152012   -1.3178404162916615
0.632832080200501   -0.4346290623995453   -0.8649859162511345   -1.2284163074802457   -1.4893000288847045   -1.6577394513128654
0.8859649122806985   -0.44384841897331906   -0.9763229892452346   -1.4614149946336135   -1.8291476698459237   -2.0764993960573315
1.139097744360896   -0.4462525026846162   -1.0891147245704293   -1.7228172958723362   -2.2315621221851805   -2.5890530884070615
1.3922305764411007   -0.44281937366173046   -1.2017520893590272   -2.0127825411116564   -2.7037620388974886   -3.212151036396056
1.6453634085212983   -0.43477528752825295   -1.3129098091605942   -2.3310973523722294   -3.2529577120288367   -3.964371959474462
1.898496240601503   -0.42338883362171353   -1.4215821887207645   -2.67725310856846   -3.886266342260572   -4.866109533236418
2.1516290726817004   -0.40982277104804093   -1.5270736761025239   -3.050526438992615   -4.61064754284058   -5.939540231247078
2.404761904761905   -0.3950516633476562   -1.6289603258543666   -3.4500532920268143   -5.432858561204315   -7.2085773710788486
2.6578947368421026   -0.3798344989187685   -1.7270377175128442   -3.874891240403185   -6.359426832914166   -8.698816082286335
2.9110275689223   -0.36472420263481675   -1.8212670076151987   -4.324068169825692   -7.39663659324069   -10.4374731790268
3.164160401002505   -0.3500967868467072   -1.911726198244062   -4.7966178673841275   -8.550526127186048   -12.453325060163792
3.4172932330827024   -0.3361873748140948   -1.99856986919914   -5.291604309406198   -9.826892552409458   -14.776645927053652
3.670426065162907   -0.3231252930707645   -2.081998028770506   -5.808136915634319   -11.231301558029903   -17.439147887526875
3.9235588972431046   -0.3109643770253817   -2.1622332906220785   -6.3453789981040485   -12.769100098928229   -20.473923935456682
4.176691729323302   -0.29970722530203314   -2.2395049638215943   -6.902551340151414   -14.445430575454083   -23.915394357644566
4.429824561403507   -0.28932358189336804   -2.3140385261718808   -7.478932460840293   -16.265245470851152   -27.799256805651474
4.682957393483704   -0.2797636803368126   -2.3860490921621187   -8.073856747244852   -18.233321764451958   -32.16244005581797
4.936090225563909   -0.27096757217109424   -2.4557377288952376   -8.686711315151117   -20.354274695968922   -37.04306134237583
5.1892230576441065   -0.26287141090915267   -2.5232897289238787   -9.316932201120029   -22.632570640069083   -42.480387065696696
5.442355889724311   -0.2554115128520549   -2.5888741768892625   -9.964000292956143   -25.072538977034842   -48.51479663384269
5.695488721804509   -0.24852684359881314   -2.6526443329111955   -10.627437262243415   -27.678382929204915   -55.18774917805123
5.948621553884706   -0.2421604202058587   -2.714738499323112   -11.30680166088344   -30.454189385993224   -62.5417528823872
6.201754385964911   -0.23625998702873377   -2.7752811440544822   -12.001685273384725   -33.403937771818676   -70.6203366779234
6.4548872180451085   -0.23077822022630967   -2.834384130963138   -12.711709769563143   -36.53150802813517   -79.46802406795278
6.708020050125313   -0.22567263856682054   -2.892147961681125   -13.436523671700613   -39.84068778789271   -89.13030886982521
6.961152882205511   -0.22090534176388824   -2.9486629709749272   -14.175799631089292   -43.335178821693766   -99.65363267904023
7.214285714285708   -0.21644265731377652   -3.0040104429184216   -14.929231997624655   -47.01860283206932   -111.08536388100599
7.467418546365913   -0.21225474858745075   -3.0582636318858025   -15.696534660096955   -50.894506667308754   -123.47377805460665
7.72055137844611   -0.20831521746673362   -3.1114886831065056   -16.477439132245433   -54.96636702023869   -136.86803962906015
7.973684210526315   -0.20460072159683237   -3.163745454167943   -17.271692859219893   -59.23759467094585   -151.3181846712968
8.226817042606513   -0.2010906175034163   -3.21508824273916   -18.07905771998338   -63.711538326108496   -166.8751046952028
8.47994987468671   -0.19776663504809544   -3.2655664278520815   -18.899308702817574   -68.39148810160931   -183.59053139665775
8.733082706766915   -0.19461258501400036   -3.3152250329604196   -19.73223273307988   -73.28067868956158   -201.51702222937638
8.986215538847112   -0.1916140993488165   -3.3641052191390286   -20.577627634472844   -78.38229224587332   -220.70794674634482
9.239348370927317   -0.18875840227608814   -3.412244716484105   -21.435301207172156   -83.69946102999633   -241.21747364021067
9.492481203007515   -0.1860341097923195   -3.4596782012234812   -22.305070408132984   -89.23526982453922   -263.10055842346486
9.74561403508772   -0.18343105477525806   -3.5064376253742866   -23.186760620713038   -94.99275815894921   -286.4129316958409
9.998746867167917   -0.1809401348872553   -3.5525525050735447   -24.080205002390066   -100.97492235841385   -311.2110879520533
10.251879699248114   -0.1785531805658776   -3.598050173005823   -24.985243900814336   -107.18471743649155   -337.55227488804627
10.505012531328319   -0.17626284058533312   -3.642955999689575   -25.901724329723326   -113.62505884766702   -365.4944831682749
10.758145363408516   -0.1740624829034914   -3.6872935877756046   -26.829499497373924   -120.29882411403446   -395.0964366204028
11.011278195488721   -0.17194610875289898   -3.731084942963422   -27.76842838112808   -127.20885433857947   -426.4175828271764
11.264411027568919   -0.16990827817349827   -3.774350624654901   -28.71837534267699   -134.35795561602362   -459.51808408816555
11.517543859649116   -0.1679440454100812   -3.8171098790373965   -29.679209779124562   -141.7489003509048   -494.4588087267165
11.77067669172932   -0.1660489028038592   -3.8593807569157734   -30.65080580578269   -149.38442849142834   -531.3013227197147
12.023809523809518   -0.164218731992861   -3.9011802182897846   -31.633041967077066   -157.26724868665195   -570.1078816298228
12.276942355889723   -0.16244976140000347   -3.942524225394442   -32.625800972431534   -165.40003937371645   -610.9414228216632
12.53007518796992   -0.16073852913153017   -3.983427825681091   -33.628969454401485   -173.78544980108666   -653.8655579449796
12.783208020050125   -0.15908185053358467   -4.02390522601111   -34.64243774667592   -182.42610099313293   -698.9445656693042
13.036340852130323   -0.15747678976279192   -4.063969859157684   -35.66609967986495   -191.32458666080643   -746.2433846558529
13.28947368421052   -0.1559206348197175   -4.103634443560199   -36.69985239324903   -200.483474062681   -795.8276067535953
13.542606516290718   -0.15441087557380712   -4.142911037146574   -37.743596160886916   -209.90530482018912   -847.7634704073952
13.79573934837093   -0.15294518437658133   -4.181811085928439   -38.797234230672615   -219.59259569050855   -902.1178542670923
14.048872180451127   -0.1515213989180414   -4.2203454679795005   -39.86067267509675   -229.54783930021213   -958.9582709871837
14.302005012531325   -0.15013750703082843   -4.258524533326602   -40.93382025261315   -239.77350484251   -1018.3528612075812
14.555137844611522   -0.148791633188908   -4.296358140213608   -42.01658827863452   -250.27203874063142   -1080.3703877064966
14.80827067669172   -0.14748202648349454   -4.333855688138889   -43.10889050529165   -261.045865279681   -1145.080229717228
15.061403508771932   -0.1462070498895276   -4.371026148016093   -44.21064300918461   -272.09738720908445   -1212.552377401127
15.31453634085213   -0.14496517066206108   -4.407878089764067   -45.32176408643684   -283.428986317556   -1282.8574264695274
15.567669172932327   -0.14375495172411318   -4.444419707593982   -46.4421741544371   -295.04302398236496   -1356.0665729479676
15.820802005012524   -0.14257504392644413   -4.480658843229145   -47.571795659715356   -306.94184169451125   -1432.2516080763294
16.07393483709272   -0.1414241790758659   -4.516603007264788   -48.71055299145732   -319.12776156130843   -1511.4849133390464
16.327067669172934   -0.14030116364247738   -4.5522593988508   -49.85837240020985   -331.60308678773976   -1593.8394556198184
16.58020050125313   -0.13920487306801316   -4.587634923859145   -51.015181921373454   -344.37010213784686   -1679.3887824755977
16.83333333333333   -0.13813424660759455   -4.622736211679399   -52.18091130311765   -357.43107437732596   -1768.207017525012
17.086466165413526   -0.13708828264584189   -4.65756963076975   -53.35549193838722   -370.78825269839416   -1860.3688559465093
17.339598997493724   -0.13606603443575271   -4.6921413030768795   -54.53885680069977   -384.4438691279341   -1955.94956008194
17.592731829573935   -0.1350666062151652   -4.726457117425904   -55.73094038346111   -398.40013891983733   -2055.024955141433
17.845864661654133   -0.13408914966115493   -4.760522741970805   -56.93167864254898   -412.65926093240154   -2157.671425005651
18.09899749373433   -0.1331328606474928   -4.794343635786419   -58.14100894193884   -427.22341799159074   -2263.965908121829
18.352130325814528   -0.1321969762744291   -4.827925059674687   -59.35887000216233   -442.0947772408871   -2373.985893489995
18.60526315789474   -0.1312807721436579   -4.861272086250634   -60.585201851409145   -457.27549047843877   -2487.8094167361646
18.858395989974937   -0.1303835598544359   -4.8943896093669945   -61.8199457790967   -472.7676944821405   -2605.5150562692993
19.111528822055135   -0.12950468469954696   -4.927282352930779   -63.06304429174808   -488.57351132326585   -2727.181929519157
19.364661654135332   -0.12864352354217695   -4.959954879159845   -64.3144410710293   -504.69504866919766   -2852.889689252078
19.61779448621553   -0.12779948285683598   -4.9924115963231674   -65.5740809338106   -521.1344000758003   -2982.718519962108
19.87092731829574   -0.12697199691928449   -5.02465676600434   -66.84190979412611   -537.8936452699243   -3116.7491343348806
20.12406015037594   -0.12616052613201603   -5.056694509924315   -68.11787462691497   -554.9748504225056   -3255.0627697817645
20.377192982456137   -0.12536455547325376   -5.088528816356157   -69.40192343343824   -572.3800684127093   -3397.7411850420813
20.630325814536334   -0.12458359305865706   -5.120163546161649   -70.69400520827021   -590.1113390835121   -3544.8666568510134
20.883458646616532   -0.12381716880602846   -5.151602438477056   -71.9940699077733   -608.1706894891228   -3696.521976671209
21.136591478696744   -0.12306483319427954   -5.182849116072994   -73.30206841997038   -626.5601341346018   -3852.790447486022
21.38972431077694   -0.12232615610877375   -5.213907090411225   -74.61795253573472   -645.2816752080173   -4013.7558806524144
21.64285714285714   -0.1216007257659261   -5.24477976641937   -75.94167492122452   -664.3373028054785   -4179.502592811799
21.895989974937336   -0.12088814771062038   -5.275470447002727   -77.27318909149179   -683.7289951493302   -4350.115402856893
22.149122807017534   -0.12018804388060873   -5.305982337310903   -78.61244938520217   -703.4587187998146   -4525.679628953008
22.402255639097746   -0.11950005173259945   -5.336318548775539   -79.95941094040559   -723.5284288604677   -4706.2810856121305
22.655388471177943   -0.11882382342522388   -5.366482102934093   -81.31402967130116   -743.9400691775038   -4892.006080818163
22.90852130325814   -0.11815902505450482   -5.396475935053562   -82.67626224594517   -764.6955725334509   -5082.941413202026
23.16165413533834   -0.11750533593784043   -5.4263028975668846   -84.04606606485173   -785.7968608352451   -5279.174369264942
23.414786967418536   -0.11686244794286556   -5.455965763333849   -85.42339924044101   -807.2458452970219   -5480.792720648734
23.667919799498748   -0.11623006485786831   -5.485467228737442   -86.80822057729213   -829.0444266178093   -5687.884721451726
23.921052631578945   -0.11560790180072401   -5.514809916625764   -88.20048955315947   -851.1944951543118   -5900.53910558895
24.174185463659143   -0.11499568466356379   -5.543996379108915   -89.60016630071603   -873.6979310889949   -6118.8450841956055
24.42731829573934   -0.11439314959062886   -5.573029100219545   -91.00721158998651   -896.5566045936249   -6342.892343072371
24.680451127819538   -0.11380004248696969   -5.601910498445192   -92.42158681143793   -919.77237598845   -6572.771040171616
24.93358395989975   -0.1132161185558407   -5.630642929139933   -93.84325395969577   -943.3470958971827   -6808.571803123374
25.186716791979947   -0.11264114186281356   -5.65922868682234   -95.27217561785565   -967.2826053979292   -7050.385726799966
25.439849624060145   -0.1120748849247889   -5.687670007366316   -96.70831494236384   -991.5807361702321   -7298.304370918464
25.692982456140342   -0.11151712832222974   -5.715969070090842   -98.15163564843864   -1016.2433106383438   -7552.419757679764
25.946115288220554   -0.11096766033306954   -5.744127999754355   -99.60210199600894   -1041.272142110882   -7812.824369443546
26.19924812030075   -0.11042627658686702   -5.772148868459043   -101.0596787761458   -1066.6690349169803   -8079.611146438057
26.45238095238095   -0.10989277973788736   -5.800033697470026   -102.52433129796579   -1092.4357845390793   -8352.873484504069
26.705513784461147   -0.10936697915588998   -5.827784458954036   -103.99602537598393   -1118.5741777424457   -8632.705232871895
26.958646616541344   -0.10884869063349224   -5.8554030776419586   -105.4747273178973   -1145.0859927015508   -8919.20069197086
27.211779448621556   -0.1083377361090622   -5.8828914324192745   -106.96040391278035   -1171.9729991234105   -9212.454611270383
27.464912280701753   -0.10783394340416991   -5.910251357848225   -108.45302241967362   -1199.2369583679788   -9512.56218715181
27.71804511278195   -0.10733714597469568   -5.937484645625268   -109.95255055655038   -1226.8796235657169   -9819.619060810546
27.97117794486215   -0.10684718267475903   -5.964593045977159   -111.45895648964355   -1254.9027397324   -10133.721316187415
28.224310776942346   -0.10636389753269018   -5.9915782689988255   -112.97220882311892   -1283.3080438812735   -10454.96547792884
28.477443609022558   -0.10588713953832071   -6.01844198593598   -114.49227658908002   -1312.0972651326374   -10783.448509375074
28.730576441102755   -0.10541676244091988   -6.045185830415237   -116.01912923789057   -1341.272124820935   -11119.267810575775
28.983709273182953   -0.10495262455714892   -6.07181139962438   -117.55273662880279   -1370.834336599444   -11462.521216332554
29.23684210526315   -0.10449458858844887   -6.098320255445212   -119.09306902087745   -1400.7856065426183   -11813.306994267556
29.489974937343348   -0.10404252144731616   -6.124713925541311   -120.6400970641856   -1431.1276332461757   -12171.723842917736
29.74310776942356   -0.10359629409195628   -6.150993904402898   -122.19379179127988   -1461.862107924991   -12537.870889854208
29.996240601503757   -0.10315578136884065   -6.177161654350836   -123.75412460892493   -1492.990714508857   -12911.847689825989
30.249373433583955   -0.10272086186272089   -6.203218606501754   -125.32106729007769   -1524.5151297361986   -13293.754222927933
30.502506265664152   -0.10229141775368553   -6.2291661616960905   -126.89459196610647   -1556.4370232457723   -13683.69089279193
30.75563909774435   -0.10186733468086946   -6.2550056913907985   -128.47467111924087   -1588.7580576664332   -14081.758524801158
31.00877192982456   -0.1014485016124517   -6.280738538518367   -130.06127757524334   -1621.479888705019   -14488.05836432685
31.26190476190476   -0.1010348107216   -6.306366018313682   -131.65438449629366   -1654.6041652323975   -14902.692074986919
31.515037593984957   -0.10062615726804186   -6.331889419110219   -133.25396537407974   -1688.1325293677564   -15325.761736926414
31.768170426065154   -0.10022243948496186   -6.35731000310692   -134.8599940230852   -1722.0666165611526   -15757.369845118825
32.02130325814535   -0.09982355847094321   -6.382629007107098   -136.4724445740682   -1756.4080556743938   -16197.619307688205
32.274436090225564   -0.0994294180866886   -6.407847643230591   -138.09129146772364   -1791.1584690602954   -16646.613444251565
32.52756892230576   -0.09903992485627186   -6.432967099600352   -139.716509448522   -1826.3194726403428   -17104.455984280987
32.78070175438596   -0.09865498787268591   -6.457988541004599   -141.34807355872   -1861.8926759808382   -17571.25106548547
33.033834586466156   -0.09827451870746767   -6.4829131095355645   -142.98595913253445   -1897.8796823675314   -18047.103232211597
33.28696741854637   -0.09789843132419236   -6.507741925205877   -144.63014179047605   -1934.2820888788074   -18532.117433863066
33.540100250626566   -0.09752664199564236   -6.532476086543487   -146.2805974338357   -1971.101486457448   -19026.39902333841
33.79323308270676   -0.09715906922446668   -6.557116671166113   -147.9373022393195   -2008.3394599810365   -19530.05375548698
34.04636591478696   -0.09679563366715842   -6.581664736335987   -149.60023265382617   -2045.997588331003   -20043.187785582286
34.29949874686716   -0.09643625806118629   -6.606121319495781   -151.26936538936255   -2084.077444460373   -20565.90766781282
34.55263157894737   -0.09608086715512668   -6.630487438786469   -152.9446774180927   -2122.5805954602497   -21098.32035378984
34.80576441102757   -0.09572938764165055   -6.654764093547854   -154.62614596751533   -2161.5086026250447   -21640.533191071707
35.058897243107765   -0.095381748093228   -6.678952264802501   -156.31374851576678   -2200.863021516529   -22192.653921704834
35.31203007518796   -0.09503787890042067   -6.7030529157237035   -158.00746278704344   -2240.645402026687   -22754.79068078045
35.56516290726816   -0.09469771221263967   -6.727066992088159   -159.70726674714135   -2280.8572884394357   -23327.05199500725
35.81829573934837   -0.09436118188125259   -6.750995422713938   -161.41313859910824   -2321.5002194912345   -23909.54678129953
36.07142857142857   -0.09402822340493064   -6.774839119884343   -163.12505677900432   -2362.57572843059   -24502.38434538038
36.32456140350877   -0.09369877387713138   -6.798598979758207   -164.84299995176977   -2404.0853430765296   -25105.67438040009
36.577694235588964   -0.09337277193561944   -6.822275882767151   -166.5669470071929   -2446.030585876017   -25719.526965568984
36.83082706766916   -0.09305015771393171   -6.84587069400032   -168.2968770559785   -2488.4129739603695   -26344.05256480471
37.083959899749374   -0.09273087279469923   -6.869384263577063   -170.03276942591148   -2531.2340192006973   -26979.362025393788
37.33709273182957   -0.09241486016474178   -6.892817427008026   -171.77460365811305   -2574.495228262364   -27625.566576666824
37.59022556390977   -0.09210206417185621   -6.916171005545097   -173.522359503388   -2618.1981026585436   -28282.777828687795
37.843358395989966   -0.09179243048322328   -6.939445806520614   -175.27601691865803   -2662.3441388028314   -28951.10777095639
38.096491228070164   -0.09148590604536154   -6.962642623676245   -177.03555606348016   -2706.9348280609825   -29630.668771123735
38.349624060150376   -0.09118243904556074   -6.985762237481919   -178.80095729664728   -2751.971656801774   -30321.57357372112
38.60275689223057   -0.09088197887473017   -7.008805415445171   -180.5722011728675   -2797.456106447006   -31023.935298901295
38.85588972431077   -0.09058447609160097   -7.031772912411267   -182.3492684395217   -2843.3896535206977   -31737.86744119269
39.10902255639097   -0.09028988238822447   -7.054665470854412   -184.13214003349495   -2889.7737696974486   -32463.483868265623
39.362155388471166   -0.08999815055671098   -7.077483821160411   -185.92079707808114   -2936.609921850014   -33200.89881971082
39.61528822055138   -0.08970923445715691   -7.100228681901033   -187.71522087995783   -2983.8995720961107   -33950.2269058299
39.868421052631575   -0.08942308898671006   -7.122900760100417   -189.51539292622937   -3031.644177844452   -34711.583106437385
40.12155388471177   -0.08913967004972541   -7.145500751493791   -191.32129488153723   -3079.8451918400688   -35485.08276967471
40.37468671679197   -0.08885893452896652   -7.168029340778756   -193.13290858523402   -3128.5040622088786   -36270.841610835174
40.62781954887218   -0.08858084025780913   -7.190487201859417   -194.9502160486207   -3177.6222325015665   -37068.97571120034
40.88095238095238   -0.08830534599340598   -7.212874998083596   -196.77319945224414   -3227.2011417367557   -37879.60151688721
41.13408521303258   -0.08803241139077371   -7.235193382473373   -198.60184114325506   -3277.242224443532   -38702.835837706654
41.387218045112775   -0.08776199697776468   -7.2574429979491795   -200.43612363282207   -3327.7469107032734   -39538.79584603211
41.64035087719297   -0.08749406413088798   -7.279624477547663   -202.2760295936027   -3378.716626190855   -40387.599075678976
41.893483709273184   -0.08722857505194567   -7.301738444633538   -204.12154185726823   -3430.1527922152113   -41249.363420794405
42.14661654135338   -0.0869654927454522   -7.323785513105616   -205.97264341208154   -3482.0568257592704   -42124.20713475698
42.39974937343358   -0.08670478099680577   -7.345766287597222   -207.82931740052678   -3534.4301395193093   -43012.24882908698
42.65288220551378   -0.0864464043511822   -7.3676813636711795   -209.69154711698846   -3587.2741419436848   -43913.60747236596
42.906015037593974   -0.08619032809312352   -7.389531328009533   -211.5593160054797   -3640.590237270999   -44828.40238916642
43.159147869674186   -0.08593651822679378   -7.411316758598197   -213.4326076574177   -3694.3798255676966   -45756.75325899093
43.41228070175438   -0.08568494145687698   -7.433038224906676   -215.31140580944492   -3748.644302765088   -46698.78011522058
43.66541353383458   -0.08543556517009208   -7.454696288063048   -217.19569434129616   -3803.385060695858   -47654.60334407311
43.91854636591478   -0.08518835741730188   -7.476291501024329   -219.0854572737084   -3858.6034871300108   -48624.34368356984
44.171679197994976   -0.08494328689619329   -7.497824408742383   -220.98067876637347   -3914.300965810303   -49608.12222251175
44.42481203007519   -0.0847003229345074   -7.519295548325523   -222.88134311593248   -3970.4788764871673   -50606.06039946462
44.677944862155385   -0.08445943547379893   -7.540705449195932   -224.78743475400984   -4027.1385949531177   -51618.2800017525
44.93107769423558   -0.08422059505370524   -7.562054633243036   -226.69893824528785   -4084.2814930766913   -52644.90316446051
45.18421052631578   -0.08398377279670624   -7.583343614972962   -228.61583828561848   -4141.908938835876   -53686.05236944559
45.43734335839598   -0.08374894039335708   -7.604572901654195   -230.538119700173   -4200.022296351086   -54741.85044435588
45.69047619047619   -0.08351607008797625   -7.625742993459555   -232.46576744162806   -4258.622925917664   -55812.42056165842
45.94360902255639   -0.08328513466477294   -7.646854383604606   -234.39876658838674   -4317.712184037926   -56897.88623767478
46.196741854636585   -0.08305610743439718   -7.667907558482613   -236.33710234283515   -4377.291423452774   -57998.371331625225
46.44987468671678   -0.0828289622208981   -7.688902997796137   -238.28076002963192   -4437.361993172861   -59114.000044680324
46.703007518796994   -0.08260367334907566   -7.709841174685394   -240.22972509403095   -4497.92523850933   -60244.89691902072
46.95614035087719   -0.08238021563221155   -7.730722555853436   -242.1839831002358   -4558.982501104117   -61391.18683690425
47.20927318295739   -0.08215856436016629   -7.751547601688302   -244.14351972978645   -4620.5351189598805   -62552.995019741335
47.46240601503759   -0.08193869528782927   -7.772316766382177   -246.10832077997537   -4682.584426469487   -63730.44702717722
47.715538847117784   -0.08172058462390985   -7.7930304980476865   -248.0783721622942   -4745.131754445118   -64923.66875618202
47.968671679197996   -0.08150420902005727   -7.813689238831385   -250.05365990090908   -4808.178430146984   -66132.78644014799
48.221804511278194   -0.08128954556029817   -7.834293425024535   -252.03417013116436   -4871.725777311651   -67357.92664799374
48.47493734335839   -0.08107657175078084   -7.854843487171257   -254.01988909811467   -4935.775116180005   -68599.21628327628
48.72807017543859   -0.08086526550981568   -7.87533985017411   -256.0108031550832   -5000.32776352484   -69856.78258330932
48.981203007518786   -0.08065560515820175   -7.8957829333971965   -258.0068987622467   -5065.385032678078   -71130.75311828895
49.234335839599   -0.08044756940982976   -7.916173150766847   -260.00816248524654   -5130.9482335576495   -72421.25579042606
49.487468671679196   -0.08024113736255235   -7.936510910869966   -262.0145809938244   -5197.018672694   -73728.4188330853
49.74060150375939   -0.08003628848931234   -7.956796617050097   -264.0261410604832   -5263.597653256296   -75052.37080993131
49.99373433583959   -0.07983300262952078   -7.977030667501274   -266.0428295591717   -5330.6864750782515   -76393.24061408083
50.24686716791979   -0.0796312599806763   -7.997213455359718   -268.06463346399244   -5398.28643468365   -77751.15746726177
50.5   -0.07943104109021772   -8.017345368793451   -270.09153984793323   -5466.3988253115385   -79126.25091897856
