r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   M_n* (MeV, core)/A (crust)   Z_eq   M_p* (MeV, core)/Z (crust)   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)
6.7801   4.2889759e+34   0.414425767   5.65631233e+14   -0.58697647   1.22028522   0.32326666   0   549.870085   0   516.428304   0.0198515257   0.294386265   1062.79205
6.7851   4.28348253e+34   0.415247809   5.65388776e+14   -0.587034972   1.22062003   0.323138925   0   550.045165   0   516.523556   0.0198379184   0.294282601   1062.6871
6.7901   4.27798866e+34   0.416070709   5.65146121e+14   -0.587093514   1.2209551   0.323011073   0   550.220484   0   516.618927   0.0198243062   0.294178828   1062.58211
6.7951   4.2724943e+34   0.416894468   5.6490327e+14   -0.587152097   1.2212904   0.322883105   0   550.396045   0   516.714417   0.0198106891   0.294074944   1062.47707
6.8001   4.26699945e+34   0.417719086   5.6466022e+14   -0.58721072   1.22162596   0.32275502   0   550.571847   0   516.810026   0.0197970672   0.293970951   1062.37198
6.8051   4.26150411e+34   0.418544562   5.64416975e+14   -0.587269383   1.22196176   0.322626819   0   550.747889   0   516.905754   0.0197834407   0.293866848   1062.26684
6.8101   4.25600831e+34   0.419370895   5.64173547e+14   -0.587328086   1.22229781   0.322498509   0   550.924162   0   517.001596   0.0197698101   0.293762642   1062.16166
6.8151   4.25051203e+34   0.420198086   5.63929938e+14   -0.587386829   1.22263411   0.32237009   0   551.100666   0   517.097551   0.0197561756   0.293658332   1062.05644
6.8201   4.2450153e+34   0.421026133   5.63686144e+14   -0.587445613   1.22297065   0.322241562   0   551.277403   0   517.19362   0.0197425372   0.293553919   1061.95119
6.8251   4.23951811e+34   0.421855037   5.63442167e+14   -0.587504436   1.22330744   0.322112924   0   551.454372   0   517.289804   0.0197288947   0.2934494   1061.84589
6.8301   4.23402048e+34   0.422684796   5.63198004e+14   -0.5875633   1.22364448   0.321984175   0   551.631576   0   517.386103   0.0197152482   0.293344777   1061.74054
6.8351   4.22852242e+34   0.423515411   5.62953656e+14   -0.587622203   1.22398176   0.321855315   0   551.809014   0   517.482518   0.0197015975   0.293240048   1061.63516
6.8401   4.22302392e+34   0.424346881   5.62709121e+14   -0.587681147   1.22431928   0.321726345   0   551.986688   0   517.579048   0.0196879428   0.293135214   1061.52974
6.8451   4.217525e+34   0.425179205   5.62464398e+14   -0.587740131   1.22465706   0.321597262   0   552.164599   0   517.675696   0.0196742839   0.293030273   1061.42427
6.8501   4.21202566e+34   0.426012384   5.62219486e+14   -0.587799154   1.22499508   0.321468066   0   552.342748   0   517.77246   0.0196606208   0.292925226   1061.31876
6.8551   4.20652591e+34   0.426846416   5.61974385e+14   -0.587858218   1.22533334   0.321338758   0   552.521135   0   517.869342   0.0196469535   0.292820071   1061.2132
6.8601   4.20102577e+34   0.427681302   5.61729093e+14   -0.587917322   1.22567185   0.321209337   0   552.699761   0   517.966342   0.0196332819   0.292714809   1061.10761
6.8651   4.19552523e+34   0.42851704   5.61483611e+14   -0.587976466   1.2260106   0.321079801   0   552.878629   0   518.06346   0.019619606   0.292609439   1061.00197
6.8701   4.1900243e+34   0.42935363   5.61237936e+14   -0.588035649   1.2263496   0.320950152   0   553.057737   0   518.160697   0.0196059257   0.292503961   1060.89628
6.8751   4.18452299e+34   0.430191072   5.60992068e+14   -0.588094873   1.22668884   0.320820387   0   553.237088   0   518.258054   0.0195922411   0.292398374   1060.79055
6.8801   4.17902131e+34   0.431029366   5.60746006e+14   -0.588154137   1.22702833   0.320690507   0   553.416681   0   518.35553   0.0195785521   0.292292677   1060.68478
6.8851   4.17351926e+34   0.43186851   5.6049975e+14   -0.58821344   1.22736806   0.320560511   0   553.596519   0   518.453127   0.0195648587   0.292186871   1060.57897
6.8901   4.16801686e+34   0.432708505   5.60253298e+14   -0.588272784   1.22770804   0.320430399   0   553.776602   0   518.550845   0.0195511607   0.292080954   1060.4731
6.8951   4.16251411e+34   0.43354935   5.60006649e+14   -0.588332167   1.22804826   0.32030017   0   553.956932   0   518.648684   0.0195374583   0.291974927   1060.3672
6.9001   4.15701101e+34   0.434391044   5.59759803e+14   -0.58839159   1.22838872   0.320169824   0   554.137507   0   518.746645   0.0195237513   0.291868789   1060.26125
6.9051   4.15150758e+34   0.435233587   5.59512759e+14   -0.588451053   1.22872943   0.32003936   0   554.318331   0   518.844729   0.0195100398   0.29176254   1060.15525
6.9101   4.14600381e+34   0.436076979   5.59265516e+14   -0.588510556   1.22907038   0.319908777   0   554.499404   0   518.942935   0.0194963236   0.291656179   1060.04921
6.9151   4.14049973e+34   0.436921218   5.59018073e+14   -0.588570099   1.22941157   0.319778076   0   554.680726   0   519.041264   0.0194826028   0.291549705   1059.94312
6.9201   4.13499534e+34   0.437766305   5.58770429e+14   -0.588629682   1.22975301   0.319647256   0   554.862299   0   519.139718   0.0194688773   0.291443118   1059.83698
6.9251   4.12949063e+34   0.438612239   5.58522584e+14   -0.588689304   1.23009469   0.319516316   0   555.044123   0   519.238295   0.0194551471   0.291336419   1059.7308
6.9301   4.12398563e+34   0.439459019   5.58274552e+14   -0.588748966   1.23043661   0.319385264   0   555.226189   0   519.336991   0.0194414131   0.291229613   1059.62458
6.9351   4.11848034e+34   0.440306645   5.58026335e+14   -0.588808668   1.23077878   0.319254101   0   555.408493   0   519.435804   0.0194276753   0.291122701   1059.51832
6.9401   4.11297476e+34   0.441155117   5.57777933e+14   -0.58886841   1.23112118   0.319122828   0   555.591039   0   519.534735   0.0194139338   0.291015682   1059.41202
6.9451   4.10746891e+34   0.442004434   5.57529346e+14   -0.588928192   1.23146383   0.318991442   0   555.773825   0   519.633786   0.0194001884   0.290908557   1059.30568
6.9501   4.10196278e+34   0.442854595   5.57280571e+14   -0.588988013   1.23180672   0.318859945   0   555.956853   0   519.732955   0.0193864393   0.290801325   1059.1993
6.9551   4.0964564e+34   0.4437056   5.57031609e+14   -0.589047874   1.23214986   0.318728335   0   556.140125   0   519.832243   0.0193726863   0.290693986   1059.09288
6.9601   4.09094975e+34   0.444557449   5.56782457e+14   -0.589107775   1.23249323   0.318596612   0   556.323641   0   519.931652   0.0193589294   0.290586538   1058.98642
6.9651   4.08544286e+34   0.44541014   5.56533116e+14   -0.589167715   1.23283685   0.318464775   0   556.507402   0   520.031182   0.0193451685   0.290478982   1058.87992
6.9701   4.07993573e+34   0.446263675   5.56283584e+14   -0.589227695   1.2331807   0.318332823   0   556.69141   0   520.130832   0.0193314036   0.290371316   1058.77338
6.9751   4.07442836e+34   0.447118051   5.5603386e+14   -0.589287715   1.2335248   0.318200757   0   556.875665   0   520.230605   0.0193176348   0.290263541   1058.6668
6.9801   4.06892077e+34   0.447973268   5.55783943e+14   -0.589347775   1.23386914   0.318068576   0   557.060168   0   520.330499   0.0193038618   0.290155656   1058.56018
6.9851   4.06341296e+34   0.448829327   5.55533832e+14   -0.589407874   1.23421372   0.317936278   0   557.24492   0   520.430517   0.0192900847   0.290047661   1058.45351
6.9901   4.05790494e+34   0.449686226   5.55283527e+14   -0.589468012   1.23455853   0.317803865   0   557.429923   0   520.530657   0.0192763035   0.289939555   1058.3468
6.9951   4.05239672e+34   0.450543964   5.55033026e+14   -0.589528191   1.23490359   0.317671334   0   557.615177   0   520.630922   0.0192625182   0.289831337   1058.24005
7.0001   4.04688829e+34   0.451402542   5.54782328e+14   -0.589588409   1.23524889   0.317538685   0   557.800683   0   520.73131   0.0192487285   0.289723008   1058.13326
7.0051   4.04137968e+34   0.452261959   5.54531433e+14   -0.589648666   1.23559443   0.317405919   0   557.986443   0   520.831824   0.0192349347   0.289614566   1058.02643
7.0101   4.03587089e+34   0.453122214   5.54280339e+14   -0.589708963   1.23594021   0.317273034   0   558.172457   0   520.932463   0.0192211365   0.289506011   1057.91955
7.0151   4.03036192e+34   0.453983307   5.54029046e+14   -0.5897693   1.23628623   0.317140029   0   558.358727   0   521.033228   0.019207334   0.289397343   1057.81262
7.0201   4.02485278e+34   0.454845237   5.53777552e+14   -0.589829676   1.23663248   0.317006906   0   558.545252   0   521.134119   0.0191935271   0.289288561   1057.70566
7.0251   4.01934349e+34   0.455708004   5.53525857e+14   -0.589890091   1.23697898   0.316873661   0   558.732036   0   521.235137   0.0191797158   0.289179665   1057.59865
7.0301   4.01383404e+34   0.456571607   5.53273959e+14   -0.589950547   1.23732571   0.316740297   0   558.919077   0   521.336283   0.0191659001   0.289070654   1057.49159
7.0351   4.00832445e+34   0.457436045   5.53021859e+14   -0.590011041   1.23767268   0.31660681   0   559.106378   0   521.437557   0.0191520799   0.288961528   1057.38449
7.0401   4.00281472e+34   0.458301318   5.52769553e+14   -0.590071575   1.23801989   0.316473202   0   559.29394   0   521.538959   0.0191382551   0.288852287   1057.27735
7.0451   3.99730486e+34   0.459167425   5.52517048e+14   -0.590132149   1.23836734   0.316339475   0   559.48176   0   521.640489   0.019124426   0.288742931   1057.17016
7.0501   3.99179488e+34   0.460034367   5.52264355e+14   -0.590192762   1.23871503   0.316205634   0   559.669827   0   521.74214   0.0191105934   0.288633467   1057.06294
7.0551   3.98628478e+34   0.460902141   5.52011476e+14   -0.590253414   1.23906295   0.316071681   0   559.858143   0   521.843913   0.0190967573   0.288523895   1056.95568
7.0601   3.98077458e+34   0.461770748   5.51758409e+14   -0.590314106   1.23941111   0.315937615   0   560.046709   0   521.945809   0.0190829176   0.288414214   1056.84838
7.0651   3.97526427e+34   0.462640188   5.51505153e+14   -0.590374837   1.23975951   0.315803435   0   560.235524   0   522.047828   0.0190690743   0.288304423   1056.74104
7.0701   3.96975387e+34   0.463510459   5.51251708e+14   -0.590435608   1.24010815   0.31566914   0   560.424592   0   522.14997   0.0190552274   0.288194523   1056.63366
7.0751   3.96424339e+34   0.464381561   5.50998072e+14   -0.590496418   1.24045702   0.315534731   0   560.613911   0   522.252236   0.0190413768   0.288084513   1056.52625
7.0801   3.95873283e+34   0.465253494   5.50744244e+14   -0.590557267   1.24080613   0.315400207   0   560.803485   0   522.354628   0.0190275224   0.287974392   1056.4188
7.0851   3.95322219e+34   0.466126256   5.50490223e+14   -0.590618156   1.24115548   0.315265566   0   560.993313   0   522.457144   0.0190136643   0.28786416   1056.3113
7.0901   3.94771149e+34   0.466999848   5.50236007e+14   -0.590679084   1.24150506   0.315130808   0   561.183397   0   522.559786   0.0189998023   0.287753816   1056.20377
7.0951   3.94220074e+34   0.467874268   5.49981597e+14   -0.590740051   1.24185487   0.314995933   0   561.373739   0   522.662555   0.0189859365   0.28764336   1056.0962
7.1001   3.93668994e+34   0.468749517   5.49726991e+14   -0.590801058   1.24220493   0.314860941   0   561.564338   0   522.765451   0.0189720667   0.28753279   1055.98859
7.1051   3.93117909e+34   0.469625593   5.49472187e+14   -0.590862104   1.24255521   0.314725829   0   561.755197   0   522.868474   0.018958193   0.287422108   1055.88094
7.1101   3.92566822e+34   0.470502497   5.49217185e+14   -0.590923189   1.24290574   0.314590599   0   561.946315   0   522.971626   0.0189443153   0.287311311   1055.77325
7.1151   3.92015731e+34   0.471380226   5.48961984e+14   -0.590984313   1.2432565   0.314455249   0   562.137696   0   523.074907   0.0189304335   0.2872004   1055.66551
7.1201   3.91464639e+34   0.472258782   5.48706583e+14   -0.591045476   1.24360749   0.314319779   0   562.329339   0   523.178316   0.0189165477   0.287089374   1055.55774
7.1251   3.90913545e+34   0.473138163   5.4845098e+14   -0.591106679   1.24395872   0.314184188   0   562.521245   0   523.281856   0.0189026578   0.286978233   1055.44992
7.1301   3.90362451e+34   0.474018368   5.48195174e+14   -0.591167921   1.24431018   0.314048476   0   562.713416   0   523.385526   0.0188887636   0.286866975   1055.34206
7.1351   3.89811358e+34   0.474899397   5.47939165e+14   -0.591229202   1.24466187   0.313912641   0   562.905853   0   523.489327   0.0188748653   0.286755601   1055.23416
7.1401   3.89260265e+34   0.47578125   5.47682952e+14   -0.591290522   1.2450138   0.313776684   0   563.098557   0   523.59326   0.0188609627   0.286644111   1055.12622
7.1451   3.88709174e+34   0.476663926   5.47426533e+14   -0.591351882   1.24536597   0.313640604   0   563.291529   0   523.697325   0.0188470558   0.286532502   1055.01823
7.1501   3.88158086e+34   0.477547423   5.47169907e+14   -0.59141328   1.24571836   0.3135044   0   563.48477   0   523.801523   0.0188331446   0.286420776   1054.9102
7.1551   3.87607002e+34   0.478431742   5.46913073e+14   -0.591474718   1.24607099   0.313368072   0   563.678282   0   523.905854   0.018819229   0.286308931   1054.80213
7.1601   3.87055921e+34   0.479316882   5.46656036e+14   -0.591536194   1.24642385   0.313231621   0   563.872061   0   524.010317   0.0188053093   0.286196969   1054.69402
7.1651   3.86504845e+34   0.480202842   5.4639881e+14   -0.59159771   1.24677695   0.313095056   0   564.066097   0   524.114907   0.0187913862   0.286084897   1054.58587
7.1701   3.85953775e+34   0.481089622   5.46141395e+14   -0.591659265   1.24713028   0.312958377   0   564.26039   0   524.219622   0.0187774598   0.285972714   1054.47768
7.1751   3.85402711e+34   0.481977221   5.4588379e+14   -0.591720859   1.24748384   0.312821582   0   564.454941   0   524.324464   0.01876353   0.285860419   1054.36946
7.1801   3.84851654e+34   0.482865638   5.45625993e+14   -0.591782492   1.24783763   0.312684671   0   564.649752   0   524.429434   0.0187495968   0.285748014   1054.2612
7.1851   3.84300605e+34   0.483754873   5.45368004e+14   -0.591844164   1.24819165   0.312547644   0   564.844824   0   524.534532   0.0187356601   0.285635495   1054.15291
7.1901   3.83749565e+34   0.484644925   5.45109821e+14   -0.591905874   1.2485459   0.3124105   0   565.040158   0   524.639759   0.01872172   0.285522864   1054.04457
7.1951   3.83198534e+34   0.485535794   5.44851444e+14   -0.591967624   1.24890039   0.312273238   0   565.235755   0   524.745115   0.0187077762   0.28541012   1053.93621
7.2001   3.82647513e+34   0.486427479   5.4459287e+14   -0.592029413   1.2492551   0.312135858   0   565.431616   0   524.850601   0.0186938288   0.285297261   1053.8278
7.2051   3.82096503e+34   0.487319978   5.44334099e+14   -0.592091241   1.24961005   0.311998359   0   565.627743   0   524.956218   0.0186798778   0.285184288   1053.71936
7.2101   3.81545504e+34   0.488213293   5.4407513e+14   -0.592153107   1.24996523   0.311860739   0   565.824136   0   525.061966   0.018665923   0.2850712   1053.61087
7.2151   3.80994517e+34   0.489107422   5.43815962e+14   -0.592215013   1.25032064   0.311723   0   566.020798   0   525.167846   0.0186519645   0.284957996   1053.50235
7.2201   3.80443544e+34   0.490002363   5.43556592e+14   -0.592276957   1.25067627   0.311585139   0   566.217728   0   525.273858   0.0186380022   0.284844676   1053.39379
7.2251   3.79892584e+34   0.490898118   5.43297021e+14   -0.592338941   1.25103214   0.311447157   0   566.414929   0   525.380004   0.018624036   0.284731239   1053.28519
7.2301   3.79341639e+34   0.491794685   5.43037248e+14   -0.592400963   1.25138824   0.311309053   0   566.612402   0   525.486283   0.0186100659   0.284617685   1053.17656
7.2351   3.7879071e+34   0.492692062   5.42777269e+14   -0.592463024   1.25174456   0.311170825   0   566.810147   0   525.592697   0.0185960918   0.284504012   1053.06788
7.2401   3.78239796e+34   0.493590251   5.42517086e+14   -0.592525123   1.25210112   0.311032474   0   567.008166   0   525.699245   0.0185821138   0.284390221   1052.95916
7.2451   3.77688899e+34   0.49448925   5.42256697e+14   -0.592587262   1.2524579   0.310893999   0   567.20646   0   525.80593   0.0185681317   0.284276311   1052.8504
7.2501   3.7713802e+34   0.495389058   5.41996099e+14   -0.592649439   1.25281491   0.310755399   0   567.405031   0   525.912751   0.0185541455   0.284162282   1052.7416
7.2551   3.76587159e+34   0.496289674   5.41735294e+14   -0.592711655   1.25317215   0.310616674   0   567.603879   0   526.019708   0.0185401552   0.284048132   1052.63275
7.2601   3.76036317e+34   0.497191099   5.41474278e+14   -0.59277391   1.25352962   0.310477822   0   567.803007   0   526.126803   0.0185261607   0.283933861   1052.52387
7.2651   3.75485495e+34   0.498093331   5.41213051e+14   -0.592836204   1.25388731   0.310338843   0   568.002414   0   526.234037   0.018512162   0.283819469   1052.41494
7.2701   3.74934693e+34   0.498996369   5.40951614e+14   -0.592898536   1.25424523   0.310199738   0   568.202101   0   526.341409   0.018498159   0.283704956   1052.30597
7.2751   3.74383913e+34   0.499900213   5.40689982e+14   -0.592960907   1.25460338   0.310060515   0   568.402057   0   526.448912   0.0184841527   0.283590328   1052.19697
7.2801   3.73833155e+34   0.500804863   5.40428158e+14   -0.593023317   1.25496175   0.309921175   0   568.602279   0   526.556547   0.0184701433   0.283475587   1052.08793
7.2851   3.7328242e+34   0.501710317   5.40166142e+14   -0.593085765   1.25532036   0.309781718   0   568.802768   0   526.664312   0.0184561307   0.283360733   1051.97886
7.2901   3.72731709e+34   0.502616575   5.39903932e+14   -0.593148252   1.25567918   0.309642143   0   569.003526   0   526.77221   0.0184421149   0.283245765   1051.86975
7.2951   3.72181022e+34   0.503523636   5.39641528e+14   -0.593210778   1.25603824   0.309502449   0   569.204553   0   526.88024   0.0184280957   0.283130682   1051.76061
7.3001   3.7163036e+34   0.504431499   5.39378927e+14   -0.593273342   1.25639752   0.309362637   0   569.405852   0   526.988403   0.0184140732   0.283015483   1051.65144
7.3051   3.71079724e+34   0.505340165   5.39116128e+14   -0.593335945   1.25675702   0.309222704   0   569.607423   0   527.096701   0.0184000474   0.282900169   1051.54223
7.3101   3.70529114e+34   0.506249631   5.3885313e+14   -0.593398586   1.25711675   0.309082651   0   569.809268   0   527.205133   0.018386018   0.282784738   1051.43298
7.3151   3.69978532e+34   0.507159898   5.38589933e+14   -0.593461266   1.25747671   0.308942477   0   570.011388   0   527.3137   0.0183719852   0.28266919   1051.32369
7.3201   3.69427978e+34   0.508070965   5.38326534e+14   -0.593523985   1.25783688   0.30880218   0   570.213784   0   527.422404   0.0183579488   0.282553524   1051.21437
7.3251   3.68877453e+34   0.508982831   5.38062932e+14   -0.593586742   1.25819729   0.308661761   0   570.416458   0   527.531244   0.0183439088   0.282437739   1051.10502
7.3301   3.68326958e+34   0.509895495   5.37799127e+14   -0.593649537   1.25855792   0.308521218   0   570.61941   0   527.640222   0.0183298651   0.282321836   1050.99562
7.3351   3.67776493e+34   0.510808957   5.37535116e+14   -0.593712371   1.25891877   0.308380552   0   570.822644   0   527.749338   0.0183158177   0.282205812   1050.88619
7.3401   3.67226059e+34   0.511723215   5.37270899e+14   -0.593775243   1.25927984   0.30823976   0   571.026158   0   527.858592   0.0183017666   0.282089669   1050.77672
7.3451   3.66675657e+34   0.51263827   5.37006475e+14   -0.593838154   1.25964114   0.308098843   0   571.229956   0   527.967986   0.0182877116   0.281973405   1050.66721
7.3501   3.66125288e+34   0.51355412   5.36741841e+14   -0.593901103   1.26000266   0.307957799   0   571.434038   0   528.07752   0.0182736527   0.281857019   1050.55766
7.3551   3.65574952e+34   0.514470764   5.36476997e+14   -0.593964091   1.2603644   0.307816629   0   571.638405   0   528.187196   0.01825959   0.281740511   1050.44807
7.3601   3.65024651e+34   0.515388203   5.36211942e+14   -0.594027117   1.26072637   0.307675331   0   571.84306   0   528.297012   0.0182455232   0.28162388   1050.33844
7.3651   3.64474384e+34   0.516306435   5.35946674e+14   -0.594090181   1.26108855   0.307533904   0   572.048002   0   528.406971   0.0182314524   0.281507126   1050.22877
7.3701   3.63924154e+34   0.517225459   5.35681193e+14   -0.594153284   1.26145096   0.307392349   0   572.253234   0   528.517073   0.0182173776   0.281390247   1050.11906
7.3751   3.6337396e+34   0.518145274   5.35415496e+14   -0.594216425   1.26181359   0.307250664   0   572.458757   0   528.627318   0.0182032986   0.281273245   1050.00931
7.3801   3.62823803e+34   0.519065881   5.35149587e+14   -0.594279605   1.26217644   0.30710885   0   572.664568   0   528.737706   0.0181892157   0.281156119   1049.89953
7.3851   3.62273684e+34   0.519987278   5.34883483e+14   -0.594342822   1.26253951   0.306966918   0   572.870656   0   528.84823   0.0181751297   0.281038877   1049.7897
7.3901   3.61723604e+34   0.520909464   5.34617185e+14   -0.594406078   1.2629028   0.306824867   0   573.077019   0   528.958889   0.0181610408   0.280921519   1049.67985
7.3951   3.61173563e+34   0.521832439   5.34350691e+14   -0.594469373   1.26326631   0.306682697   0   573.283659   0   529.069684   0.0181469488   0.280804046   1049.56996
7.4001   3.60623563e+34   0.522756202   5.34084001e+14   -0.594532705   1.26363005   0.306540406   0   573.490578   0   529.180616   0.0181328537   0.280686455   1049.46004
7.4051   3.60073604e+34   0.523680752   5.33817111e+14   -0.594596076   1.263994   0.306397994   0   573.697777   0   529.291686   0.0181187555   0.280568746   1049.35009
7.4101   3.59523687e+34   0.524606089   5.33550022e+14   -0.594659484   1.26435817   0.30625546   0   573.905257   0   529.402895   0.018104654   0.28045092   1049.24011
7.4151   3.58973813e+34   0.525532211   5.33282731e+14   -0.594722931   1.26472256   0.306112803   0   574.113021   0   529.514243   0.0180905493   0.280332974   1049.13008
7.4201   3.58423981e+34   0.526459118   5.33015237e+14   -0.594786417   1.26508716   0.305970023   0   574.321068   0   529.62573   0.0180764412   0.280214909   1049.02003
7.4251   3.57874194e+34   0.527386809   5.3274754e+14   -0.59484994   1.26545199   0.305827119   0   574.529401   0   529.737359   0.0180623298   0.280096723   1048.90994
7.4301   3.57324452e+34   0.528315284   5.32479637e+14   -0.594913501   1.26581703   0.30568409   0   574.738022   0   529.849129   0.0180482148   0.279978416   1048.79981
7.4351   3.56774755e+34   0.529244541   5.32211527e+14   -0.594977101   1.2661823   0.305540936   0   574.946931   0   529.961041   0.0180340964   0.279859988   1048.68965
7.4401   3.56225105e+34   0.530174581   5.31943209e+14   -0.595040739   1.26654777   0.305397655   0   575.15613   0   530.073096   0.0180199744   0.279741437   1048.57945
7.4451   3.55675502e+34   0.531105401   5.31674681e+14   -0.595104414   1.26691347   0.305254246   0   575.36562   0   530.185295   0.0180058488   0.279622763   1048.46922
7.4501   3.55125947e+34   0.532037001   5.31405943e+14   -0.595168128   1.26727938   0.30511071   0   575.575403   0   530.297639   0.0179917194   0.279503966   1048.35895
7.4551   3.54576441e+34   0.532969381   5.31136992e+14   -0.59523188   1.26764551   0.304967045   0   575.785481   0   530.410128   0.0179775864   0.279385044   1048.24864
7.4601   3.54026984e+34   0.53390254   5.30867827e+14   -0.59529567   1.26801186   0.30482325   0   575.995854   0   530.522762   0.0179634495   0.279265997   1048.13829
7.4651   3.53477578e+34   0.534836476   5.30598448e+14   -0.595359497   1.26837842   0.304679325   0   576.206524   0   530.635544   0.0179493088   0.279146824   1048.02791
7.4701   3.52928223e+34   0.53577119   5.30328852e+14   -0.595423363   1.2687452   0.304535269   0   576.417493   0   530.748473   0.0179351642   0.279027525   1047.91748
7.4751   3.52378919e+34   0.53670668   5.30059038e+14   -0.595487267   1.26911219   0.304391081   0   576.628762   0   530.86155   0.0179210156   0.278908099   1047.80702
7.4801   3.51829668e+34   0.537642945   5.29789005e+14   -0.595551208   1.26947939   0.304246761   0   576.840332   0   530.974776   0.017906863   0.278788546   1047.69651
7.4851   3.5128047e+34   0.538579985   5.29518754e+14   -0.595615188   1.26984681   0.304102308   0   577.052203   0   531.088151   0.0178927065   0.278668865   1047.58597
7.4901   3.50731327e+34   0.539517798   5.29248304e+14   -0.595679205   1.27021445   0.303957734   0   577.264361   0   531.201667   0.017878547   0.278549064   1047.4754
7.4951   3.50182239e+34   0.540456385   5.28977656e+14   -0.59574326   1.2705823   0.303813038   0   577.476805   0   531.315323   0.0178643847   0.278429146   1047.36479
7.5001   3.49633206e+34   0.541395744   5.2870681e+14   -0.595807353   1.27095036   0.303668221   0   577.689535   0   531.429121   0.0178502194   0.278309109   1047.25416
7.5051   3.49084229e+34   0.542335874   5.28435763e+14   -0.595871484   1.27131863   0.303523281   0   577.902554   0   531.543061   0.0178360512   0.278188952   1047.14349
7.5101   3.4853531e+34   0.543276775   5.28164515e+14   -0.595935653   1.27168712   0.303378217   0   578.115862   0   531.657143   0.01782188   0.278068675   1047.03279
7.5151   3.47986449e+34   0.544218445   5.27893063e+14   -0.595999859   1.27205582   0.30323303   0   578.329462   0   531.771369   0.0178077057   0.277948276   1046.92206
7.5201   3.47437646e+34   0.545160885   5.27621407e+14   -0.596064103   1.27242473   0.303087717   0   578.543356   0   531.885739   0.0177935283   0.277827756   1046.8113
7.5251   3.46888903e+34   0.546104092   5.27349544e+14   -0.596128385   1.27279385   0.302942278   0   578.757544   0   532.000255   0.0177793476   0.277707113   1046.7005
7.5301   3.46340221e+34   0.547048067   5.27077474e+14   -0.596192705   1.27316319   0.302796712   0   578.972028   0   532.114917   0.0177651637   0.277586346   1046.58967
7.5351   3.45791599e+34   0.547992808   5.26805194e+14   -0.596257063   1.27353273   0.302651018   0   579.186809   0   532.229725   0.0177509764   0.277465456   1046.47881
7.5401   3.45243039e+34   0.548938315   5.26532704e+14   -0.596321458   1.27390249   0.302505196   0   579.40189   0   532.344682   0.0177367857   0.277344441   1046.36791
7.5451   3.44694542e+34   0.549884587   5.26260001e+14   -0.59638589   1.27427246   0.302359245   0   579.617272   0   532.459787   0.0177225915   0.2772233   1046.25698
7.5501   3.44146108e+34   0.550831623   5.25987084e+14   -0.596450361   1.27464264   0.302213163   0   579.832957   0   532.575041   0.0177083938   0.277102033   1046.14601
7.5551   3.43597738e+34   0.551779421   5.25713952e+14   -0.596514869   1.27501302   0.30206695   0   580.048945   0   532.690445   0.0176941925   0.276980639   1046.035
7.5601   3.43049433e+34   0.552727982   5.25440603e+14   -0.596579414   1.27538362   0.301920606   0   580.265238   0   532.806   0.0176799875   0.276859118   1045.92396
7.5651   3.42501194e+34   0.553677304   5.25167036e+14   -0.596643997   1.27575442   0.301774129   0   580.481839   0   532.921708   0.0176657789   0.276737467   1045.81288
7.5701   3.41953022e+34   0.554627387   5.2489325e+14   -0.596708618   1.27612544   0.301627518   0   580.698748   0   533.037567   0.0176515664   0.276615688   1045.70177
7.5751   3.41404916e+34   0.555578229   5.24619242e+14   -0.596773276   1.27649666   0.301480773   0   580.915968   0   533.15358   0.0176373501   0.276493779   1045.59061
7.5801   3.40856879e+34   0.55652983   5.24345011e+14   -0.596837972   1.27686809   0.301333892   0   581.133499   0   533.269748   0.0176231299   0.276371739   1045.47942
7.5851   3.4030891e+34   0.557482189   5.24070557e+14   -0.596902705   1.27723973   0.301186876   0   581.351343   0   533.38607   0.0176089058   0.276249568   1045.36819
7.5901   3.39761011e+34   0.558435305   5.23795887e+14   -0.596967476   1.27761157   0.301039729   0   581.569494   0   533.502544   0.0175946781   0.27612727   1045.25692
7.5951   3.39213183e+34   0.559389176   5.23521017e+14   -0.597032284   1.27798362   0.300892458   0   581.78794   0   533.619164   0.0175804478   0.27600485   1045.14563
7.6001   3.38665426e+34   0.560343803   5.23245945e+14   -0.59709713   1.27835588   0.300745064   0   582.006682   0   533.735929   0.0175662147   0.27588231   1045.03431
7.6051   3.3811774e+34   0.561299185   5.22970671e+14   -0.597162013   1.27872834   0.300597544   0   582.225722   0   533.85284   0.0175519789   0.275759647   1044.92295
7.6101   3.37570128e+34   0.562255319   5.22695193e+14   -0.597226933   1.27910101   0.3004499   0   582.445061   0   533.9699   0.0175377402   0.275636862   1044.81157
7.6151   3.37022588e+34   0.563212207   5.22419508e+14   -0.597291891   1.27947388   0.300302128   0   582.664702   0   534.087108   0.0175234985   0.275513952   1044.70016
7.6201   3.36475123e+34   0.564169846   5.22143616e+14   -0.597356886   1.27984696   0.30015423   0   582.884645   0   534.204466   0.0175092538   0.275390919   1044.58871
7.6251   3.35927733e+34   0.565128236   5.21867514e+14   -0.597421919   1.28022025   0.300006202   0   583.104893   0   534.321974   0.0174950061   0.275267759   1044.47724
7.6301   3.35380419e+34   0.566087375   5.21591201e+14   -0.597486988   1.28059373   0.299858046   0   583.325447   0   534.439633   0.0174807552   0.275144474   1044.36573
