r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   M_n* (MeV, core)/A (crust)   Z_eq   M_p* (MeV, core)/Z (crust)   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)
3.2701   7.64208736e+34   0.0520707923   6.91478895e+14   -0.556297446   1.04934758   0.387845819   0   471.066442   0   471.914567   0.0277589639   0.344752239   1121.8484
3.2751   7.63850206e+34   0.0523047777   6.91361395e+14   -0.556326018   1.04950088   0.387787127   0   471.129842   0   471.952083   0.0277508035   0.344708403   1121.78949
3.2801   7.6349122e+34   0.0525394387   6.91243717e+14   -0.556354634   1.04965444   0.387728343   0   471.193356   0   471.989662   0.0277426322   0.344664495   1121.7305
3.2851   7.63131777e+34   0.0527747762   6.91125862e+14   -0.556383293   1.04980823   0.387669468   0   471.256983   0   472.027305   0.02773445   0.344620515   1121.67142
3.2901   7.62771879e+34   0.0530107908   6.9100783e+14   -0.556411996   1.04996228   0.387610502   0   471.320723   0   472.06501   0.0277262569   0.344576463   1121.61227
3.2951   7.62411527e+34   0.0532474834   6.90889624e+14   -0.556440742   1.05011657   0.387551445   0   471.384574   0   472.102779   0.0277180532   0.34453234   1121.55303
3.3001   7.62050719e+34   0.0534848548   6.90771242e+14   -0.556469533   1.05027111   0.387492297   0   471.448537   0   472.14061   0.0277098387   0.344488145   1121.49371
3.3051   7.61689457e+34   0.0537229057   6.90652684e+14   -0.556498367   1.0504259   0.387433059   0   471.512613   0   472.178504   0.0277016134   0.344443879   1121.43431
3.3101   7.61327741e+34   0.0539616369   6.90533951e+14   -0.556527244   1.05058094   0.38737373   0   471.576801   0   472.216461   0.0276933775   0.344399542   1121.37483
3.3151   7.60965572e+34   0.0542010493   6.90415043e+14   -0.556556165   1.05073622   0.38731431   0   471.641101   0   472.254481   0.0276851308   0.344355133   1121.31526
3.3201   7.6060295e+34   0.0544411435   6.90295959e+14   -0.55658513   1.05089175   0.3872548   0   471.705513   0   472.292563   0.0276768734   0.344310652   1121.25562
3.3251   7.60239875e+34   0.0546819204   6.901767e+14   -0.556614139   1.05104753   0.387195199   0   471.770039   0   472.330709   0.0276686053   0.3442661   1121.19589
3.3301   7.59876348e+34   0.0549233808   6.90057265e+14   -0.556643191   1.05120356   0.387135507   0   471.834677   0   472.368918   0.0276603265   0.344221476   1121.13608
3.3351   7.59512369e+34   0.0551655254   6.89937655e+14   -0.556672287   1.05135984   0.387075724   0   471.899427   0   472.40719   0.0276520369   0.34417678   1121.07619
3.3401   7.59147939e+34   0.055408355   6.89817869e+14   -0.556701426   1.05151636   0.387015851   0   471.964291   0   472.445525   0.0276437367   0.344132013   1121.01622
3.3451   7.58783058e+34   0.0556518704   6.89697907e+14   -0.556730609   1.05167313   0.386955886   0   472.029267   0   472.483923   0.0276354258   0.344087174   1120.95616
3.3501   7.58417726e+34   0.0558960723   6.8957777e+14   -0.556759836   1.05183015   0.386895831   0   472.094357   0   472.522385   0.0276271042   0.344042263   1120.89603
3.3551   7.58051944e+34   0.0561409616   6.89457457e+14   -0.556789106   1.05198742   0.386835684   0   472.15956   0   472.560909   0.0276187719   0.34399728   1120.83581
3.3601   7.57685713e+34   0.056386539   6.89336968e+14   -0.55681842   1.05214494   0.386775447   0   472.224876   0   472.599497   0.0276104289   0.343952225   1120.77551
3.3651   7.57319032e+34   0.0566328052   6.89216304e+14   -0.556847778   1.0523027   0.386715118   0   472.290305   0   472.638149   0.0276020753   0.343907099   1120.71513
3.3701   7.56951902e+34   0.0568797611   6.89095463e+14   -0.556877179   1.05246072   0.386654699   0   472.355848   0   472.676864   0.027593711   0.3438619   1120.65467
3.3751   7.56584324e+34   0.0571274074   6.88974447e+14   -0.556906624   1.05261898   0.386594188   0   472.421505   0   472.715642   0.027585336   0.34381663   1120.59412
3.3801   7.56216298e+34   0.0573757449   6.88853255e+14   -0.556936113   1.05277749   0.386533586   0   472.487275   0   472.754483   0.0275769503   0.343771287   1120.5335
3.3851   7.55847824e+34   0.0576247743   6.88731887e+14   -0.556965645   1.05293625   0.386472894   0   472.553159   0   472.793389   0.027568554   0.343725872   1120.47279
3.3901   7.55478903e+34   0.0578744964   6.88610343e+14   -0.556995221   1.05309526   0.38641211   0   472.619157   0   472.832358   0.027560147   0.343680385   1120.412
3.3951   7.55109536e+34   0.058124912   6.88488623e+14   -0.557024841   1.05325451   0.386351234   0   472.685269   0   472.87139   0.0275517294   0.343634826   1120.35113
3.4001   7.54739722e+34   0.0583760218   6.88366727e+14   -0.557054504   1.05341402   0.386290268   0   472.751495   0   472.910486   0.0275433011   0.343589195   1120.29018
3.4051   7.54369462e+34   0.0586278267   6.88244655e+14   -0.557084211   1.05357377   0.38622921   0   472.817836   0   472.949646   0.0275348621   0.343543492   1120.22915
3.4101   7.53998756e+34   0.0588803273   6.88122407e+14   -0.557113961   1.05373378   0.386168061   0   472.88429   0   472.98887   0.0275264126   0.343497716   1120.16804
3.4151   7.53627606e+34   0.0591335244   6.87999983e+14   -0.557143756   1.05389403   0.38610682   0   472.950859   0   473.028157   0.0275179524   0.343451868   1120.10684
3.4201   7.5325601e+34   0.0593874188   6.87877382e+14   -0.557173593   1.05405453   0.386045489   0   473.017543   0   473.067509   0.0275094815   0.343405947   1120.04557
3.4251   7.52883971e+34   0.0596420112   6.87754606e+14   -0.557203475   1.05421528   0.385984065   0   473.084342   0   473.106924   0.0275010001   0.343359954   1119.98421
3.4301   7.52511488e+34   0.0598973024   6.87631653e+14   -0.5572334   1.05437628   0.385922551   0   473.151255   0   473.146403   0.027492508   0.343313889   1119.92277
3.4351   7.52138561e+34   0.0601532932   6.87508523e+14   -0.557263369   1.05453752   0.385860944   0   473.218283   0   473.185946   0.0274840053   0.343267751   1119.86125
3.4401   7.51765192e+34   0.0604099842   6.87385218e+14   -0.557293381   1.05469902   0.385799247   0   473.285426   0   473.225553   0.0274754919   0.34322154   1119.79965
3.4451   7.5139138e+34   0.0606673763   6.87261736e+14   -0.557323437   1.05486077   0.385737457   0   473.352684   0   473.265225   0.027466968   0.343175257   1119.73796
3.4501   7.51017126e+34   0.0609254702   6.87138077e+14   -0.557353536   1.05502276   0.385675577   0   473.420058   0   473.30496   0.0274584335   0.343128902   1119.6762
3.4551   7.5064243e+34   0.0611842667   6.87014242e+14   -0.55738368   1.05518501   0.385613604   0   473.487546   0   473.34476   0.0274498883   0.343082473   1119.61435
3.4601   7.50267293e+34   0.0614437664   6.86890231e+14   -0.557413867   1.0553475   0.38555154   0   473.55515   0   473.384624   0.0274413326   0.343035972   1119.55243
3.4651   7.49891715e+34   0.0617039702   6.86766043e+14   -0.557444097   1.05551025   0.385489384   0   473.62287   0   473.424552   0.0274327662   0.342989398   1119.49042
3.4701   7.49515697e+34   0.0619648788   6.86641678e+14   -0.557474371   1.05567324   0.385427137   0   473.690705   0   473.464545   0.0274241893   0.342942751   1119.42833
3.4751   7.49139239e+34   0.0622264929   6.86517137e+14   -0.557504689   1.05583648   0.385364797   0   473.758657   0   473.504602   0.0274156018   0.342896032   1119.36616
3.4801   7.48762341e+34   0.0624888134   6.86392419e+14   -0.55753505   1.05599997   0.385302366   0   473.826724   0   473.544723   0.0274070037   0.342849239   1119.3039
3.4851   7.48385004e+34   0.0627518408   6.86267524e+14   -0.557565455   1.05616371   0.385239843   0   473.894907   0   473.584909   0.027398395   0.342802374   1119.24157
3.4901   7.48007229e+34   0.063015576   6.86142453e+14   -0.557595904   1.05632771   0.385177228   0   473.963206   0   473.625159   0.0273897757   0.342755435   1119.17916
3.4951   7.47629015e+34   0.0632800197   6.86017205e+14   -0.557626396   1.05649195   0.385114521   0   474.031621   0   473.665474   0.0273811459   0.342708423   1119.11666
3.5001   7.47250364e+34   0.0635451727   6.8589178e+14   -0.557656932   1.05665644   0.385051723   0   474.100153   0   473.705854   0.0273725055   0.342661339   1119.05408
3.5051   7.46871275e+34   0.0638110356   6.85766177e+14   -0.557687512   1.05682118   0.384988832   0   474.168801   0   473.746298   0.0273638545   0.342614181   1118.99142
3.5101   7.4649175e+34   0.0640776093   6.85640399e+14   -0.557718135   1.05698617   0.384925849   0   474.237566   0   473.786807   0.027355193   0.34256695   1118.92868
3.5151   7.46111788e+34   0.0643448944   6.85514443e+14   -0.557748802   1.05715141   0.384862775   0   474.306447   0   473.827381   0.0273465209   0.342519646   1118.86586
3.5201   7.45731389e+34   0.0646128918   6.8538831e+14   -0.557779512   1.0573169   0.384799608   0   474.375445   0   473.868019   0.0273378383   0.342472268   1118.80296
3.5251   7.45350556e+34   0.064881602   6.85261999e+14   -0.557810266   1.05748264   0.384736349   0   474.44456   0   473.908723   0.0273291451   0.342424817   1118.73998
3.5301   7.44969287e+34   0.0651510259   6.85135512e+14   -0.557841064   1.05764863   0.384672998   0   474.513792   0   473.949491   0.0273204414   0.342377293   1118.67691
3.5351   7.44587583e+34   0.0654211642   6.85008848e+14   -0.557871905   1.05781488   0.384609554   0   474.583142   0   473.990325   0.0273117271   0.342329696   1118.61377
3.5401   7.44205445e+34   0.0656920177   6.84882006e+14   -0.55790279   1.05798137   0.384546019   0   474.652608   0   474.031223   0.0273030023   0.342282025   1118.55054
3.5451   7.43822873e+34   0.0659635869   6.84754987e+14   -0.557933719   1.05814811   0.384482391   0   474.722192   0   474.072187   0.027294267   0.34223428   1118.48723
3.5501   7.43439868e+34   0.0662358728   6.84627791e+14   -0.557964691   1.0583151   0.38441867   0   474.791894   0   474.113215   0.0272855211   0.342186462   1118.42385
3.5551   7.4305643e+34   0.0665088759   6.84500417e+14   -0.557995707   1.05848234   0.384354858   0   474.861713   0   474.154309   0.0272767647   0.34213857   1118.36038
3.5601   7.42672559e+34   0.0667825971   6.84372866e+14   -0.558026766   1.05864984   0.384290953   0   474.931649   0   474.195468   0.0272679978   0.342090605   1118.29683
3.5651   7.42288257e+34   0.067057037   6.84245138e+14   -0.558057869   1.05881758   0.384226955   0   475.001704   0   474.236693   0.0272592204   0.342042566   1118.23319
3.5701   7.41903522e+34   0.0673321964   6.84117232e+14   -0.558089016   1.05898557   0.384162865   0   475.071877   0   474.277982   0.0272504325   0.341994453   1118.16948
3.5751   7.41518357e+34   0.067608076   6.83989148e+14   -0.558120206   1.05915382   0.384098683   0   475.142167   0   474.319338   0.027241634   0.341946266   1118.10569
3.5801   7.4113276e+34   0.0678846765   6.83860887e+14   -0.55815144   1.05932231   0.384034408   0   475.212576   0   474.360758   0.0272328251   0.341898006   1118.04181
3.5851   7.40746733e+34   0.0681619986   6.83732449e+14   -0.558182717   1.05949106   0.383970041   0   475.283103   0   474.402244   0.0272240057   0.341849672   1117.97786
3.5901   7.40360277e+34   0.0684400431   6.83603837e+14   -0.558214038   1.05966005   0.383905583   0   475.353746   0   474.443794   0.0272151761   0.341801265   1117.91382
3.5951   7.39973391e+34   0.0687188106   6.8347505e+14   -0.558245403   1.0598293   0.383841034   0   475.424506   0   474.485409   0.0272063362   0.341752785   1117.84971
3.6001   7.39586076e+34   0.068998302   6.83346089e+14   -0.558276811   1.0599988   0.383776393   0   475.495383   0   474.527088   0.027197486   0.341704233   1117.78551
3.6051   7.39198332e+34   0.0692785178   6.83216953e+14   -0.558308263   1.06016855   0.383711662   0   475.566377   0   474.568832   0.0271886255   0.341655608   1117.72124
3.6101   7.3881016e+34   0.0695594588   6.83087643e+14   -0.558339759   1.06033855   0.38364684   0   475.637488   0   474.610641   0.0271797548   0.34160691   1117.65689
3.6151   7.38421561e+34   0.0698411258   6.82958158e+14   -0.558371298   1.0605088   0.383581926   0   475.708717   0   474.652515   0.0271708739   0.341558139   1117.59246
3.6201   7.38032535e+34   0.0701235194   6.82828498e+14   -0.558402881   1.0606793   0.383516921   0   475.780063   0   474.694453   0.0271619826   0.341509295   1117.52795
3.6251   7.37643081e+34   0.0704066404   6.82698663e+14   -0.558434507   1.06085006   0.383451825   0   475.851526   0   474.736456   0.0271530812   0.341460378   1117.46335
3.6301   7.37253202e+34   0.0706904894   6.82568653e+14   -0.558466177   1.06102106   0.383386637   0   475.923107   0   474.778525   0.0271441695   0.341411388   1117.39869
3.6351   7.36862896e+34   0.0709750671   6.82438468e+14   -0.55849789   1.06119232   0.383321358   0   475.994806   0   474.820658   0.0271352475   0.341362325   1117.33394
3.6401   7.36472165e+34   0.0712603744   6.82308109e+14   -0.558529648   1.06136383   0.383255988   0   476.066622   0   474.862856   0.0271263153   0.341313188   1117.26911
3.6451   7.36081009e+34   0.0715464118   6.82177574e+14   -0.558561448   1.06153558   0.383190526   0   476.138557   0   474.905119   0.0271173729   0.341263978   1117.2042
3.6501   7.35689429e+34   0.0718331801   6.82046865e+14   -0.558593293   1.06170759   0.383124973   0   476.210609   0   474.947448   0.0271084203   0.341214695   1117.13921
3.6551   7.35297424e+34   0.07212068   6.8191598e+14   -0.558625181   1.06187986   0.383059328   0   476.28278   0   474.989841   0.0270994574   0.341165339   1117.07415
3.6601   7.34904996e+34   0.0724089122   6.8178492e+14   -0.558657112   1.06205237   0.382993592   0   476.35507   0   475.0323   0.0270904843   0.341115909   1117.009
3.6651   7.34512145e+34   0.0726978773   6.81653685e+14   -0.558689087   1.06222513   0.382927764   0   476.427477   0   475.074824   0.027081501   0.341066406   1116.94378
3.6701   7.34118871e+34   0.0729875761   6.81522274e+14   -0.558721106   1.06239815   0.382861844   0   476.500004   0   475.117414   0.0270725075   0.341016829   1116.87847
3.6751   7.33725174e+34   0.0732780094   6.81390689e+14   -0.558753168   1.06257142   0.382795833   0   476.572649   0   475.160069   0.0270635037   0.340967179   1116.81309
3.6801   7.33331056e+34   0.0735691777   6.81258927e+14   -0.558785274   1.06274494   0.38272973   0   476.645413   0   475.202789   0.0270544898   0.340917455   1116.74763
3.6851   7.32936516e+34   0.0738610817   6.81126991e+14   -0.558817424   1.06291871   0.382663535   0   476.718296   0   475.245575   0.0270454657   0.340867657   1116.68209
3.6901   7.32541556e+34   0.0741537223   6.80994879e+14   -0.558849617   1.06309273   0.382597248   0   476.791298   0   475.288426   0.0270364313   0.340817786   1116.61646
3.6951   7.32146175e+34   0.0744470999   6.80862591e+14   -0.558881854   1.06326701   0.382530869   0   476.864419   0   475.331344   0.0270273868   0.340767841   1116.55076
3.7001   7.31750374e+34   0.0747412155   6.80730128e+14   -0.558914134   1.06344153   0.382464399   0   476.93766   0   475.374326   0.027018332   0.340717822   1116.48498
3.7051   7.31354154e+34   0.0750360696   6.80597489e+14   -0.558946458   1.06361631   0.382397837   0   477.01102   0   475.417375   0.0270092671   0.34066773   1116.41913
3.7101   7.30957514e+34   0.0753316629   6.80464675e+14   -0.558978826   1.06379134   0.382331182   0   477.0845   0   475.460489   0.027000192   0.340617563   1116.35319
3.7151   7.30560456e+34   0.0756279961   6.80331684e+14   -0.559011237   1.06396663   0.382264436   0   477.158099   0   475.50367   0.0269911067   0.340567322   1116.28717
3.7201   7.3016298e+34   0.07592507   6.80198518e+14   -0.559043691   1.06414216   0.382197597   0   477.231819   0   475.546916   0.0269820113   0.340517008   1116.22108
3.7251   7.29765085e+34   0.0762228851   6.80065176e+14   -0.55907619   1.06431795   0.382130667   0   477.305658   0   475.590228   0.0269729056   0.340466619   1116.1549
3.7301   7.29366774e+34   0.0765214422   6.79931658e+14   -0.559108731   1.06449399   0.382063644   0   477.379617   0   475.633606   0.0269637898   0.340416157   1116.08865
3.7351   7.28968046e+34   0.0768207419   6.79797964e+14   -0.559141317   1.06467028   0.381996529   0   477.453697   0   475.67705   0.0269546638   0.34036562   1116.02231
3.7401   7.28568901e+34   0.077120785   6.79664094e+14   -0.559173946   1.06484683   0.381929321   0   477.527897   0   475.720561   0.0269455277   0.340315009   1115.9559
3.7451   7.28169341e+34   0.0774215721   6.79530048e+14   -0.559206618   1.06502362   0.381862022   0   477.602218   0   475.764137   0.0269363814   0.340264323   1115.88941
3.7501   7.27769365e+34   0.077723104   6.79395825e+14   -0.559239335   1.06520067   0.38179463   0   477.676659   0   475.80778   0.026927225   0.340213564   1115.82284
3.7551   7.27368974e+34   0.0780253811   6.79261427e+14   -0.559272094   1.06537797   0.381727145   0   477.751222   0   475.851489   0.0269180583   0.34016273   1115.75619
3.7601   7.26968169e+34   0.0783284044   6.79126852e+14   -0.559304898   1.06555553   0.381659569   0   477.825905   0   475.895265   0.0269088816   0.340111821   1115.68946
3.7651   7.26566949e+34   0.0786321743   6.78992101e+14   -0.559337745   1.06573334   0.381591899   0   477.900709   0   475.939107   0.0268996947   0.340060838   1115.62265
3.7701   7.26165316e+34   0.0789366917   6.78857173e+14   -0.559370635   1.0659114   0.381524137   0   477.975634   0   475.983015   0.0268904976   0.340009781   1115.55576
3.7751   7.2576327e+34   0.0792419571   6.78722069e+14   -0.559403569   1.06608971   0.381456283   0   478.050681   0   476.02699   0.0268812905   0.339958649   1115.4888
3.7801   7.25360811e+34   0.0795479712   6.78586788e+14   -0.559436547   1.06626827   0.381388336   0   478.125849   0   476.071032   0.0268720731   0.339907442   1115.42175
3.7851   7.2495794e+34   0.0798547348   6.78451331e+14   -0.559469568   1.06644709   0.381320296   0   478.201138   0   476.11514   0.0268628457   0.33985616   1115.35463
3.7901   7.24554658e+34   0.0801622484   6.78315697e+14   -0.559502633   1.06662616   0.381252164   0   478.27655   0   476.159315   0.0268536081   0.339804804   1115.28742
3.7951   7.24150964e+34   0.0804705128   6.78179886e+14   -0.559535741   1.06680549   0.381183939   0   478.352083   0   476.203557   0.0268443604   0.339753373   1115.22014
3.8001   7.23746859e+34   0.0807795286   6.78043899e+14   -0.559568893   1.06698507   0.381115621   0   478.427738   0   476.247866   0.0268351026   0.339701867   1115.15278
3.8051   7.23342344e+34   0.0810892965   6.77907735e+14   -0.559602089   1.0671649   0.38104721   0   478.503515   0   476.292241   0.0268258346   0.339650286   1115.08534
3.8101   7.22937419e+34   0.0813998171   6.77771393e+14   -0.559635328   1.06734498   0.380978706   0   478.579415   0   476.336684   0.0268165566   0.339598631   1115.01782
3.8151   7.22532085e+34   0.0817110912   6.77634875e+14   -0.55966861   1.06752532   0.380910109   0   478.655437   0   476.381194   0.0268072684   0.3395469   1114.95022
3.8201   7.22126341e+34   0.0820231192   6.7749818e+14   -0.559701936   1.06770591   0.380841419   0   478.731581   0   476.42577   0.0267979701   0.339495094   1114.88254
3.8251   7.2172019e+34   0.082335902   6.77361308e+14   -0.559735306   1.06788675   0.380772637   0   478.807849   0   476.470414   0.0267886617   0.339443213   1114.81479
3.8301   7.2131363e+34   0.0826494402   6.77224258e+14   -0.559768719   1.06806784   0.380703761   0   478.884239   0   476.515125   0.0267793432   0.339391256   1114.74695
3.8351   7.20906663e+34   0.0829637344   6.77087031e+14   -0.559802176   1.06824919   0.380634792   0   478.960752   0   476.559904   0.0267700146   0.339339225   1114.67904
3.8401   7.20499288e+34   0.0832787853   6.76949627e+14   -0.559835677   1.0684308   0.380565729   0   479.037388   0   476.604749   0.0267606759   0.339287118   1114.61104
3.8451   7.20091507e+34   0.0835945936   6.76812046e+14   -0.559869221   1.06861265   0.380496574   0   479.114147   0   476.649663   0.0267513272   0.339234936   1114.54297
3.8501   7.1968332e+34   0.0839111598   6.76674287e+14   -0.559902808   1.06879476   0.380427325   0   479.191029   0   476.694643   0.0267419683   0.339182678   1114.47482
3.8551   7.19274728e+34   0.0842284847   6.76536351e+14   -0.559936439   1.06897713   0.380357983   0   479.268035   0   476.739691   0.0267325994   0.339130345   1114.40659
3.8601   7.1886573e+34   0.0845465689   6.76398241e+14   -0.559970114   1.06915975   0.380288549   0   479.345163   0   476.784806   0.0267232206   0.339077938   1114.33828
3.8651   7.18456328e+34   0.084865413   6.76259956e+14   -0.560003832   1.06934262   0.380219024   0   479.422412   0   476.829987   0.026713832   0.339025456   1114.2699
3.8701   7.18046521e+34   0.0851850178   6.76121499e+14   -0.560037594   1.06952574   0.380149407   0   479.499784   0   476.875234   0.0267044336   0.338972901   1114.20143
3.8751   7.1763631e+34   0.0855053838   6.75982867e+14   -0.560071399   1.06970912   0.380079699   0   479.577277   0   476.920548   0.0266950254   0.338920271   1114.1329
3.8801   7.17225697e+34   0.0858265116   6.75844061e+14   -0.560105248   1.06989275   0.380009899   0   479.654892   0   476.965928   0.0266856073   0.338867567   1114.06428
3.8851   7.1681468e+34   0.086148402   6.75705081e+14   -0.56013914   1.07007664   0.379940007   0   479.732629   0   477.011375   0.0266761795   0.338814788   1113.99559
3.8901   7.16403261e+34   0.0864710556   6.75565927e+14   -0.560173076   1.07026078   0.379870024   0   479.810489   0   477.056889   0.0266667419   0.338761935   1113.92682
3.8951   7.15991441e+34   0.086794473   6.75426599e+14   -0.560207056   1.07044517   0.379799948   0   479.888471   0   477.10247   0.0266572944   0.338709007   1113.85797
3.9001   7.15579219e+34   0.0871186549   6.75287096e+14   -0.560241079   1.07062982   0.379729781   0   479.966575   0   477.148117   0.0266478372   0.338656005   1113.78905
3.9051   7.15166596e+34   0.0874436019   6.75147419e+14   -0.560275146   1.07081472   0.379659522   0   480.044803   0   477.193832   0.0266383702   0.338602929   1113.72004
3.9101   7.14753572e+34   0.0877693146   6.75007568e+14   -0.560309256   1.07099988   0.379589171   0   480.123153   0   477.239613   0.0266288934   0.338549777   1113.65097
3.9151   7.14340149e+34   0.0880957937   6.74867542e+14   -0.560343409   1.07118529   0.379518728   0   480.201627   0   477.285461   0.0266194068   0.338496551   1113.58181
3.9201   7.13926326e+34   0.0884230398   6.74727342e+14   -0.560377607   1.07137096   0.379448193   0   480.280223   0   477.331377   0.0266099104   0.33844325   1113.51258
3.9251   7.13512104e+34   0.0887510536   6.74586967e+14   -0.560411847   1.07155688   0.379377565   0   480.358943   0   477.377359   0.0266004042   0.338389875   1113.44327
3.9301   7.13097484e+34   0.0890798356   6.74446417e+14   -0.560446132   1.07174305   0.379306846   0   480.437787   0   477.423409   0.0265908883   0.338336424   1113.37388
3.9351   7.12682465e+34   0.0894093866   6.74305693e+14   -0.560480459   1.07192948   0.379236034   0   480.516754   0   477.469526   0.0265813626   0.338282899   1113.30442
3.9401   7.12267049e+34   0.0897397071   6.74164793e+14   -0.560514831   1.07211616   0.37916513   0   480.595845   0   477.515711   0.0265718271   0.338229298   1113.23488
3.9451   7.11851236e+34   0.0900707978   6.74023719e+14   -0.560549246   1.0723031   0.379094134   0   480.67506   0   477.561963   0.0265622818   0.338175623   1113.16526
3.9501   7.11435027e+34   0.0904026593   6.7388247e+14   -0.560583704   1.07249029   0.379023045   0   480.754398   0   477.608282   0.0265527268   0.338121872   1113.09557
3.9551   7.11018421e+34   0.0907352922   6.73741046e+14   -0.560618206   1.07267774   0.378951864   0   480.833861   0   477.654669   0.026543162   0.338068046   1113.0258
3.9601   7.1060142e+34   0.0910686971   6.73599447e+14   -0.560652751   1.07286544   0.37888059   0   480.913449   0   477.701123   0.0265335875   0.338014145   1112.95595
3.9651   7.10184023e+34   0.0914028747   6.73457672e+14   -0.56068734   1.07305339   0.378809224   0   480.993161   0   477.747646   0.0265240032   0.337960168   1112.88602
3.9701   7.09766232e+34   0.0917378257   6.73315722e+14   -0.560721973   1.07324161   0.378737765   0   481.072997   0   477.794235   0.0265144091   0.337906116   1112.81602
3.9751   7.09348046e+34   0.0920735505   6.73173597e+14   -0.560756649   1.07343007   0.378666214   0   481.152958   0   477.840893   0.0265048053   0.337851989   1112.74594
3.9801   7.08929467e+34   0.0924100499   6.73031296e+14   -0.560791368   1.07361879   0.37859457   0   481.233045   0   477.887619   0.0264951918   0.337797786   1112.67579
3.9851   7.08510495e+34   0.0927473244   6.7288882e+14   -0.560826131   1.07380777   0.378522833   0   481.313256   0   477.934412   0.0264855685   0.337743507   1112.60555
3.9901   7.0809113e+34   0.0930853747   6.72746168e+14   -0.560860938   1.073997   0.378451003   0   481.393593   0   477.981274   0.0264759354   0.337689153   1112.53524
3.9951   7.07671373e+34   0.0934242014   6.72603341e+14   -0.560895788   1.07418648   0.37837908   0   481.474055   0   478.028204   0.0264662927   0.337634724   1112.46485
4.0001   7.07251224e+34   0.0937638051   6.72460338e+14   -0.560930682   1.07437622   0.378307065   0   481.554642   0   478.075202   0.0264566402   0.337580218   1112.39439
4.0051   7.06830683e+34   0.0941041864   6.72317159e+14   -0.560965619   1.07456622   0.378234956   0   481.635356   0   478.122268   0.0264469779   0.337525637   1112.32385
4.0101   7.06409752e+34   0.094445346   6.72173804e+14   -0.5610006   1.07475647   0.378162755   0   481.716195   0   478.169402   0.0264373059   0.33747098   1112.25323
4.0151   7.05988431e+34   0.0947872843   6.72030273e+14   -0.561035624   1.07494698   0.37809046   0   481.79716   0   478.216605   0.0264276242   0.337416246   1112.18254
4.0201   7.0556672e+34   0.0951300022   6.71886566e+14   -0.561070691   1.07513774   0.378018072   0   481.878251   0   478.263876   0.0264179328   0.337361437   1112.11177
4.0251   7.05144619e+34   0.0954735   6.71742683e+14   -0.561105802   1.07532875   0.377945591   0   481.959469   0   478.311216   0.0264082317   0.337306552   1112.04092
4.0301   7.0472213e+34   0.0958177785   6.71598624e+14   -0.561140957   1.07552003   0.377873017   0   482.040813   0   478.358624   0.0263985208   0.337251591   1111.96999
4.0351   7.04299252e+34   0.0961628383   6.71454389e+14   -0.561176155   1.07571155   0.377800349   0   482.122283   0   478.406101   0.0263888002   0.337196553   1111.89899
4.0401   7.03875986e+34   0.0965086799   6.71309977e+14   -0.561211397   1.07590334   0.377727588   0   482.203881   0   478.453646   0.0263790699   0.337141439   1111.82791
4.0451   7.03452333e+34   0.096855304   6.71165388e+14   -0.561246682   1.07609538   0.377654734   0   482.285605   0   478.501261   0.0263693299   0.337086249   1111.75675
4.0501   7.03028294e+34   0.0972027112   6.71020623e+14   -0.561282011   1.07628767   0.377581786   0   482.367457   0   478.548944   0.0263595802   0.337030983   1111.68552
4.0551   7.02603867e+34   0.097550902   6.70875682e+14   -0.561317383   1.07648022   0.377508744   0   482.449435   0   478.596696   0.0263498207   0.33697564   1111.61421
4.0601   7.02179055e+34   0.0978998771   6.70730564e+14   -0.561352799   1.07667303   0.377435609   0   482.531541   0   478.644517   0.0263400516   0.33692022   1111.54282
4.0651   7.01753858e+34   0.0982496371   6.70585269e+14   -0.561388258   1.07686609   0.37736238   0   482.613775   0   478.692407   0.0263302728   0.336864724   1111.47136
4.0701   7.01328276e+34   0.0986001825   6.70439797e+14   -0.561423761   1.07705941   0.377289058   0   482.696136   0   478.740367   0.0263204843   0.336809151   1111.39981
4.0751   7.00902309e+34   0.0989515139   6.70294148e+14   -0.561459307   1.07725298   0.377215642   0   482.778626   0   478.788395   0.026310686   0.336753502   1111.3282
4.0801   7.00475958e+34   0.099303632   6.70148322e+14   -0.561494896   1.07744681   0.377142131   0   482.861243   0   478.836493   0.0263008781   0.336697776   1111.2565
4.0851   7.00049224e+34   0.0996565373   6.70002319e+14   -0.56153053   1.07764089   0.377068527   0   482.943988   0   478.88466   0.0262910605   0.336641973   1111.18473
4.0901   6.99622107e+34   0.10001023   6.69856139e+14   -0.561566206   1.07783523   0.376994829   0   483.026862   0   478.932897   0.0262812332   0.336586093   1111.11288
4.0951   6.99194608e+34   0.100364712   6.69709781e+14   -0.561601926   1.07802983   0.376921037   0   483.109865   0   478.981203   0.0262713963   0.336530136   1111.04095
4.1001   6.98766726e+34   0.100719982   6.69563246e+14   -0.56163769   1.07822468   0.376847151   0   483.192996   0   479.029578   0.0262615496   0.336474102   1110.96895
4.1051   6.98338464e+34   0.101076042   6.69416534e+14   -0.561673497   1.07841979   0.376773171   0   483.276255   0   479.078024   0.0262516933   0.33641799   1110.89687
4.1101   6.9790982e+34   0.101432893   6.69269647e+14   -0.561709348   1.07861516   0.376699098   0   483.359643   0   479.126538   0.0262418275   0.336361803   1110.82472
