r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   M_n* (MeV, core)/A (crust)   Z_eq   M_p* (MeV, core)/Z (crust)   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)
12.018225   3.082604e+30   1.39987856   2.69550763e+12   -0.663721949   1.52439935   0.00160814768   429.93599   145.017609   40   39.9993618   0.000149617405   0.00106571633   941.36334
12.01885   3.0496906e+30   1.39988009   2.66940999e+12   -0.663730999   1.52435865   0.00159259946   427.680582   144.909363   40   39.9993658   0.000148952235   0.00105298276   941.350569
12.019475   3.01710079e+30   1.3998816   2.64345739e+12   -0.663740048   1.52431795   0.00157713745   425.421267   144.801662   40   39.9993697   0.000148289479   0.00104032104   941.337797
12.0201   2.98483273e+30   1.39988311   2.61764967e+12   -0.663749096   1.52427726   0.00156176155   423.158106   144.69451   40   39.9993736   0.000147629127   0.00102773113   941.325025
12.020725   2.95288455e+30   1.39988459   2.59198666e+12   -0.663758143   1.52423656   0.00154647165   420.891163   144.587914   40   39.9993775   0.000146971169   0.001015213   941.312252
12.02135   2.92125439e+30   1.39988606   2.56646821e+12   -0.663767189   1.52419585   0.00153126768   418.620502   144.481879   40   39.9993814   0.000146315593   0.00100276662   941.299479
12.021975   2.8899404e+30   1.39988752   2.54109414e+12   -0.663776234   1.52415515   0.00151614953   416.34619   144.376409   40   39.9993854   0.00014566239   0.000990391972   941.286706
12.0226   2.85894072e+30   1.39988897   2.51586433e+12   -0.663785278   1.52411444   0.00150111712   414.068295   144.27151   40   39.9993893   0.000145011549   0.000978089029   941.273932
12.023225   2.8282535e+30   1.39989039   2.49077861e+12   -0.663794321   1.52407373   0.00148617037   411.786887   144.167188   40   39.9993932   0.000144363059   0.000965857772   941.261158
12.02385   2.7978769e+30   1.39989181   2.46583685e+12   -0.663803363   1.52403303   0.00147130918   409.502035   144.063446   40   39.9993971   0.000143716911   0.000953698184   941.248384
12.024475   2.76780906e+30   1.39989321   2.44103892e+12   -0.663812403   1.52399231   0.0014565335   407.213813   143.96029   40   39.999401   0.000143073093   0.000941610254   941.23561
12.0251   2.73804816e+30   1.3998946   2.41638468e+12   -0.663821443   1.5239516   0.00144184322   404.922294   143.857724   40   39.9994049   0.000142431597   0.00092959397   941.222836
12.025725   2.70859233e+30   1.39989597   2.39187401e+12   -0.663830482   1.52391089   0.0014272383   402.627554   143.755754   40   39.9994088   0.000141792412   0.000917649327   941.210062
12.02635   2.67943976e+30   1.39989733   2.36750679e+12   -0.663839519   1.52387017   0.00141271865   400.32967   143.654383   40   39.9994127   0.000141155528   0.00090577632   941.197288
12.026975   2.65058859e+30   1.39989868   2.34328292e+12   -0.663848556   1.52382945   0.00139828421   398.028721   143.553616   40   39.9994165   0.000140520936   0.000893974951   941.184514
12.0276   2.622037e+30   1.39990001   2.31920227e+12   -0.663857591   1.52378874   0.00138393492   395.724789   143.453457   40   39.9994204   0.000139888626   0.000882245222   941.17174
12.028225   2.59378315e+30   1.39990133   2.29526476e+12   -0.663866626   1.52374802   0.00136967073   393.417955   143.353911   40   39.9994243   0.000139258589   0.000870587142   941.158967
12.02885   2.56582522e+30   1.39990263   2.27147028e+12   -0.663875659   1.5237073   0.00135549157   391.108304   143.254981   40   39.9994282   0.000138630815   0.00085900072   941.146195
12.029475   2.53816136e+30   1.39990392   2.24781875e+12   -0.663884691   1.52366657   0.0013413974   388.795922   143.156671   40   39.9994321   0.000138005295   0.000847485972   941.133423
12.0301   2.51078977e+30   1.3999052   2.22431009e+12   -0.663893723   1.52362585   0.00132738816   386.480897   143.058984   40   39.9994359   0.00013738202   0.000836042916   941.120652
12.030725   2.4837086e+30   1.39990647   2.20094422e+12   -0.663902753   1.52358513   0.00131346382   384.163319   142.961925   40   39.9994398   0.000136760982   0.000824671574   941.107882
12.03135   2.45691604e+30   1.39990772   2.17772107e+12   -0.663911782   1.5235444   0.00129962433   381.843281   142.865496   40   39.9994437   0.000136142172   0.00081337197   941.095112
12.031975   2.43041027e+30   1.39990896   2.15464057e+12   -0.66392081   1.52350367   0.00128586967   379.520875   142.7697   40   39.9994476   0.00013552558   0.000802144136   941.082344
12.0326   2.40418946e+30   1.39991018   2.13170268e+12   -0.663929837   1.52346295   0.00127219979   377.196199   142.674541   40   39.9994514   0.000134911199   0.000790988105   941.069577
12.033225   2.3782518e+30   1.39991139   2.10890734e+12   -0.663938863   1.52342222   0.00125861467   374.86935   142.58002   40   39.9994553   0.000134299021   0.000779903912   941.056811
12.03385   2.35259546e+30   1.39991259   2.0862545e+12   -0.663947888   1.52338149   0.00124511428   372.540428   142.486141   40   39.9994592   0.000133689038   0.000768891601   941.044047
12.034475   2.32721864e+30   1.39991378   2.06374413e+12   -0.663956912   1.52334076   0.00123169861   370.209535   142.392904   40   39.999463   0.000133081241   0.000757951214   941.031284
12.0351   2.3021195e+30   1.39991495   2.0413762e+12   -0.663965935   1.52330002   0.00121836764   367.876777   142.300313   40   39.9994669   0.000132475624   0.000747082802   941.018523
12.035725   2.27729625e+30   1.39991612   2.01915067e+12   -0.663974957   1.52325929   0.00120512134   365.542259   142.208369   40   39.9994707   0.000131872178   0.000736286416   941.005764
12.03635   2.25274706e+30   1.39991726   1.99706754e+12   -0.663983978   1.52321856   0.00119195972   363.20609   142.117073   40   39.9994746   0.000131270896   0.000725562113   940.993007
12.036975   2.22847013e+30   1.3999184   1.97512678e+12   -0.663992997   1.52317783   0.00117888277   360.868382   142.026425   40   39.9994784   0.000130671772   0.000714909952   940.980252
12.0376   2.20446363e+30   1.39991953   1.9533284e+12   -0.664002016   1.52313709   0.00116589048   358.529247   141.936428   40   39.9994823   0.000130074798   0.000704329997   940.967499
12.038225   2.18072577e+30   1.39992064   1.93167239e+12   -0.664011034   1.52309636   0.00115298286   356.188801   141.84708   40   39.9994862   0.000129479968   0.000693822316   940.954749
12.03885   2.15725473e+30   1.39992174   1.91015875e+12   -0.66402005   1.52305562   0.00114015991   353.847162   141.758383   40   39.99949   0.000128887275   0.000683386978   940.942002
12.039475   2.13404869e+30   1.39992282   1.8887875e+12   -0.664029066   1.52301489   0.00112742164   351.50445   141.670335   40   39.9994939   0.000128296713   0.000673024059   940.929257
12.0401   2.11110586e+30   1.3999239   1.86755864e+12   -0.66403808   1.52297415   0.00111476806   349.160788   141.582936   40   39.9994977   0.000127708276   0.000662733635   940.916516
12.040725   2.08842441e+30   1.39992496   1.8464722e+12   -0.664047094   1.52293341   0.00110219918   346.816299   141.496185   40   39.9995015   0.000127121958   0.000652515789   940.903778
12.04135   2.06600255e+30   1.39992601   1.82552821e+12   -0.664056106   1.52289268   0.00108971502   344.471112   141.410081   40   39.9995054   0.000126537753   0.000642370603   940.891043
12.041975   2.04383847e+30   1.39992705   1.8047267e+12   -0.664065117   1.52285194   0.00107731559   342.125355   141.32462   40   39.9995092   0.000125955657   0.000632298165   940.878312
12.0426   2.02193035e+30   1.39992808   1.78406769e+12   -0.664074128   1.5228112   0.00106500094   339.779161   141.239802   40   39.9995131   0.000125375663   0.000622298565   940.865585
12.043225   2.00027639e+30   1.3999291   1.76355123e+12   -0.664083137   1.52277046   0.00105277106   337.432663   141.155623   40   39.9995169   0.000124797766   0.000612371896   940.852862
12.04385   1.97887479e+30   1.3999301   1.74317736e+12   -0.664092145   1.52272972   0.001040626   335.085998   141.072079   40   39.9995208   0.000124221962   0.000602518253   940.840144
12.044475   1.95772373e+30   1.39993109   1.72294613e+12   -0.664101152   1.52268899   0.00102856579   332.739304   140.989168   40   39.9995246   0.000123648246   0.000592737734   940.827429
12.0451   1.93682141e+30   1.39993208   1.70285759e+12   -0.664110158   1.52264825   0.00101659045   330.392724   140.906883   40   39.9995284   0.000123076615   0.000583030445   940.81472
12.045725   1.91616602e+30   1.39993305   1.68291181e+12   -0.664119163   1.52260751   0.00100470003   328.046403   140.825222   40   39.9995323   0.000122507063   0.000573396494   940.802016
12.04635   1.89575576e+30   1.39993401   1.66310884e+12   -0.664128167   1.52256677   0.000992894571   325.700486   140.744177   40   39.9995361   0.000121939587   0.000563835986   940.789316
12.046975   1.87558881e+30   1.39993495   1.64344874e+12   -0.66413717   1.52252603   0.000981174096   323.355121   140.663743   40   39.99954   0.000121374184   0.000554349026   940.776623
12.0476   1.85566338e+30   1.39993589   1.62393156e+12   -0.664146172   1.52248529   0.000969538645   321.010458   140.583913   40   39.9995438   0.000120810848   0.000544935721   940.763935
12.048225   1.83597765e+30   1.39993681   1.60455736e+12   -0.664155173   1.52244455   0.000957988253   318.666649   140.504681   40   39.9995476   0.000120249578   0.000535596179   940.751253
12.04885   1.81652982e+30   1.39993773   1.58532619e+12   -0.664164173   1.52240382   0.000946522953   316.323848   140.426037   40   39.9995515   0.000119690369   0.000526330507   940.738577
12.049475   1.79731807e+30   1.39993863   1.56623811e+12   -0.664173172   1.52236308   0.000935142779   313.98221   140.347973   40   39.9995553   0.000119133218   0.000517138813   940.725908
12.0501   1.77834062e+30   1.39993953   1.54729317e+12   -0.664182169   1.52232234   0.000923847768   311.641895   140.27048   40   39.9995592   0.000118578122   0.000508021209   940.713246
12.050725   1.75959564e+30   1.39994041   1.52849145e+12   -0.664191166   1.5222816   0.000912637968   309.303064   140.193547   40   39.999563   0.00011802508   0.000498977815   940.700591
12.05135   1.74108133e+30   1.39994128   1.50983299e+12   -0.664200162   1.52224087   0.000901513406   306.965879   140.117164   40   39.9995668   0.000117474086   0.000490008737   940.687943
12.051975   1.72279588e+30   1.39994214   1.49131784e+12   -0.664209156   1.52220013   0.000890474106   304.630503   140.04132   40   39.9995707   0.00011692514   0.000481114078   940.675303
12.0526   1.70473749e+30   1.39994299   1.47294601e+12   -0.66421815   1.52215939   0.000879520088   302.297098   139.966   40   39.9995745   0.000116378238   0.000472293939   940.66267
12.053225   1.68690435e+30   1.39994383   1.45471754e+12   -0.664227142   1.52211866   0.000868651367   299.965829   139.891193   40   39.9995784   0.000115833376   0.000463548416   940.650046
12.05385   1.66929466e+30   1.39994466   1.43663243e+12   -0.664236134   1.52207792   0.000857867954   297.636862   139.816884   40   39.9995822   0.000115290552   0.000454877605   940.63743
12.054475   1.65190661e+30   1.39994548   1.41869073e+12   -0.664245124   1.52203719   0.000847169873   295.310368   139.743058   40   39.999586   0.000114749764   0.000446281612   940.624823
12.0551   1.6347384e+30   1.39994629   1.40089242e+12   -0.664254113   1.52199645   0.000836557124   292.986513   139.669699   40   39.9995899   0.000114211008   0.000437760526   940.612224
12.055725   1.61778822e+30   1.39994709   1.3832375e+12   -0.664263101   1.52195572   0.000826029694   290.665465   139.59679   40   39.9995937   0.000113674281   0.000429314422   940.599635
12.05635   1.60105427e+30   1.39994788   1.3657259e+12   -0.664272089   1.52191499   0.000815587557   288.34739   139.524312   40   39.9995976   0.000113139579   0.000420943369   940.587055
12.056975   1.58453475e+30   1.39994866   1.34835757e+12   -0.664281075   1.52187426   0.000805230679   286.032452   139.452248   40   39.9996014   0.000112606898   0.00041264743   940.574485
12.0576   1.56822787e+30   1.39994942   1.33113245e+12   -0.66429006   1.52183353   0.000794959033   283.720822   139.380576   40   39.9996053   0.000112076234   0.000404426674   940.561924
12.058225   1.55213181e+30   1.39995018   1.31405048e+12   -0.664299044   1.5217928   0.000784772572   281.412665   139.309276   40   39.9996091   0.000111547584   0.000396281153   940.549374
12.05885   1.53624479e+30   1.39995093   1.29711151e+12   -0.664308027   1.52175207   0.00077467122   279.108144   139.238326   40   39.999613   0.000111020941   0.000388210898   940.536834
12.059475   1.52056501e+30   1.39995167   1.28031538e+12   -0.664317009   1.52171134   0.000764654881   276.807418   139.167701   40   39.9996168   0.000110496299   0.000380215926   940.524304
12.0601   1.50509068e+30   1.3999524   1.26366191e+12   -0.66432599   1.52167061   0.000754723447   274.510644   139.097377   40   39.9996207   0.000109973651   0.000372296243   940.511785
12.060725   1.48982001e+30   1.39995313   1.24715093e+12   -0.66433497   1.52162989   0.000744876821   272.217983   139.027329   40   39.9996245   0.000109452992   0.000364451864   940.499276
12.06135   1.47475122e+30   1.39995384   1.23078219e+12   -0.664343949   1.52158916   0.000735114852   269.929586   138.957529   40   39.9996284   0.000108934313   0.000356682765   940.486778
12.061975   1.45988254e+30   1.39995454   1.21455537e+12   -0.664352927   1.52154844   0.00072543736   267.645598   138.887949   40   39.9996322   0.000108417604   0.000348988897   940.47429
12.0626   1.44521217e+30   1.39995523   1.19847014e+12   -0.664361903   1.52150771   0.000715844142   265.366158   138.818558   40   39.9996361   0.000107902854   0.000341370195   940.461814
12.063225   1.43073835e+30   1.39995592   1.18252616e+12   -0.664370879   1.52146699   0.000706335004   263.09141   138.749327   40   39.99964   0.000107390052   0.000333826603   940.449348
12.06385   1.41645932e+30   1.39995659   1.16672302e+12   -0.664379854   1.52142627   0.000696909692   260.821483   138.68022   40   39.9996438   0.000106879186   0.000326358016   940.436892
12.064475   1.40237331e+30   1.39995726   1.15106019e+12   -0.664388827   1.52138555   0.000687567908   258.556497   138.611206   40   39.9996477   0.000106370239   0.000318964296   940.424447
12.0651   1.38847857e+30   1.39995792   1.13553714e+12   -0.6643978   1.52134484   0.000678309327   256.296565   138.542246   40   39.9996516   0.000105863194   0.000311645287   940.412012
12.065725   1.37477337e+30   1.39995856   1.12015333e+12   -0.664406771   1.52130412   0.000669133629   254.041801   138.473305   40   39.9996555   0.000105358036   0.000304400837   940.399587
12.06635   1.36125595e+30   1.3999592   1.10490806e+12   -0.664415742   1.52126341   0.000660040407   251.792298   138.404342   40   39.9996594   0.000104854741   0.000297230727   940.387172
12.066975   1.3479246e+30   1.39995984   1.08980057e+12   -0.664424711   1.52122269   0.000651029202   249.548135   138.335317   40   39.9996633   0.000104353287   0.000290134698   940.374766
12.0676   1.33477759e+30   1.39996046   1.07483009e+12   -0.66443368   1.52118198   0.000642099558   247.309392   138.266187   40   39.9996672   0.000103853647   0.000283112498   940.362368
12.068225   1.32181322e+30   1.39996107   1.05999575e+12   -0.664442647   1.52114127   0.000633250961   245.076131   138.196907   40   39.9996711   0.000103355795   0.00027616383   940.349979
12.06885   1.30902979e+30   1.39996168   1.04529654e+12   -0.664451613   1.52110056   0.000624482802   242.848391   138.127429   40   39.999675   0.000102859698   0.000269288325   940.337597
12.069475   1.29642563e+30   1.39996227   1.03073138e+12   -0.664460579   1.52105985   0.000615794452   240.626202   138.057706   40   39.9996789   0.00010236532   0.000262485601   940.325221
12.0701   1.28399907e+30   1.39996286   1.0162992e+12   -0.664469543   1.52101915   0.000607185265   238.409589   137.987685   40   39.9996829   0.000101872625   0.000255755267   940.312851
12.070725   1.27174844e+30   1.39996344   1.00199867e+12   -0.664478506   1.52097845   0.000598654458   236.198539   137.917313   40   39.9996868   0.000101381568   0.000249096828   940.300485
12.07135   1.25967212e+30   1.39996402   9.8782844e+11   -0.664487468   1.52093774   0.000590201216   233.993026   137.846533   40   39.9996908   0.000100892104   0.000242509769   940.288122
12.071975   1.24776849e+30   1.39996458   9.73787131e+11   -0.664496429   1.52089704   0.000581824726   231.793021   137.775287   40   39.9996947   0.000100404184   0.000235993581   940.275762
12.0726   1.23603595e+30   1.39996514   9.59873089e+11   -0.664505389   1.52085635   0.000573524003   229.598448   137.703512   40   39.9996987   9.99177492e-05   0.000229547625   940.263401
12.073225   1.22447292e+30   1.39996569   9.46084637e+11   -0.664514348   1.52081565   0.000565298045   227.409218   137.631145   40   39.9997027   9.94327405e-05   0.000223171257   940.251039
12.07385   1.21307785e+30   1.39996623   9.32420068e+11   -0.664523306   1.52077496   0.000557145838   225.225238   137.558118   40   39.9997067   9.89490954e-05   0.00021686383   940.238674
12.074475   1.20184919e+30   1.39996676   9.18877344e+11   -0.664532263   1.52073427   0.000549066167   223.046351   137.484358   40   39.9997107   9.84667385e-05   0.000210624548   940.226303
12.0751   1.19078544e+30   1.39996729   9.05454534e+11   -0.664541219   1.52069358   0.000541057882   220.872413   137.409791   40   39.9997148   9.7985597e-05   0.000204452673   940.213924
12.075725   1.17988512e+30   1.3999678   8.92149503e+11   -0.664550174   1.52065289   0.000533119711   218.703242   137.334339   40   39.9997188   9.75055891e-05   0.000198347384   940.201534
12.07635   1.16914677e+30   1.39996831   8.78959895e+11   -0.664559128   1.5206122   0.000525250248   216.538607   137.257919   40   39.9997229   9.70266234e-05   0.000192307767   940.189132
12.076975   1.15856896e+30   1.39996882   8.65883546e+11   -0.66456808   1.52057152   0.000517448205   214.378306   137.180443   40   39.999727   9.65486134e-05   0.000186333007   940.176713
12.0776   1.14815029e+30   1.39996931   8.52917871e+11   -0.664577032   1.52053084   0.000509712042   212.222055   137.101821   40   39.9997311   9.60714551e-05   0.00018042211   940.164274
12.078225   1.13788939e+30   1.3999698   8.4006049e+11   -0.664585983   1.52049016   0.000502040337   210.069596   137.021956   40   39.9997353   9.55950496e-05   0.000174574187   940.151812
12.07885   1.12778493e+30   1.39997028   8.27308863e+11   -0.664594932   1.52044948   0.000494431579   207.920635   136.940747   40   39.9997394   9.51192899e-05   0.000168788293   940.139324
12.079475   1.11783559e+30   1.39997075   8.14660389e+11   -0.664603881   1.5204088   0.000486884215   205.774856   136.858088   40   39.9997436   9.46440636e-05   0.000163063467   940.126804
12.0801   1.10804011e+30   1.39997122   8.02112748e+11   -0.664612828   1.52036813   0.000479396862   203.631983   136.773869   40   39.9997479   9.41692666e-05   0.000157398895   940.11425
12.080725   1.09839724e+30   1.39997168   7.89663402e+11   -0.664621775   1.52032746   0.000471968006   201.49169   136.687972   40   39.9997522   9.36947833e-05   0.000151793678   940.101655
12.08135   1.08890575e+30   1.39997213   7.77310394e+11   -0.66463072   1.52028679   0.000464596482   199.353744   136.600278   40   39.9997565   9.32205178e-05   0.000146247198   940.089018
12.081975   1.07956446e+30   1.39997257   7.65051692e+11   -0.664639665   1.52024613   0.000457281076   197.21789   136.510662   40   39.9997608   9.27463684e-05   0.000140758819   940.076332
12.0826   1.07037219e+30   1.39997301   7.52886084e+11   -0.664648608   1.52020547   0.000450021067   195.084006   136.418996   40   39.9997652   9.22722629e-05   0.000135328289   940.063593
12.083225   1.06132778e+30   1.39997344   7.40812661e+11   -0.66465755   1.52016481   0.000442815913   192.952022   136.325151   40   39.9997697   9.1798139e-05   0.000129955505   940.050799
12.08385   1.05243007e+30   1.39997386   7.28831645e+11   -0.664666492   1.52012415   0.000435665746   190.822064   136.228999   40   39.9997742   9.13239775e-05   0.000124640879   940.037945
12.084475   1.04367791e+30   1.39997428   7.16944187e+11   -0.664675432   1.52008349   0.000428571254   188.694426   136.130415   40   39.9997787   9.08497964e-05   0.000119385239   940.02503
12.0851   1.0350701e+30   1.39997469   7.05153027e+11   -0.664684371   1.52004284   0.000421534074   186.569697   136.029284   40   39.9997833   9.03756783e-05   0.000114190114   940.012051
12.085725   1.02660543e+30   1.3999751   6.93462713e+11   -0.664693309   1.52000219   0.000414556919   184.448809   135.925502   40   39.999788   8.99017828e-05   0.00010905782   939.999011
12.08635   1.01828259e+30   1.39997549   6.81880138e+11   -0.664702246   1.51996154   0.000407643907   182.333146   135.818989   40   39.9997927   8.94283713e-05   0.00010399167   939.985912
12.086975   1.01010018e+30   1.39997588   6.7041482e+11   -0.664711182   1.5199209   0.000400800717   180.224612   135.709693   40   39.9997974   8.8955823e-05   9.89960811e-05   939.972761
12.0876   1.00205667e+30   1.39997627   6.59079954e+11   -0.664720117   1.51988025   0.000394035229   178.125845   135.597609   40   39.9998023   8.84846842e-05   9.40770009e-05   939.959569
12.088225   9.94150366e+29   1.39997664   6.47891695e+11   -0.664729051   1.51983961   0.000387357087   176.040105   135.482779   40   39.9998071   8.80156454e-05   8.92415577e-05   939.946349
12.08885   9.86379322e+29   1.39997701   6.36871071e+11   -0.664737984   1.51979898   0.000380778846   173.971655   135.365319   40   39.9998121   8.7549629e-05   8.44988477e-05   939.933124
12.089475   9.78741334e+29   1.39997738   6.26042352e+11   -0.664746916   1.51975834   0.000374314998   171.925482   135.245421   40   39.999817   8.70877296e-05   7.98591831e-05   939.919918
12.0901   9.71233885e+29   1.39997774   6.1543323e+11   -0.664755847   1.51971771   0.000367982077   169.907356   135.12336   40   39.999822   8.66312289e-05   7.53341233e-05   939.906765
12.090725   9.63854097e+29   1.39997809   6.05075248e+11   -0.664764777   1.51967708   0.00036179892   167.92393   134.999517   40   39.999827   8.61816228e-05   7.09366123e-05   939.893702
12.09135   9.56598714e+29   1.39997844   5.94999201e+11   -0.664773706   1.51963646   0.000355783919   165.981874   134.874331   40   39.9998321   8.5740427e-05   6.66789896e-05   939.88077
12.091975   9.49464104e+29   1.39997878   5.85237526e+11   -0.664782633   1.51959584   0.000349956446   164.088332   134.748342   40   39.9998371   8.53092823e-05   6.25739894e-05   939.868013
12.0926   9.42446262e+29   1.39997911   5.75817767e+11   -0.66479156   1.51955522   0.000344332956   162.249647   134.622103   40   39.9998421   8.48896653e-05   5.86319887e-05   939.855474
12.093225   9.35540883e+29   1.39997944   5.66764375e+11   -0.664800486   1.5195146   0.000338928058   160.471678   134.496201   40   39.999847   8.44829597e-05   5.48618061e-05   939.843193
12.09385   9.28743402e+29   1.39997977   5.58093877e+11   -0.66480941   1.51947399   0.000333751631   158.758817   134.371181   40   39.9998519   8.40902289e-05   5.12687357e-05   939.831201
12.094475   9.22049103e+29   1.39998009   5.49816844e+11   -0.664818334   1.51943338   0.00032881   157.114326   134.247553   40   39.9998567   8.37122901e-05   4.78554471e-05   939.819526
12.0951   9.15453195e+29   1.3999804   5.41934694e+11   -0.664827256   1.51939278   0.000324104025   155.539657   134.12573   40   39.9998614   8.33495537e-05   4.46207438e-05   939.808183
12.095725   9.08950909e+29   1.39998071   5.34442997e+11   -0.664836178   1.51935218   0.000319631074   154.035065   134.006049   40   39.9998661   8.3002159e-05   4.15610113e-05   939.797178
12.09635   9.02537574e+29   1.39998102   5.27330755e+11   -0.664845098   1.51931158   0.000315384593   152.599426   133.88875   40   39.9998706   8.26699289e-05   3.86699907e-05   939.786512
12.096975   8.96208682e+29   1.39998132   5.20582391e+11   -0.664854018   1.51927099   0.000311355294   151.230612   133.773982   40   39.9998751   8.23524524e-05   3.59396504e-05   939.776173
12.0976   8.89959935e+29   1.39998162   5.14179134e+11   -0.664862936   1.5192304   0.000307531979   149.925749   133.66182   40   39.9998795   8.20491424e-05   3.33607899e-05   939.766149
12.098225   8.83787278e+29   1.39998192   5.08100162e+11   -0.664871853   1.51918982   0.000303902225   148.681448   133.552273   40   39.9998839   8.17592856e-05   3.09235281e-05   939.756419
12.09885   8.77686914e+29   1.39998221   5.0232378e+11   -0.66488077   1.51914924   0.000300453089   147.494038   133.445299   40   39.9998881   8.14820972e-05   2.86177899e-05   939.746962
12.099475   8.71655308e+29   1.3999825   4.96828275e+11   -0.664889685   1.51910866   0.000297171612   146.359745   133.340822   40   39.9998924   8.12167614e-05   2.64336501e-05   939.737751
12.1001   8.65689187e+29   1.39998278   4.91592494e+11   -0.664898599   1.51906809   0.00029404517   145.274819   133.238738   40   39.9998966   8.09624608e-05   2.43615595e-05   939.728762
12.100725   8.59785527e+29   1.39998307   4.86596222e+11   -0.664907512   1.51902753   0.000291061701   144.23562   133.138925   40   39.9999007   8.07183968e-05   2.2392486e-05   939.719967
12.101975   8.48155225e+29   1.39998362   4.77247823e+11   -0.664925336   1.51894641   0.000285479281   142.280819   132.945595   40   39.999909   8.0257981e-05   1.87304726e-05   939.70285
12.103225   8.36744051e+29   1.39998417   4.6864658e+11   -0.664943156   1.51886531   0.000280342882   140.470093   132.759747   40   39.9999174   7.98299127e-05   1.53877422e-05   939.68617
12.104475   8.25535331e+29   1.39998471   4.60678751e+11   -0.664960971   1.51878424   0.00027558461   138.782112   132.580355   40   39.9999259   7.94294328e-05   1.23149027e-05   939.669683
12.105725   8.14514915e+29   1.39998524   4.53247591e+11   -0.664978783   1.51870318   0.000271146716   137.198463   132.406426   40   39.9999349   7.90524062e-05   9.47042442e-06   939.653091
12.106975   8.03670774e+29   1.39998576   4.46275573e+11   -0.66499659   1.51862215   0.000266982921   135.704304   132.237123   40   39.9999447   7.8695491e-05   6.82117967e-06   939.635999
12.108225   7.92992586e+29   1.39998627   4.39696261e+11   -0.665014393   1.51854113   0.000263053563   134.286759   132.07165   40   39.9999558   7.83557711e-05   4.33907789e-06   939.617736
12.109475   7.82471482e+29   1.39998678   4.3345703e+11   -0.665032192   1.51846014   0.000259327229   132.935608   131.909369   40   39.9999699   7.80309301e-05   2.00190223e-06   939.596742
12.110725   7.72099781e+29   1.39998727   4.27511964e+11   -0.665049987   1.51837917   0.000255776505   124   124   38   38   7.83831224e-05   0   0
12.111975   7.61870787e+29   1.39998777   4.21823359e+11   -0.665067778   1.51829822   0.000252378881   124   124   38   38   7.73419152e-05   0   0
12.113225   7.51778649e+29   1.39998825   4.1636021e+11   -0.665085564   1.51821729   0.000249115848   124   124   38   38   7.63419534e-05   0   0
12.114475   7.41818221e+29   1.39998873   4.11095388e+11   -0.665103347   1.51813638   0.000245971208   124   124   38   38   7.53782735e-05   0   0
12.115725   7.31984954e+29   1.39998921   4.06005874e+11   -0.665121125   1.5180555   0.000242931218   124   124   38   38   7.44466637e-05   0   0
12.116975   7.22274807e+29   1.39998967   4.01072039e+11   -0.665138899   1.51797463   0.000239984159   122   122   38   38   7.47491642e-05   0   0
12.118225   7.12684183e+29   1.39999014   3.96277037e+11   -0.665156669   1.51789379   0.000237119972   122   122   38   38   7.38570404e-05   0   0
12.119475   7.03209864e+29   1.39999059   3.9160642e+11   -0.665174435   1.51781297   0.00023433003   122   122   38   38   7.29880422e-05   0   0
12.120725   6.93848961e+29   1.39999105   3.870475e+11   -0.665192196   1.51773218   0.000231606758   122   122   38   38   7.21398099e-05   0   0
12.121975   6.8459887e+29   1.39999149   3.82589177e+11   -0.665209954   1.51765141   0.000228943528   122   122   38   38   7.13102792e-05   0   0
12.123225   6.75457239e+29   1.39999193   3.78221745e+11   -0.665227708   1.51757065   0.000226334545   122   122   38   38   7.04976451e-05   0   0
12.124475   6.66421936e+29   1.39999237   3.73936694e+11   -0.665245457   1.51748993   0.000223774726   122   122   38   38   6.97003246e-05   0   0
12.125725   6.5749102e+29   1.3999928   3.69726536e+11   -0.665263202   1.51740922   0.000221259602   122   122   38   38   6.89169251e-05   0   0
12.126975   6.48662721e+29   1.39999323   3.6558467e+11   -0.665280943   1.51732854   0.000218785229   122   122   38   38   6.81462188e-05   0   0
12.128225   6.39935418e+29   1.39999365   3.61505268e+11   -0.66529868   1.51724788   0.000216348128   122   122   38   38   6.73871219e-05   0   0
12.129475   6.31307625e+29   1.39999407   3.5748318e+11   -0.665316413   1.51716724   0.000213945224   122   122   38   38   6.66386763e-05   0   0
12.130725   6.22777969e+29   1.39999448   3.53513852e+11   -0.665334142   1.51708662   0.000211573796   122   122   38   38   6.59000349e-05   0   0
12.131975   6.14345185e+29   1.39999489   3.49593258e+11   -0.665351866   1.51700603   0.000209231442   122   122   38   38   6.5170449e-05   0   0
12.133225   6.06008097e+29   1.3999953   3.45717843e+11   -0.665369587   1.51692546   0.000206916036   122   122   38   38   6.44492572e-05   0   0
12.134475   5.97765611e+29   1.39999569   3.41884469e+11   -0.665387303   1.51684491   0.000204625707   122   122   38   38   6.3735876e-05   0   0
12.135725   5.89616704e+29   1.39999609   3.38090377e+11   -0.665405015   1.51676439   0.000202358806   122   122   38   38   6.3029792e-05   0   0
12.136975   5.81560416e+29   1.39999648   3.34333145e+11   -0.665422724   1.51668388   0.000200113886   122   122   38   38   6.23305546e-05   0   0
12.138225   5.7359584e+29   1.39999687   3.30610659e+11   -0.665440428   1.5166034   0.000197889685   122   122   38   38   6.16377708e-05   0   0
