r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   M_n* (MeV)   Z_eq   M_p* (MeV)   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)
5.641   7.40221899e+34   0.325936246   7.8104133e+14   -0.54553643   1.20575419   0.438109119   0   354.265165   0   532.332631   0.0218190916   0.405735875   1105.50785
5.646   7.39311426e+34   0.326722038   7.8068393e+14   -0.545600451   1.20613219   0.437927786   0   354.355881   0   532.429444   0.021810417   0.405569987   1105.37804
5.651   7.38400772e+34   0.327508862   7.80326175e+14   -0.545664526   1.20651054   0.437746252   0   354.446744   0   532.526398   0.0218017329   0.405403916   1105.24814
5.656   7.37489939e+34   0.328296718   7.79968067e+14   -0.545728655   1.20688924   0.437564517   0   354.537754   0   532.623496   0.0217930392   0.40523766   1105.11817
5.661   7.36578927e+34   0.329085606   7.79609603e+14   -0.545792839   1.2072683   0.437382579   0   354.628912   0   532.720737   0.0217843358   0.40507122   1104.98812
5.666   7.3566774e+34   0.329875526   7.79250782e+14   -0.545857077   1.20764771   0.437200439   0   354.720219   0   532.818122   0.0217756227   0.404904594   1104.85799
5.671   7.34756377e+34   0.330666476   7.78891605e+14   -0.545921369   1.20802747   0.437018096   0   354.811675   0   532.915651   0.0217669   0.404737782   1104.72778
5.676   7.33844841e+34   0.331458457   7.78532069e+14   -0.545985715   1.20840758   0.436835549   0   354.90328   0   533.013325   0.0217581676   0.404570784   1104.5975
5.681   7.32933134e+34   0.332251468   7.78172175e+14   -0.546050116   1.20878805   0.436652798   0   354.995034   0   533.111144   0.0217494255   0.4044036   1104.46713
5.686   7.32021256e+34   0.333045509   7.77811921e+14   -0.546114571   1.20916886   0.436469843   0   355.086939   0   533.209108   0.0217406736   0.404236228   1104.33669
5.691   7.31109209e+34   0.33384058   7.77451306e+14   -0.54617908   1.20955003   0.436286682   0   355.178995   0   533.307219   0.0217319119   0.404068669   1104.20617
5.696   7.30196995e+34   0.334636679   7.7709033e+14   -0.546243643   1.20993155   0.436103316   0   355.271202   0   533.405475   0.0217231404   0.403900922   1104.07557
5.701   7.29284616e+34   0.335433807   7.76728991e+14   -0.546308261   1.21031343   0.435919744   0   355.36356   0   533.503879   0.0217143591   0.403732986   1103.94489
5.706   7.28372072e+34   0.336231964   7.76367289e+14   -0.546372932   1.21069565   0.435735965   0   355.456071   0   533.60243   0.0217055679   0.403564861   1103.81414
5.711   7.27459366e+34   0.337031148   7.76005223e+14   -0.546437658   1.21107822   0.435551979   0   355.548734   0   533.701128   0.0216967669   0.403396547   1103.68331
5.716   7.26546498e+34   0.33783136   7.75642792e+14   -0.546502438   1.21146115   0.435367785   0   355.64155   0   533.799974   0.0216879559   0.403228043   1103.5524
5.721   7.25633471e+34   0.338632599   7.75279995e+14   -0.546567272   1.21184443   0.435183383   0   355.734519   0   533.898969   0.0216791351   0.403059349   1103.42141
5.726   7.24720286e+34   0.339434865   7.74916832e+14   -0.54663216   1.21222805   0.434998773   0   355.827643   0   533.998113   0.0216703042   0.402890464   1103.29034
5.731   7.23806944e+34   0.340238157   7.74553301e+14   -0.546697103   1.21261203   0.434813953   0   355.92092   0   534.097406   0.0216614634   0.402721387   1103.1592
5.736   7.22893447e+34   0.341042474   7.74189402e+14   -0.546762099   1.21299636   0.434628923   0   356.014353   0   534.196849   0.0216526126   0.40255212   1103.02798
5.741   7.21979797e+34   0.341847818   7.73825133e+14   -0.546827149   1.21338104   0.434443684   0   356.10794   0   534.296442   0.0216437518   0.402382659   1102.89669
5.746   7.21065995e+34   0.342654186   7.73460494e+14   -0.546892253   1.21376607   0.434258233   0   356.201684   0   534.396186   0.021634881   0.402213007   1102.76531
5.751   7.20152042e+34   0.343461579   7.73095484e+14   -0.546957412   1.21415145   0.434072571   0   356.295583   0   534.496081   0.021626   0.402043161   1102.63386
5.756   7.1923794e+34   0.344269996   7.72730103e+14   -0.547022624   1.21453718   0.433886698   0   356.389639   0   534.596127   0.021617109   0.401873122   1102.50234
5.761   7.18323691e+34   0.345079436   7.72364348e+14   -0.547087891   1.21492325   0.433700612   0   356.483852   0   534.696326   0.0216082078   0.401702889   1102.37074
5.766   7.17409296e+34   0.3458899   7.71998221e+14   -0.547153211   1.21530968   0.433514314   0   356.578223   0   534.796677   0.0215992965   0.401532461   1102.23906
5.771   7.16494756e+34   0.346701387   7.71631718e+14   -0.547218585   1.21569646   0.433327802   0   356.672752   0   534.89718   0.021590375   0.401361839   1102.1073
5.776   7.15580073e+34   0.347513897   7.71264841e+14   -0.547284014   1.21608358   0.433141076   0   356.767439   0   534.997837   0.0215814433   0.401191021   1101.97547
5.781   7.1466525e+34   0.348327428   7.70897587e+14   -0.547349496   1.21647106   0.432954136   0   356.862286   0   535.098648   0.0215725014   0.401020007   1101.84356
5.786   7.13750286e+34   0.349141981   7.70529956e+14   -0.547415032   1.21685888   0.432766981   0   356.957291   0   535.199612   0.0215635493   0.400848798   1101.71158
5.791   7.12835184e+34   0.349957556   7.70161948e+14   -0.547480622   1.21724706   0.432579611   0   357.052457   0   535.300732   0.0215545868   0.400677391   1101.57952
5.796   7.11919946e+34   0.35077415   7.69793561e+14   -0.547546266   1.21763558   0.432392025   0   357.147783   0   535.402006   0.0215456141   0.400505788   1101.44739
5.801   7.11004572e+34   0.351591765   7.69424794e+14   -0.547611963   1.21802445   0.432204222   0   357.24327   0   535.503436   0.0215366311   0.400333987   1101.31518
5.806   7.10089064e+34   0.3524104   7.69055647e+14   -0.547677715   1.21841366   0.432016203   0   357.338918   0   535.605022   0.0215276377   0.400161987   1101.18289
5.811   7.09173425e+34   0.353230054   7.68686119e+14   -0.54774352   1.21880323   0.431827967   0   357.434728   0   535.706764   0.021518634   0.39998979   1101.05053
5.816   7.08257655e+34   0.354050726   7.68316209e+14   -0.54780938   1.21919314   0.431639512   0   357.5307   0   535.808662   0.0215096198   0.399817393   1100.9181
5.821   7.07341756e+34   0.354872417   7.67945915e+14   -0.547875293   1.2195834   0.431450839   0   357.626835   0   535.910718   0.0215005953   0.399644797   1100.78559
5.826   7.06425729e+34   0.355695126   7.67575239e+14   -0.547941259   1.21997401   0.431261947   0   357.723133   0   536.012932   0.0214915603   0.399472002   1100.653
5.831   7.05509576e+34   0.356518852   7.67204177e+14   -0.54800728   1.22036496   0.431072836   0   357.819595   0   536.115304   0.0214825148   0.399299006   1100.52034
5.836   7.04593299e+34   0.357343594   7.6683273e+14   -0.548073354   1.22075626   0.430883505   0   357.91622   0   536.217834   0.0214734588   0.399125809   1100.38761
5.841   7.036769e+34   0.358169353   7.66460898e+14   -0.548139482   1.22114791   0.430693954   0   358.013011   0   536.320523   0.0214643924   0.398952411   1100.2548
5.846   7.02760378e+34   0.358996128   7.66088678e+14   -0.548205664   1.22153991   0.430504181   0   358.109967   0   536.423372   0.0214553154   0.398778811   1100.12191
5.851   7.01843738e+34   0.359823918   7.6571607e+14   -0.548271899   1.22193225   0.430314188   0   358.207088   0   536.52638   0.0214462278   0.39860501   1099.98896
5.856   7.00926978e+34   0.360652724   7.65343073e+14   -0.548338188   1.22232494   0.430123972   0   358.304375   0   536.629549   0.0214371296   0.398431006   1099.85593
5.861   7.00010102e+34   0.361482543   7.64969698e+14   -0.548404531   1.22271797   0.42993354   0   358.401826   0   536.732876   0.0214280212   0.398256804   1099.72282
5.866   6.99093111e+34   0.362313377   7.64596084e+14   -0.548470928   1.22311135   0.429742961   0   358.499405   0   536.836321   0.021418906   0.398082468   1099.58964
5.871   6.98176006e+34   0.363145223   7.64222269e+14   -0.548537378   1.22350507   0.429552256   0   358.597102   0   536.939873   0.0214097851   0.397908014   1099.45639
5.876   6.97258789e+34   0.363978083   7.63848251e+14   -0.548603881   1.22389914   0.429361423   0   358.694919   0   537.043535   0.0214006585   0.397733443   1099.32306
5.881   6.96341461e+34   0.364811955   7.63474029e+14   -0.548670438   1.22429356   0.429170463   0   358.792855   0   537.147305   0.021391526   0.397558754   1099.18966
5.886   6.95424025e+34   0.365646839   7.630996e+14   -0.548737049   1.22468832   0.428979372   0   358.890911   0   537.251184   0.0213823876   0.397383944   1099.05619
5.891   6.9450648e+34   0.366482734   7.62724964e+14   -0.548803714   1.22508343   0.428788152   0   358.989088   0   537.355174   0.0213732434   0.397209015   1098.92265
5.896   6.9358883e+34   0.36731964   7.62350117e+14   -0.548870432   1.22547888   0.4285968   0   359.087387   0   537.459275   0.0213640932   0.397033964   1098.78903
5.901   6.92671076e+34   0.368157556   7.61975059e+14   -0.548937203   1.22587467   0.428405316   0   359.185808   0   537.563487   0.0213549369   0.396858791   1098.65534
5.906   6.91753218e+34   0.368996482   7.61599787e+14   -0.549004028   1.22627081   0.428213699   0   359.284352   0   537.667811   0.0213457746   0.396683496   1098.52158
5.911   6.9083526e+34   0.369836417   7.612243e+14   -0.549070906   1.22666729   0.428021948   0   359.383019   0   537.772248   0.0213366061   0.396508077   1098.38774
5.916   6.89917201e+34   0.370677361   7.60848597e+14   -0.549137838   1.22706412   0.427830062   0   359.48181   0   537.876799   0.0213274315   0.396332533   1098.25384
5.921   6.88999044e+34   0.371519313   7.60472674e+14   -0.549204824   1.22746129   0.427638039   0   359.580726   0   537.981463   0.0213182506   0.396156863   1098.11986
5.926   6.88080791e+34   0.372362272   7.60096531e+14   -0.549271862   1.2278588   0.42744588   0   359.679767   0   538.086242   0.0213090635   0.395981067   1097.9858
5.931   6.87162443e+34   0.373206238   7.59720165e+14   -0.549338955   1.22825666   0.427253583   0   359.778935   0   538.191137   0.02129987   0.395805145   1097.85168
5.936   6.86244001e+34   0.374051211   7.59343575e+14   -0.5494061   1.22865486   0.427061148   0   359.878229   0   538.296147   0.0212906701   0.395629094   1097.71748
5.941   6.85325467e+34   0.374897189   7.58966759e+14   -0.549473299   1.2290534   0.426868572   0   359.97765   0   538.401274   0.0212814638   0.395452914   1097.58321
5.946   6.84406843e+34   0.375744173   7.58589715e+14   -0.549540551   1.22945228   0.426675856   0   360.0772   0   538.506518   0.0212722509   0.395276605   1097.44887
5.951   6.8348813e+34   0.376592161   7.58212442e+14   -0.549607857   1.22985151   0.426482998   0   360.176878   0   538.61188   0.0212630316   0.395100164   1097.31446
5.956   6.82569329e+34   0.377441154   7.57834937e+14   -0.549675216   1.23025108   0.426289997   0   360.276685   0   538.71736   0.0212538056   0.394923593   1097.17998
5.961   6.81650443e+34   0.37829115   7.57457199e+14   -0.549742628   1.23065099   0.426096853   0   360.376622   0   538.82296   0.0212445729   0.394746889   1097.04542
5.966   6.80731473e+34   0.379142149   7.57079226e+14   -0.549810094   1.23105124   0.425903565   0   360.47669   0   538.928679   0.0212353336   0.394570052   1096.91079
5.971   6.7981242e+34   0.37999415   7.56701016e+14   -0.549877613   1.23145183   0.425710131   0   360.576889   0   539.034519   0.0212260875   0.394393081   1096.77609
5.976   6.78893285e+34   0.380847154   7.56322568e+14   -0.549945185   1.23185277   0.42551655   0   360.67722   0   539.140479   0.0212168346   0.394215975   1096.64132
5.981   6.77974071e+34   0.381701158   7.55943879e+14   -0.55001281   1.23225404   0.425322822   0   360.777684   0   539.246562   0.0212075748   0.394038733   1096.50648
5.986   6.77054779e+34   0.382556164   7.55564948e+14   -0.550080489   1.23265566   0.425128946   0   360.878281   0   539.352767   0.0211983081   0.393861355   1096.37157
5.991   6.76135411e+34   0.383412169   7.55185773e+14   -0.550148221   1.23305762   0.42493492   0   360.979012   0   539.459095   0.0211890344   0.393683839   1096.23658
5.996   6.75215968e+34   0.384269174   7.54806352e+14   -0.550216006   1.23345991   0.424740744   0   361.079877   0   539.565546   0.0211797537   0.393506185   1096.10152
6.001   6.74296451e+34   0.385127178   7.54426684e+14   -0.550283844   1.23386255   0.424546417   0   361.180878   0   539.672122   0.0211704659   0.393328392   1095.9664
6.006   6.73376863e+34   0.38598618   7.54046766e+14   -0.550351735   1.23426553   0.424351938   0   361.282015   0   539.778823   0.021161171   0.393150459   1095.8312
6.011   6.72457204e+34   0.386846179   7.53666597e+14   -0.550419679   1.23466884   0.424157306   0   361.383288   0   539.88565   0.0211518689   0.392972384   1095.69593
6.016   6.71537477e+34   0.387707176   7.53286175e+14   -0.550487677   1.2350725   0.423962519   0   361.484699   0   539.992602   0.0211425596   0.392794168   1095.56059
6.021   6.70617682e+34   0.388569169   7.52905498e+14   -0.550555728   1.23547649   0.423767578   0   361.586248   0   540.099682   0.021133243   0.39261581   1095.42518
6.026   6.69697822e+34   0.389432158   7.52524565e+14   -0.550623831   1.23588082   0.423572481   0   361.687935   0   540.20689   0.021123919   0.392437307   1095.28969
6.031   6.68777898e+34   0.390296142   7.52143373e+14   -0.550691988   1.23628549   0.423377226   0   361.789762   0   540.314225   0.0211145876   0.392258661   1095.15414
6.036   6.67857912e+34   0.39116112   7.51761922e+14   -0.550760198   1.2366905   0.423181814   0   361.891728   0   540.42169   0.0211052488   0.392079869   1095.01852
6.041   6.66937865e+34   0.392027093   7.51380208e+14   -0.55082846   1.23709585   0.422986243   0   361.993836   0   540.529284   0.0210959025   0.391900931   1094.88282
6.046   6.66017758e+34   0.392894058   7.50998231e+14   -0.550896776   1.23750154   0.422790512   0   362.096084   0   540.637009   0.0210865486   0.391721846   1094.74706
6.051   6.65097594e+34   0.393762016   7.50615988e+14   -0.550965145   1.23790756   0.422594621   0   362.198475   0   540.744864   0.0210771871   0.391542614   1094.61123
6.056   6.64177374e+34   0.394630966   7.50233478e+14   -0.551033566   1.23831392   0.422398567   0   362.301008   0   540.852851   0.021067818   0.391363233   1094.47532
6.061   6.63257099e+34   0.395500908   7.49850699e+14   -0.551102041   1.23872061   0.422202352   0   362.403685   0   540.960971   0.0210584411   0.391183702   1094.33935
6.066   6.62336772e+34   0.39637184   7.49467649e+14   -0.551170568   1.23912765   0.422005972   0   362.506507   0   541.069223   0.0210490565   0.391004021   1094.2033
6.071   6.61416392e+34   0.397243762   7.49084327e+14   -0.551239149   1.23953502   0.421809428   0   362.609472   0   541.177609   0.021039664   0.390824189   1094.06719
6.076   6.60495963e+34   0.398116673   7.4870073e+14   -0.551307782   1.23994272   0.421612718   0   362.712584   0   541.286129   0.0210302637   0.390644204   1093.931
6.081   6.59575486e+34   0.398990573   7.48316857e+14   -0.551376468   1.24035076   0.421415842   0   362.815841   0   541.394784   0.0210208554   0.390464067   1093.79475
6.086   6.58654962e+34   0.399865461   7.47932706e+14   -0.551445207   1.24075914   0.421218799   0   362.919246   0   541.503574   0.0210114392   0.390283775   1093.65842
6.091   6.57734392e+34   0.400741337   7.47548275e+14   -0.551513998   1.24116785   0.421021587   0   363.022798   0   541.612501   0.0210020149   0.390103329   1093.52203
