r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   A   Z_eq   Z   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)
11.6958437   5.39041453e+24   1.40000445   43160648.8   -0.647751976   1.54683286   2.60148384e-08   62   62   28   28   1.17486367e-08   0   0
11.6959219   5.32118849e+24   1.40000445   42759164.4   -0.647753159   1.54682721   2.57729231e-08   62   62   28   28   1.16393846e-08   0   0
11.696   5.25259711e+24   1.40000445   42357481.7   -0.647754342   1.54682156   2.55308872e-08   62   62   28   28   1.15300781e-08   0   0
11.6960781   5.18463787e+24   1.40000445   41955607.5   -0.647755525   1.54681591   2.52887347e-08   62   62   28   28   1.14207189e-08   0   0
11.6961562   5.1173083e+24   1.40000445   41553552   -0.647756708   1.54681026   2.50464716e-08   62   62   28   28   1.13113097e-08   0   0
11.6962344   5.05060595e+24   1.40000445   41151328.7   -0.647757891   1.54680461   2.48041059e-08   62   62   28   28   1.12018543e-08   0   0
11.6963125   4.98452843e+24   1.40000445   40748954.4   -0.647759074   1.54679896   2.45616476e-08   62   62   28   28   1.1092357e-08   0   0
11.6963906   4.91907336e+24   1.40000445   40346448.6   -0.647760257   1.54679331   2.43191085e-08   62   62   28   28   1.09828232e-08   0   0
11.6964687   4.85423843e+24   1.40000445   39943834   -0.647761439   1.54678766   2.4076502e-08   62   62   28   28   1.0873259e-08   0   0
11.6965469   4.79002131e+24   1.40000445   39541136   -0.647762622   1.54678201   2.38338434e-08   62   62   28   28   1.07636712e-08   0   0
11.696625   4.72641976e+24   1.40000445   39138382.8   -0.647763805   1.54677636   2.35911496e-08   62   62   28   28   1.06540675e-08   0   0
11.6967031   4.66343154e+24   1.40000445   38735605.1   -0.647764988   1.54677071   2.33484389e-08   62   62   28   28   1.05444563e-08   0   0
11.6967813   4.60105444e+24   1.40000445   38332836.2   -0.647766171   1.54676507   2.31057312e-08   62   62   28   28   1.04348464e-08   0   0
11.6968594   4.53928631e+24   1.40000445   37930111.7   -0.647767354   1.54675942   2.28630481e-08   62   62   28   28   1.03252475e-08   0   0
11.6969375   4.478125e+24   1.40000445   37527469.6   -0.647768536   1.54675377   2.26204122e-08   62   62   28   28   1.021567e-08   0   0
11.6970156   4.41756841e+24   1.40000445   37124950.2   -0.647769719   1.54674812   2.23778477e-08   62   62   28   28   1.01061247e-08   0   0
11.6970938   4.35761447e+24   1.40000445   36722595.6   -0.647770902   1.54674247   2.21353799e-08   62   62   28   28   9.99662318e-09   0   0
11.6971719   4.29826113e+24   1.40000445   36320450.4   -0.647772085   1.54673682   2.18930356e-08   62   62   28   28   9.88717736e-09   0   0
11.69725   4.23950638e+24   1.40000445   35918560.8   -0.647773267   1.54673118   2.16508425e-08   62   62   28   28   9.77779984e-09   0   0
11.6973281   4.18134824e+24   1.40000445   35516975   -0.64777445   1.54672553   2.14088296e-08   62   62   28   28   9.6685037e-09   0   0
11.6974063   4.12378476e+24   1.40000445   35115743.1   -0.647775633   1.54671988   2.11670269e-08   62   62   28   28   9.55930249e-09   0   0
11.6974844   4.066814e+24   1.40000445   34714916.6   -0.647776815   1.54671423   2.09254655e-08   62   62   28   28   9.45021023e-09   0   0
11.6975625   4.01043407e+24   1.40000445   34314549   -0.647777998   1.54670858   2.06841774e-08   62   62   28   28   9.34124141e-09   0   0
11.6976406   3.95464311e+24   1.40000445   33914695.1   -0.647779181   1.54670294   2.04431956e-08   62   62   28   28   9.2324109e-09   0   0
11.6977187   3.89943927e+24   1.40000445   33515411.2   -0.647780363   1.54669729   2.02025539e-08   62   62   28   28   9.12373401e-09   0   0
11.6977969   3.84482073e+24   1.40000445   33116754.9   -0.647781546   1.54669164   1.9962287e-08   62   62   28   28   9.01522637e-09   0   0
11.697875   3.79078588e+24   1.40000445   32718702.1   -0.647782728   1.54668599   1.97223808e-08   62   62   28   28   8.90688163e-09   0   0
11.6979531   3.7373339e+24   1.40000445   32321203.4   -0.647783911   1.54668035   1.94828069e-08   62   62   28   28   8.798687e-09   0   0
11.6980312   3.68446441e+24   1.40000445   31924448.2   -0.647785094   1.5466747   1.92436797e-08   62   62   28   28   8.69069404e-09   0   0
11.6981094   3.63217689e+24   1.40000445   31528626   -0.647786276   1.54666905   1.90051132e-08   62   62   28   28   8.58295435e-09   0   0
11.6981875   3.58047073e+24   1.40000445   31133919.1   -0.647787459   1.54666341   1.87672175e-08   62   62   28   28   8.47551756e-09   0   0
11.6982656   3.52934518e+24   1.40000445   30740502.6   -0.647788641   1.54665776   1.8530098e-08   62   62   28   28   8.36843135e-09   0   0
11.6983437   3.47879941e+24   1.40000445   30348544.4   -0.647789823   1.54665211   1.82938561e-08   62   62   28   28   8.26174145e-09   0   0
11.6984219   3.42883245e+24   1.40000445   29958205.6   -0.647791006   1.54664647   1.80585889e-08   62   62   28   28   8.15549174e-09   0   0
11.6985   3.37944321e+24   1.40000445   29569640.4   -0.647792188   1.54664082   1.78243893e-08   62   62   28   28   8.04972421e-09   0   0
11.6985781   3.33063048e+24   1.40000445   29182996.2   -0.647793371   1.54663518   1.75913464e-08   62   62   28   28   7.944479e-09   0   0
11.6986563   3.28239295e+24   1.40000445   28798413.9   -0.647794553   1.54662953   1.73595449e-08   62   62   28   28   7.83979447e-09   0   0
11.6987344   3.23472916e+24   1.40000445   28416027.6   -0.647795735   1.54662388   1.71290658e-08   62   62   28   28   7.73570715e-09   0   0
11.6988125   3.18763752e+24   1.40000445   28035965.1   -0.647796918   1.54661824   1.68999863e-08   62   62   28   28   7.63225186e-09   0   0
11.6988906   3.14111633e+24   1.40000445   27658347.8   -0.6477981   1.54661259   1.66723794e-08   62   62   28   28   7.52946166e-09   0   0
11.6989688   3.09516375e+24   1.40000445   27283290.9   -0.647799282   1.54660695   1.64463147e-08   62   62   28   28   7.42736794e-09   0   0
11.6990469   3.04977782e+24   1.40000445   26910903.6   -0.647800465   1.5466013   1.6221858e-08   62   62   28   28   7.32600041e-09   0   0
11.699125   3.00495644e+24   1.40000445   26541288.7   -0.647801647   1.54659566   1.59990715e-08   62   62   28   28   7.22538714e-09   0   0
11.6992031   2.96069738e+24   1.40000445   26174543.6   -0.647802829   1.54659001   1.57780138e-08   62   62   28   28   7.1255546e-09   0   0
11.6992813   2.91699828e+24   1.40000445   25810759.7   -0.647804012   1.54658437   1.55587399e-08   62   62   28   28   7.02652769e-09   0   0
11.6993594   2.87385665e+24   1.40000445   25450022.5   -0.647805194   1.54657872   1.53413016e-08   62   62   28   28   6.92832977e-09   0   0
11.6994375   2.83126986e+24   1.40000445   25092412.4   -0.647806376   1.54657308   1.51257474e-08   62   62   28   28   6.83098269e-09   0   0
11.6995156   2.78923517e+24   1.40000445   24738004.1   -0.647807558   1.54656743   1.49121222e-08   62   62   28   28   6.73450682e-09   0   0
11.6995938   2.74774968e+24   1.40000445   24386867   -0.64780874   1.54656179   1.47004681e-08   62   62   28   28   6.63892109e-09   0   0
11.6996719   2.70681038e+24   1.40000445   24039065.6   -0.647809922   1.54655614   1.44908238e-08   62   62   28   28   6.54424302e-09   0   0
11.69975   2.66641415e+24   1.40000445   23694659   -0.647811105   1.5465505   1.42832252e-08   62   62   28   28   6.45048879e-09   0   0
11.6998281   2.6265577e+24   1.40000445   23353701.7   -0.647812287   1.54654485   1.40777049e-08   62   62   28   28   6.35767319e-09   0   0
11.6999062   2.58723764e+24   1.40000445   23016243.2   -0.647813469   1.54653921   1.3874293e-08   62   62   28   28   6.26580974e-09   0   0
11.6999844   2.54845048e+24   1.40000445   22682328.4   -0.647814651   1.54653357   1.36730165e-08   62   62   28   28   6.17491069e-09   0   0
11.7000625   2.51019257e+24   1.40000445   22351997.7   -0.647815833   1.54652792   1.34738999e-08   62   62   28   28   6.08498707e-09   0   0
11.7001406   2.47246017e+24   1.40000445   22025287.3   -0.647817015   1.54652228   1.32769649e-08   62   62   28   28   5.99604868e-09   0   0
11.7002187   2.43524941e+24   1.40000445   21702228.8   -0.647818197   1.54651664   1.30822308e-08   62   62   28   28   5.90810422e-09   0   0
11.7002969   2.39855633e+24   1.40000445   21382849.9   -0.647819379   1.54651099   1.28897141e-08   62   62   28   28   5.82116121e-09   0   0
11.700375   2.36237684e+24   1.40000445   21067174.5   -0.647820561   1.54650535   1.26994293e-08   62   62   28   28   5.73522614e-09   0   0
11.7004531   2.32670676e+24   1.40000445   20755222.2   -0.647821743   1.54649971   1.25113884e-08   62   62   28   28   5.65030442e-09   0   0
11.7005312   2.29154181e+24   1.40000445   20447009.4   -0.647822925   1.54649406   1.2325601e-08   62   62   28   28   5.56640047e-09   0   0
11.7006094   2.25687761e+24   1.40000445   20142548.5   -0.647824107   1.54648842   1.2142075e-08   62   62   28   28   5.48351773e-09   0   0
11.7006875   2.22270969e+24   1.40000445   19841848.8   -0.647825289   1.54648278   1.19608157e-08   62   62   28   28   5.40165871e-09   0   0
11.7007656   2.18903349e+24   1.40000445   19544916.2   -0.647826471   1.54647713   1.17818269e-08   62   62   28   28   5.32082504e-09   0   0
11.7008438   2.15584437e+24   1.40000445   19251753.4   -0.647827653   1.54647149   1.16051101e-08   62   62   28   28   5.24101746e-09   0   0
11.7009219   2.12313762e+24   1.40000445   18962360.2   -0.647828835   1.54646585   1.14306652e-08   62   62   28   28   5.16223592e-09   0   0
11.701   2.09090843e+24   1.40000445   18676733.3   -0.647830016   1.54646021   1.12584904e-08   62   62   28   28   5.08447956e-09   0   0
11.7010781   2.05915197e+24   1.40000445   18394866.8   -0.647831198   1.54645456   1.10885822e-08   62   62   28   28   5.00774678e-09   0   0
11.7011563   2.02786329e+24   1.40000445   18116752.3   -0.64783238   1.54644892   1.09209353e-08   62   62   28   28   4.93203528e-09   0   0
11.7012344   1.99703742e+24   1.40000445   17842378.7   -0.647833562   1.54644328   1.07555431e-08   62   62   28   28   4.85734205e-09   0   0
11.7013125   1.96666932e+24   1.40000445   17571732.6   -0.647834744   1.54643764   1.05923977e-08   62   62   28   28   4.78366347e-09   0   0
11.7013906   1.9367539e+24   1.40000445   17304798.4   -0.647835925   1.54643199   1.04314896e-08   62   62   28   28   4.71099528e-09   0   0
11.7014688   1.90728604e+24   1.40000445   17041558.4   -0.647837107   1.54642635   1.02728081e-08   62   62   28   28   4.63933268e-09   0   0
11.7015469   1.87826057e+24   1.40000445   16781992.8   -0.647838289   1.54642071   1.01163414e-08   62   62   28   28   4.5686703e-09   0   0
11.701625   1.84967228e+24   1.40000445   16526080.1   -0.647839471   1.54641507   9.96207643e-09   62   62   28   28   4.49900226e-09   0   0
11.7017031   1.82151594e+24   1.40000445   16273796.8   -0.647840652   1.54640943   9.80999917e-09   62   62   28   28   4.43032221e-09   0   0
11.7017812   1.7937863e+24   1.40000445   16025118   -0.647841834   1.54640379   9.66009455e-09   62   62   28   28   4.36262335e-09   0   0
11.7018594   1.76647808e+24   1.40000445   15780017.1   -0.647843016   1.54639815   9.51234658e-09   62   62   28   28   4.29589845e-09   0   0
11.7019375   1.73958598e+24   1.40000445   15538466.2   -0.647844197   1.54639251   9.3667384e-09   62   62   28   28   4.23013992e-09   0   0
11.7020156   1.71310471e+24   1.40000445   15300435.9   -0.647845379   1.54638686   9.22325237e-09   62   62   28   28   4.16533978e-09   0   0
11.7020937   1.68702896e+24   1.40000445   15065895.7   -0.64784656   1.54638122   9.08187009e-09   62   62   28   28   4.10148972e-09   0   0
11.7021719   1.6613534e+24   1.40000445   14834814   -0.647847742   1.54637558   8.9425725e-09   62   62   28   28   4.03858113e-09   0   0
11.70225   1.63607275e+24   1.40000445   14607158   -0.647848923   1.54636994   8.80533989e-09   62   62   28   28   3.97660511e-09   0   0
11.7023281   1.61118168e+24   1.40000445   14382894.2   -0.647850105   1.5463643   8.67015199e-09   62   62   28   28   3.91555251e-09   0   0
11.7024062   1.58667491e+24   1.40000445   14161988   -0.647851287   1.54635866   8.53698802e-09   62   62   28   28   3.85541395e-09   0   0
11.7024844   1.56254715e+24   1.40000445   13944404.2   -0.647852468   1.54635302   8.40582672e-09   62   62   28   28   3.79617981e-09   0   0
11.7025625   1.53879315e+24   1.40000445   13730106.7   -0.64785365   1.54634738   8.2766464e-09   62   62   28   28   3.73784031e-09   0   0
11.7026406   1.51540766e+24   1.40000445   13519059   -0.647854831   1.54634174   8.14942503e-09   62   62   28   28   3.6803855e-09   0   0
11.7027188   1.49238545e+24   1.40000445   13311224   -0.647856012   1.5463361   8.0241402e-09   62   62   28   28   3.62380525e-09   0   0
11.7027969   1.46972134e+24   1.40000445   13106563.9   -0.647857194   1.54633046   7.90076926e-09   62   62   28   28   3.56808934e-09   0   0
11.702875   1.44741016e+24   1.40000445   12905040.8   -0.647858375   1.54632482   7.77928927e-09   62   62   28   28   3.51322741e-09   0   0
11.7029531   1.42544678e+24   1.40000445   12706616.4   -0.647859557   1.54631918   7.65967711e-09   62   62   28   28   3.45920902e-09   0   0
11.7030313   1.4038261e+24   1.40000445   12511251.8   -0.647860738   1.54631354   7.54190946e-09   62   62   28   28   3.40602363e-09   0   0
11.7031094   1.38254306e+24   1.40000445   12318908.3   -0.647861919   1.5463079   7.42596289e-09   62   62   28   28   3.35366066e-09   0   0
11.7031875   1.36159265e+24   1.40000445   12129546.6   -0.647863101   1.54630226   7.31181383e-09   62   62   28   28   3.30210947e-09   0   0
11.7032656   1.34096987e+24   1.40000445   11943127.7   -0.647864282   1.54629662   7.19943864e-09   62   62   28   28   3.25135939e-09   0   0
11.7033438   1.32066981e+24   1.40000445   11759612.2   -0.647865463   1.54629099   7.08881365e-09   62   62   28   28   3.20139971e-09   0   0
11.7034219   1.30068755e+24   1.40000445   11578960.8   -0.647866645   1.54628535   6.97991515e-09   62   62   28   28   3.15221975e-09   0   0
11.7035   1.28101827e+24   1.40000445   11401134.2   -0.647867826   1.54627971   6.87271944e-09   62   62   28   28   3.10380878e-09   0   0
11.7035781   1.26165716e+24   1.40000445   11226093   -0.647869007   1.54627407   6.76720284e-09   62   62   28   28   3.05615612e-09   0   0
11.7036562   1.24259948e+24   1.40000445   11053798.1   -0.647870189   1.54626843   6.66334172e-09   62   62   28   28   3.0092511e-09   0   0
11.7037344   1.22384054e+24   1.40000445   10884210.5   -0.64787137   1.54626279   6.56111253e-09   62   62   28   28   2.96308308e-09   0   0
11.7038125   1.20537569e+24   1.40000445   10717291.1   -0.647872551   1.54625715   6.46049181e-09   62   62   28   28   2.91764146e-09   0   0
11.7038906   1.18720034e+24   1.40000445   10553001.2   -0.647873732   1.54625152   6.3614562e-09   62   62   28   28   2.8729157e-09   0   0
11.7039687   1.16930995e+24   1.40000445   10391302.3   -0.647874913   1.54624588   6.26398247e-09   62   62   28   28   2.82889531e-09   0   0
11.7040469   1.15170005e+24   1.40000445   10232156.1   -0.647876094   1.54624024   6.16804751e-09   62   62   28   28   2.78556984e-09   0   0
11.704125   1.13436621e+24   1.40000445   10075524.5   -0.647877276   1.5462346   6.0736284e-09   62   62   28   28   2.74292895e-09   0   0
11.7042031   1.11730405e+24   1.40000445   9921369.7   -0.647878457   1.54622896   5.98070236e-09   62   62   28   28   2.70096235e-09   0   0
11.7042812   1.10050927e+24   1.40000445   9769654.28   -0.647879638   1.54622333   5.8892468e-09   62   62   28   28   2.65965984e-09   0   0
11.7043594   1.08397761e+24   1.40000445   9620341.05   -0.647880819   1.54621769   5.79923931e-09   62   62   28   28   2.6190113e-09   0   0
11.7044375   1.06770487e+24   1.40000445   9473393.19   -0.647882   1.54621205   5.71065771e-09   62   62   28   28   2.57900671e-09   0   0
11.7045156   1.05168691e+24   1.40000445   9328774.21   -0.647883181   1.54620642   5.62347999e-09   62   62   28   28   2.53963612e-09   0   0
11.7045938   1.03591963e+24   1.40000445   9186447.98   -0.647884362   1.54620078   5.53768439e-09   62   62   28   28   2.50088972e-09   0   0
11.7046719   1.02039902e+24   1.40000445   9046378.77   -0.647885543   1.54619514   5.45324935e-09   62   62   28   28   2.46275777e-09   0   0
11.70475   1.00512111e+24   1.40000445   8908531.22   -0.647886724   1.5461895   5.37015356e-09   62   62   28   28   2.42523064e-09   0   0
11.7048281   9.90081976e+23   1.40000445   8772870.35   -0.647887905   1.54618387   5.28837594e-09   62   62   28   28   2.38829881e-09   0   0
11.7049063   9.75277769e+23   1.40000445   8639361.6   -0.647889086   1.54617823   5.20789567e-09   62   62   28   28   2.35195288e-09   0   0
11.7049844   9.60704691e+23   1.40000445   8507970.82   -0.647890267   1.54617259   5.12869214e-09   62   62   28   28   2.31618355e-09   0   0
11.7050625   9.46358999e+23   1.40000445   8378664.27   -0.647891448   1.54616696   5.05074503e-09   62   62   28   28   2.28098162e-09   0   0
11.7051406   9.3223701e+23   1.40000445   8251408.65   -0.647892629   1.54616132   4.97403424e-09   62   62   28   28   2.24633805e-09   0   0
11.7052188   9.18335094e+23   1.40000445   8126171.06   -0.64789381   1.54615569   4.89853997e-09   62   62   28   28   2.21224386e-09   0   0
11.7052969   9.0464968e+23   1.40000445   8002919.06   -0.64789499   1.54615005   4.82424265e-09   62   62   28   28   2.17869023e-09   0   0
11.705375   8.9117725e+23   1.40000445   7881620.61   -0.647896171   1.54614441   4.75112297e-09   56   56   26   26   2.20587852e-09   0   0
11.7054531   8.77914341e+23   1.40000445   7762244.15   -0.647897352   1.54613878   4.67916189e-09   56   56   26   26   2.17246802e-09   0   0
11.7055312   8.64857548e+23   1.40000445   7644758.52   -0.647898533   1.54613314   4.60834065e-09   56   56   26   26   2.13958673e-09   0   0
11.7056094   8.52003515e+23   1.40000445   7529133.01   -0.647899714   1.54612751   4.53864072e-09   56   56   26   26   2.10722605e-09   0   0
11.7056875   8.39348943e+23   1.40000445   7415337.37   -0.647900894   1.54612187   4.47004387e-09   56   56   26   26   2.07537751e-09   0   0
11.7057656   8.26890587e+23   1.40000445   7303341.75   -0.647902075   1.54611624   4.40253211e-09   56   56   26   26   2.04403276e-09   0   0
11.7058437   8.1462525e+23   1.40000445   7193116.78   -0.647903256   1.5461106   4.33608773e-09   56   56   26   26   2.01318359e-09   0   0
11.7059219   8.02549791e+23   1.40000445   7084633.49   -0.647904437   1.54610497   4.27069326e-09   56   56   26   26   1.98282187e-09   0   0
11.706   7.90661118e+23   1.40000445   6977863.38   -0.647905617   1.54609933   4.20633154e-09   56   56   26   26   1.95293964e-09   0   0
11.7060781   7.78956192e+23   1.40000445   6872778.35   -0.647906798   1.5460937   4.14298561e-09   56   56   26   26   1.92352903e-09   0   0
11.7061562   7.67432021e+23   1.40000445   6769350.76   -0.647907979   1.54608806   4.08063881e-09   56   56   26   26   1.89458231e-09   0   0
11.7062344   7.56085664e+23   1.40000445   6667553.37   -0.647909159   1.54608243   4.01927474e-09   56   56   26   26   1.86609184e-09   0   0
11.7063125   7.44914229e+23   1.40000445   6567359.4   -0.64791034   1.54607679   3.95887724e-09   56   56   26   26   1.83805015e-09   0   0
11.7063906   7.33914873e+23   1.40000445   6468742.47   -0.647911521   1.54607116   3.8994304e-09   56   56   26   26   1.81044983e-09   0   0
11.7064688   7.23084797e+23   1.40000445   6371676.61   -0.647912701   1.54606552   3.84091858e-09   56   56   26   26   1.78328363e-09   0   0
11.7065469   7.12421252e+23   1.40000445   6276136.29   -0.647913882   1.54605989   3.78332638e-09   56   56   26   26   1.75654439e-09   0   0
11.706625   7.01921535e+23   1.40000445   6182096.38   -0.647915062   1.54605425   3.72663865e-09   56   56   26   26   1.73022509e-09   0   0
11.7067031   6.91582986e+23   1.40000445   6089532.14   -0.647916243   1.54604862   3.67084049e-09   56   56   26   26   1.7043188e-09   0   0
11.7067813   6.81402992e+23   1.40000445   5998419.27   -0.647917423   1.54604299   3.61591723e-09   56   56   26   26   1.67881871e-09   0   0
11.7068594   6.71378984e+23   1.40000445   5908733.82   -0.647918604   1.54603735   3.56185446e-09   56   56   26   26   1.65371814e-09   0   0
11.7069375   6.61508435e+23   1.40000445   5820452.28   -0.647919784   1.54603172   3.50863798e-09   56   56   26   26   1.62901049e-09   0   0
11.7070156   6.51788862e+23   1.40000445   5733551.5   -0.647920965   1.54602609   3.45625385e-09   56   56   26   26   1.60468929e-09   0   0
11.7070938   6.42217823e+23   1.40000445   5648008.72   -0.647922145   1.54602045   3.40468834e-09   56   56   26   26   1.58074816e-09   0   0
11.7071719   6.3279292e+23   1.40000445   5563801.57   -0.647923326   1.54601482   3.35392797e-09   56   56   26   26   1.55718085e-09   0   0
11.70725   6.23511791e+23   1.40000445   5480908.03   -0.647924506   1.54600919   3.30395948e-09   56   56   26   26   1.53398119e-09   0   0
11.7073281   6.14372119e+23   1.40000445   5399306.48   -0.647925687   1.54600355   3.25476981e-09   56   56   26   26   1.51114313e-09   0   0
11.7074063   6.05371625e+23   1.40000445   5318975.64   -0.647926867   1.54599792   3.20634615e-09   56   56   26   26   1.48866071e-09   0   0
11.7074844   5.96508066e+23   1.40000445   5239894.6   -0.647928047   1.54599229   3.15867589e-09   56   56   26   26   1.46652809e-09   0   0
11.7075625   5.87779241e+23   1.40000445   5162042.8   -0.647929228   1.54598665   3.11174663e-09   56   56   26   26   1.44473951e-09   0   0
11.7076406   5.79182984e+23   1.40000445   5085400.02   -0.647930408   1.54598102   3.06554619e-09   56   56   26   26   1.4232893e-09   0   0
11.7077187   5.70717168e+23   1.40000445   5009946.42   -0.647931588   1.54597539   3.02006261e-09   56   56   26   26   1.40217192e-09   0   0
11.7077969   5.623797e+23   1.40000445   4935662.44   -0.647932769   1.54596976   2.97528409e-09   56   56   26   26   1.3813819e-09   0   0
11.707875   5.54168524e+23   1.40000445   4862528.91   -0.647933949   1.54596412   2.93119908e-09   56   56   26   26   1.36091386e-09   0   0
11.7079531   5.46081619e+23   1.40000445   4790526.95   -0.647935129   1.54595849   2.88779619e-09   56   56   26   26   1.34076252e-09   0   0
11.7080312   5.38116998e+23   1.40000445   4719638.02   -0.647936309   1.54595286   2.84506426e-09   56   56   26   26   1.32092269e-09   0   0
11.7081094   5.30272708e+23   1.40000445   4649843.89   -0.64793749   1.54594723   2.80299229e-09   56   56   26   26   1.30138928e-09   0   0
11.7081875   5.2254683e+23   1.40000445   4581126.65   -0.64793867   1.5459416   2.76156948e-09   56   56   26   26   1.28215726e-09   0   0
11.7082656   5.14937477e+23   1.40000445   4513468.7   -0.64793985   1.54593597   2.72078523e-09   56   56   26   26   1.26322171e-09   0   0
11.7083437   5.07442793e+23   1.40000445   4446852.72   -0.64794103   1.54593033   2.68062909e-09   56   56   26   26   1.24457779e-09   0   0
11.7084219   5.00060955e+23   1.40000445   4381261.72   -0.64794221   1.5459247   2.64109082e-09   56   56   26   26   1.22622074e-09   0   0
11.7085   4.92790171e+23   1.40000445   4316678.99   -0.64794339   1.54591907   2.60216035e-09   56   56   26   26   1.20814588e-09   0   0
11.7085781   4.85628679e+23   1.40000445   4253088.08   -0.64794457   1.54591344   2.56382776e-09   56   56   26   26   1.1903486e-09   0   0
11.7086563   4.78574748e+23   1.40000445   4190472.88   -0.647945751   1.54590781   2.52608334e-09   56   56   26   26   1.17282441e-09   0   0
11.7087344   4.71626674e+23   1.40000445   4128817.5   -0.647946931   1.54590218   2.48891752e-09   56   56   26   26   1.15556885e-09   0   0
11.7088125   4.64782784e+23   1.40000445   4068106.37   -0.647948111   1.54589655   2.45232089e-09   56   56   26   26   1.13857756e-09   0   0
11.7088906   4.58041431e+23   1.40000445   4008324.16   -0.647949291   1.54589092   2.41628423e-09   56   56   26   26   1.12184625e-09   0   0
11.7089688   4.51401e+23   1.40000445   3949455.81   -0.647950471   1.54588529   2.38079846e-09   56   56   26   26   1.10537071e-09   0   0
11.7090469   4.44859899e+23   1.40000445   3891486.52   -0.647951651   1.54587966   2.34585466e-09   56   56   26   26   1.0891468e-09   0   0
11.709125   4.38416566e+23   1.40000445   3834401.76   -0.647952831   1.54587402   2.31144405e-09   56   56   26   26   1.07317045e-09   0   0
11.7092031   4.32069462e+23   1.40000445   3778187.23   -0.647954011   1.54586839   2.27755803e-09   56   56   26   26   1.05743766e-09   0   0
11.7092813   4.25817078e+23   1.40000445   3722828.89   -0.647955191   1.54586276   2.24418812e-09   56   56   26   26   1.04194449e-09   0   0
11.7093594   4.19657926e+23   1.40000445   3668312.92   -0.647956371   1.54585713   2.21132601e-09   56   56   26   26   1.02668708e-09   0   0
11.7094375   4.13590548e+23   1.40000445   3614625.77   -0.647957551   1.5458515   2.17896352e-09   56   56   26   26   1.01166164e-09   0   0
11.7095156   4.07613506e+23   1.40000445   3561754.11   -0.64795873   1.54584587   2.14709261e-09   56   56   26   26   9.96864428e-10   0   0
11.7095937   4.01725388e+23   1.40000445   3509684.82   -0.64795991   1.54584025   2.11570539e-09   56   56   26   26   9.82291787e-10   0   0
11.7096719   3.95924806e+23   1.40000445   3458405.04   -0.64796109   1.54583462   2.08479408e-09   56   56   26   26   9.67940107e-10   0   0
11.70975   3.90210395e+23   1.40000445   3407902.09   -0.64796227   1.54582899   2.05435106e-09   56   56   26   26   9.53805847e-10   0   0
11.7098281   3.84580812e+23   1.40000445   3358163.56   -0.64796345   1.54582336   2.02436882e-09   56   56   26   26   9.39885525e-10   0   0
11.7099062   3.79034737e+23   1.40000445   3309177.2   -0.64796463   1.54581773   1.99484001e-09   56   56   26   26   9.26175719e-10   0   0
11.7099844   3.73570873e+23   1.40000445   3260931   -0.647965809   1.5458121   1.96575737e-09   56   56   26   26   9.12673065e-10   0   0
11.7100625   3.68187943e+23   1.40000445   3213413.15   -0.647966989   1.54580647   1.93711379e-09   56   56   26   26   8.99374258e-10   0   0
11.7101406   3.62884692e+23   1.40000445   3166612.04   -0.647968169   1.54580084   1.90890226e-09   56   56   26   26   8.86276049e-10   0   0
11.7102187   3.57659885e+23   1.40000445   3120516.26   -0.647969349   1.54579521   1.88111591e-09   56   56   26   26   8.73375243e-10   0   0
11.7102969   3.52512308e+23   1.40000445   3075114.59   -0.647970528   1.54578958   1.85374797e-09   56   56   26   26   8.60668702e-10   0   0
11.710375   3.47440769e+23   1.40000445   3030396.01   -0.647971708   1.54578395   1.82679181e-09   56   56   26   26   8.4815334e-10   0   0
11.7104531   3.42444093e+23   1.40000445   2986349.68   -0.647972888   1.54577833   1.80024088e-09   56   56   26   26   8.35826124e-10   0   0
11.7105313   3.37521124e+23   1.40000445   2942964.95   -0.647974067   1.5457727   1.77408877e-09   56   56   26   26   8.23684072e-10   0   0
11.7106094   3.32670729e+23   1.40000445   2900231.35   -0.647975247   1.54576707   1.74832916e-09   56   56   26   26   8.11724254e-10   0   0
11.7106875   3.27891789e+23   1.40000445   2858138.58   -0.647976427   1.54576144   1.72295585e-09   56   56   26   26   7.99943788e-10   0   0
11.7107656   3.23183206e+23   1.40000445   2816676.52   -0.647977606   1.54575581   1.69796274e-09   56   56   26   26   7.88339843e-10   0   0
11.7108438   3.185439e+23   1.40000445   2775835.23   -0.647978786   1.54575019   1.67334383e-09   56   56   26   26   7.76909634e-10   0   0
11.7109219   3.13972808e+23   1.40000445   2735604.93   -0.647979965   1.54574456   1.64909322e-09   56   56   26   26   7.65650424e-10   0   0
11.711   3.09468885e+23   1.40000445   2695976   -0.647981145   1.54573893   1.62520513e-09   56   56   26   26   7.54559523e-10   0   0
11.7110781   3.05031101e+23   1.40000445   2656938.99   -0.647982325   1.5457333   1.60167384e-09   56   56   26   26   7.43634284e-10   0   0
11.7111563   3.00658447e+23   1.40000445   2618484.61   -0.647983504   1.54572768   1.57849377e-09   56   56   26   26   7.32872108e-10   0   0
11.7112344   2.96349926e+23   1.40000445   2580603.73   -0.647984684   1.54572205   1.5556594e-09   56   56   26   26   7.22270437e-10   0   0
11.7113125   2.92104559e+23   1.40000445   2543287.35   -0.647985863   1.54571642   1.53316532e-09   56   56   26   26   7.11826757e-10   0   0
