r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   A   Z_eq   Z   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)
11.2471719   2.94491083e+30   1.39990103   2.79595977e+12   -0.640647716   1.58126044   0.00166795323   448.807308   159.364421   43.861024   43.861024   0.000163005672   0.00119508238   941.427161
11.2477969   2.90452712e+30   1.39990242   2.76286592e+12   -0.640658062   1.58121028   0.00164823486   445.981822   159.212991   43.8565128   43.8565128   0.000162082465   0.00117832968   941.411335
11.2484219   2.86462689e+30   1.39990379   2.72993622e+12   -0.640668407   1.58116012   0.00162861382   443.122979   159.061193   43.8519445   43.8519445   0.000161169441   0.00116166558   941.395595
11.2490469   2.82520702e+30   1.39990515   2.6972162e+12   -0.640678751   1.58110995   0.00160911727   440.257122   158.909418   43.8473374   43.8473374   0.000160259776   0.00114511233   941.379913
11.2496719   2.78626404e+30   1.39990649   2.66479856e+12   -0.640689094   1.58105979   0.00158980062   437.436162   158.758486   43.842731   43.842731   0.000159340281   0.00112871485   941.364216
11.2502969   2.74779428e+30   1.39990781   2.63267246e+12   -0.640699435   1.58100962   0.00157065739   434.653008   158.608318   43.8381224   43.8381224   0.000158412963   0.00111246765   941.348505
11.2509219   2.70979415e+30   1.39990912   2.60082476e+12   -0.640709775   1.58095945   0.00155167974   431.899534   158.45881   43.8335078   43.8335078   0.000157480063   0.00109636413   941.332787
11.2515469   2.6722601e+30   1.39991041   2.56924325e+12   -0.640720114   1.58090928   0.0015328604   429.168387   158.309869   43.8288833   43.8288833   0.000156543589   0.0010803982   941.317068
11.2521719   2.63518862e+30   1.39991169   2.53791669e+12   -0.640730451   1.58085911   0.00151419267   426.452916   158.161405   43.8242455   43.8242455   0.000155605341   0.00106456421   941.301353
11.2527969   2.59857623e+30   1.39991295   2.5068347e+12   -0.640740787   1.58080894   0.00149567035   423.747116   158.013333   43.819591   43.819591   0.000154666924   0.00104885698   941.285648
11.2534219   2.56241953e+30   1.3999142   2.47598774e+12   -0.640751122   1.58075877   0.00147728777   421.045575   157.865575   43.8149168   43.8149168   0.000153729773   0.00103327173   941.269959
11.2540469   2.52671513e+30   1.39991543   2.44536709e+12   -0.640761456   1.58070859   0.00145903971   418.343428   157.718058   43.8102198   43.8102198   0.000152795158   0.0010178041   941.254292
11.2546719   2.49145968e+30   1.39991665   2.41496478e+12   -0.640771788   1.58065841   0.00144092143   415.636325   157.570713   43.8054972   43.8054972   0.000151864204   0.00100245012   941.238652
11.2552969   2.45664989e+30   1.39991785   2.38477361e+12   -0.640782119   1.58060824   0.00142292861   412.920392   157.423475   43.8007466   43.8007466   0.000150937897   0.000987206187   941.223046
11.2559219   2.42228249e+30   1.39991903   2.35478702e+12   -0.640792448   1.58055806   0.00140505738   410.192203   157.276286   43.7959653   43.7959653   0.000150017098   0.000972069041   941.20748
11.2565469   2.38835424e+30   1.3999202   2.32499916e+12   -0.640802776   1.58050788   0.00138730422   407.448757   157.12909   43.7911511   43.7911511   0.00014910255   0.000957035762   941.19196
11.2571719   2.35486196e+30   1.39992136   2.2954048e+12   -0.640813103   1.5804577   0.00136966601   404.687453   156.981835   43.7863019   43.7863019   0.000148194882   0.000942103746   941.176492
11.2577969   2.32180246e+30   1.3999225   2.26599929e+12   -0.640823429   1.58040752   0.00135213999   401.90607   156.834474   43.7814156   43.7814156   0.000147294623   0.000927270691   941.161083
11.2584219   2.28917263e+30   1.39992363   2.23677858e+12   -0.640833753   1.58035734   0.00133472373   399.102747   156.686964   43.7764905   43.7764905   0.000146402201   0.00091253458   941.145739
11.2590469   2.25696936e+30   1.39992474   2.20773914e+12   -0.640844076   1.58030715   0.00131741514   396.27597   156.539264   43.7715246   43.7715246   0.000145517956   0.00089789367   941.130466
11.2596719   2.22518958e+30   1.39992584   2.17887797e+12   -0.640854398   1.58025697   0.00130021241   393.42455   156.391338   43.7665166   43.7665166   0.000144642138   0.000883346472   941.115272
11.2602969   2.19383024e+30   1.39992692   2.15019253e+12   -0.640864719   1.58020679   0.00128311404   390.547613   156.243153   43.7614648   43.7614648   0.000143774915   0.000868891741   941.100163
11.2609219   2.16288833e+30   1.39992799   2.12168076e+12   -0.640875038   1.5801566   0.00126611879   387.644582   156.09468   43.7563681   43.7563681   0.000142916379   0.000854528463   941.085146
11.2615469   2.13236081e+30   1.39992905   2.09337827e+12   -0.640885356   1.58010642   0.00124924794   384.74131   155.946283   43.7512441   43.7512441   0.000142059483   0.000840272914   941.070196
11.2621719   2.10224434e+30   1.39993009   2.06537012e+12   -0.640895672   1.58005623   0.00123255229   381.896637   155.798858   43.7461362   43.7461362   0.000141188466   0.000826164308   941.05524
11.2627969   2.07253543e+30   1.39993112   2.03764123e+12   -0.640905988   1.58000605   0.00121602283   379.097916   155.652266   43.7410377   43.7410377   0.000140307024   0.000812196191   941.040288
11.2634219   2.04323066e+30   1.39993213   2.01017295e+12   -0.640916301   1.57995586   0.00119964845   376.330597   155.506324   43.7359398   43.7359398   0.000139419311   0.000798360466   941.025357
11.2640469   2.01432668e+30   1.39993313   1.98294819e+12   -0.640926614   1.57990567   0.00118341893   373.5817   155.360865   43.730834   43.730834   0.000138528993   0.000784649749   941.010464
11.2646719   1.9858202e+30   1.39993412   1.95595131e+12   -0.640936925   1.57985549   0.00116732495   370.839652   155.215728   43.7257125   43.7257125   0.000137639314   0.000771057331   940.995624
11.2652969   1.95770796e+30   1.39993509   1.92916808e+12   -0.640947236   1.5798053   0.001151358   368.094142   155.070767   43.7205681   43.7205681   0.00013675313   0.000757577151   940.980854
11.2659219   1.92998679e+30   1.39993605   1.90258559e+12   -0.640957544   1.57975512   0.00113551037   365.336008   154.925841   43.7153935   43.7153935   0.000135872954   0.000744203771   940.96617
11.2665469   1.90265356e+30   1.399937   1.87619218e+12   -0.640967852   1.57970493   0.00111977511   362.55715   154.780822   43.7101824   43.7101824   0.00013500099   0.000730932345   940.951591
11.2671719   1.87570519e+30   1.39993793   1.8499774e+12   -0.640978158   1.57965474   0.00110414597   359.750446   154.635586   43.7049282   43.7049282   0.000134139153   0.000717758594   940.937132
11.2677969   1.84913865e+30   1.39993885   1.82393193e+12   -0.640988463   1.57960456   0.00108861737   356.909693   154.490021   43.6996253   43.6996253   0.000133289098   0.000704678772   940.922812
11.2684219   1.82295095e+30   1.39993976   1.79804753e+12   -0.640998766   1.57955437   0.0010731844   354.029557   154.34402   43.6942678   43.6942678   0.000132452237   0.00069168965   940.908649
11.2690469   1.79713916e+30   1.39994066   1.77231697e+12   -0.641009069   1.57950419   0.00105784274   351.105525   154.197484   43.6888505   43.6888505   0.000131629753   0.000678788481   940.894663
11.2696719   1.7717004e+30   1.39994154   1.74674042e+12   -0.641019369   1.579454   0.00104259247   348.139589   154.050399   43.6833723   43.6833723   0.000130820959   0.000665975786   940.880881
11.2702969   1.7466316e+30   1.39994241   1.72141346e+12   -0.641029669   1.57940382   0.00102749044   345.217254   153.903939   43.6778894   43.6778894   0.000130001074   0.000653293658   940.867433
11.2709219   1.72192948e+30   1.39994327   1.6963595e+12   -0.641039967   1.57935364   0.00101255062   342.356722   153.758405   43.6724173   43.6724173   0.00012916508   0.000640752122   940.85433
11.2715469   1.69759073e+30   1.39994411   1.67156612e+12   -0.641050265   1.57930346   0.000997765666   339.544588   153.613658   43.6669503   43.6669503   0.00012831712   0.000628345503   940.841533
11.2721719   1.67361208e+30   1.39994494   1.64702198e+12   -0.64106056   1.57925327   0.000983128879   336.769029   153.469566   43.6614828   43.6614828   0.000127460844   0.000616068642   940.829002
11.2727969   1.64999028e+30   1.39994576   1.6227168e+12   -0.641070855   1.57920309   0.000968634177   334.019632   153.326011   43.6560097   43.6560097   0.000126599454   0.000603916865   940.8167
11.2734219   1.62672213e+30   1.39994657   1.59864124e+12   -0.641081148   1.57915291   0.000954276053   331.287253   153.18288   43.6505265   43.6505265   0.000125735753   0.00059188596   940.804588
11.2740469   1.60380443e+30   1.39994737   1.57478691e+12   -0.64109144   1.57910273   0.000940049546   328.563896   153.040072   43.6450287   43.6450287   0.000124872178   0.000579972147   940.792629
11.2746719   1.58123401e+30   1.39994815   1.55114625e+12   -0.64110173   1.57905255   0.000925950206   325.84261   152.89749   43.6395123   43.6395123   0.000124010839   0.000568172059   940.780786
11.2752969   1.55900776e+30   1.39994893   1.52771256e+12   -0.64111202   1.57900238   0.00091197407   323.117406   152.755048   43.6339737   43.6339737   0.00012315354   0.000556482714   940.769021
11.2759219   1.53712255e+30   1.39994969   1.50447987e+12   -0.641122307   1.5789522   0.000898117628   320.383177   152.612665   43.6284093   43.6284093   0.000122301813   0.000544901496   940.757295
11.2765469   1.51557529e+30   1.39995044   1.48144295e+12   -0.641132594   1.57890203   0.0008843778   317.635637   152.470269   43.6228161   43.6228161   0.000121456933   0.000533426125   940.74557
11.2771719   1.49436293e+30   1.39995118   1.45859725e+12   -0.64114288   1.57885185   0.000870751909   314.871257   152.327791   43.6171913   43.6171913   0.000120619941   0.000522054646   940.733806
11.2777969   1.4734824e+30   1.3999519   1.43593883e+12   -0.641153164   1.57880168   0.00085723765   312.087221   152.185172   43.6115322   43.6115322   0.000119791664   0.000510785396   940.721966
11.2784219   1.45293068e+30   1.39995262   1.41346438e+12   -0.641163446   1.57875151   0.000843833076   309.281369   152.042357   43.6058364   43.6058364   0.000118972724   0.000499616996   940.710007
11.2790469   1.43270477e+30   1.39995332   1.39117112e+12   -0.641173728   1.57870134   0.000830536564   306.45216   151.899295   43.600102   43.600102   0.000118163562   0.00048854832   940.697888
11.2796719   1.41280167e+30   1.39995402   1.36905679e+12   -0.641184008   1.57865117   0.000817346801   303.598624   151.755945   43.594327   43.594327   0.000117364444   0.000477578486   940.685569
11.2802969   1.39321841e+30   1.3999547   1.34711962e+12   -0.641194287   1.57860101   0.000804262758   300.720328   151.612268   43.5885098   43.5885098   0.000116575475   0.00046670683   940.673005
11.2809219   1.37395204e+30   1.39995537   1.32535827e+12   -0.641204564   1.57855084   0.000791283671   297.81733   151.46823   43.5826491   43.5826491   0.000115796615   0.000455932896   940.660153
11.2815469   1.35499961e+30   1.39995603   1.30377183e+12   -0.641214841   1.57850068   0.000778409022   294.890145   151.323804   43.5767437   43.5767437   0.000115027684   0.00044525641   940.646968
11.2821719   1.33635819e+30   1.39995668   1.28235983e+12   -0.641225116   1.57845052   0.000765638553   291.939776   151.178967   43.5707927   43.5707927   0.000114268358   0.0004346773   940.633403
11.2827969   1.31802482e+30   1.39995732   1.26117153e+12   -0.641235389   1.57840036   0.000753001784   289.023707   151.034588   43.5648489   43.5648489   0.000113500755   0.000424216161   940.61927
11.2834219   1.29999637e+30   1.39995795   1.24024236e+12   -0.641245662   1.5783502   0.000740519873   286.179022   150.891294   43.5589481   43.5589481   0.000112713596   0.000413887744   940.604514
11.2840469   1.28226967e+30   1.39995857   1.21956191e+12   -0.641255933   1.57830005   0.000728186485   283.389581   150.748892   43.553076   43.553076   0.000111912235   0.000403687719   940.589261
11.2846719   1.26484157e+30   1.39995918   1.19912075e+12   -0.641266203   1.57824989   0.000715995898   280.641473   150.607203   43.5472191   43.5472191   0.000111101292   0.000393612195   940.573631
11.2852969   1.24770893e+30   1.39995977   1.17891041e+12   -0.641276471   1.57819974   0.000703942957   277.922759   150.466064   43.5413653   43.5413653   0.000110284734   0.000383657695   940.557745
11.2859219   1.2308686e+30   1.39996036   1.15892331e+12   -0.641286738   1.57814959   0.000692023044   275.223246   150.325326   43.535503   43.535503   0.00010946594   0.000373821128   940.541724
11.2865469   1.21431748e+30   1.39996094   1.13915267e+12   -0.641297004   1.57809945   0.000680232036   272.534312   150.18485   43.5296218   43.5296218   0.000108647763   0.000364099763   940.525687
11.2871719   1.19805244e+30   1.39996151   1.11959251e+12   -0.641307269   1.5780493   0.000668566274   269.848742   150.044511   43.5237119   43.5237119   0.00010783258   0.000354491207   940.509755
11.2877969   1.18207037e+30   1.39996207   1.10023752e+12   -0.641317532   1.57799916   0.00065702253   267.160597   149.904194   43.5177644   43.5177644   0.000107022338   0.000344993376   940.494047
11.2884219   1.16636819e+30   1.39996262   1.0810831e+12   -0.641327794   1.57794902   0.000645597975   264.465099   149.763794   43.511771   43.511771   0.000106218595   0.000335604473   940.478686
11.2890469   1.1509428e+30   1.39996316   1.06212523e+12   -0.641338055   1.57789888   0.000634290151   261.758524   149.623218   43.5057242   43.5057242   0.000105422555   0.000326322966   940.463796
11.2896719   1.13579113e+30   1.39996369   1.04336048e+12   -0.641348314   1.57784875   0.000623096944   259.038108   149.482379   43.499617   43.499617   0.0001046351   0.000317147568   940.4495
11.2902969   1.12091009e+30   1.39996421   1.02478591e+12   -0.641358573   1.57779862   0.000612016551   256.301963   149.341202   43.4934432   43.4934432   0.000103856821   0.000308077211   940.435926
11.2909219   1.10629663e+30   1.39996472   1.00640517e+12   -0.641368829   1.57774849   0.000601051068   253.557424   149.199767   43.4872026   43.4872026   0.000103085247   0.000299113251   940.423238
11.2915469   1.09194762e+30   1.39996522   9.88257729e+11   -0.641379085   1.57769836   0.000590223951   250.85956   149.059033   43.4809357   43.4809357   0.000102302219   0.000290270181   940.411633
11.2921719   1.0778599e+30   1.39996571   9.70341119e+11   -0.641389339   1.57764824   0.000579533977   248.202396   148.918943   43.4746535   43.4746535   0.000101510055   0.000281547231   940.400765
11.2927969   1.06403033e+30   1.3999662   9.52644291e+11   -0.641399592   1.57759812   0.000568974843   245.569052   148.779226   43.4683589   43.4683589   0.000100714656   0.000272940544   940.390208
11.2934219   1.05045583e+30   1.39996667   9.35157426e+11   -0.641409844   1.577548   0.000558540957   242.945407   148.639635   43.4620546   43.4620546   9.99209571e-05   0.00026444675   940.379538
11.2940469   1.03713332e+30   1.39996714   9.17871841e+11   -0.641420094   1.57749789   0.000548227386   240.319776   148.499942   43.4557435   43.4557435   9.91330347e-05   0.000256062933   940.368326
11.2946719   1.02405976e+30   1.3999676   9.00779907e+11   -0.641430343   1.57744777   0.00053802981   237.68265   148.359939   43.4494281   43.4494281   9.83542027e-05   0.000247786602   940.356144
11.2952969   1.01123216e+30   1.39996805   8.83880477e+11   -0.641440591   1.57739767   0.000527947772   235.039506   148.21967   43.4431255   43.4431255   9.75823242e-05   0.00023961623   940.342536
11.2959219   9.98647557e+29   1.39996849   8.67191755e+11   -0.641450837   1.57734756   0.000517992139   232.43143   148.079856   43.4368771   43.4368771   9.68025748e-05   0.000231554542   940.327408
11.2965469   9.86302962e+29   1.39996892   8.507162e+11   -0.641461083   1.57729746   0.000508164063   229.851349   147.940406   43.4306567   43.4306567   9.60181399e-05   0.000223604993   940.311263
11.2971719   9.74195323e+29   1.39996935   8.34454169e+11   -0.641471327   1.57724736   0.000498463446   227.289105   147.801151   43.4244337   43.4244337   9.52333058e-05   0.000215770639   940.294637
11.2977969   9.62321525e+29   1.39996976   8.18405903e+11   -0.641481569   1.57719727   0.000488890143   224.736535   147.66194   43.4181803   43.4181803   9.4451578e-05   0.000208054231   940.278062
11.2984219   9.50678396e+29   1.39997017   8.02571519e+11   -0.641491811   1.57714717   0.000479443961   222.187262   147.522636   43.4118709   43.4118709   9.36757541e-05   0.000200458223   940.26207
11.2990469   9.39262714e+29   1.39997057   7.86951013e+11   -0.641502051   1.57709709   0.000470124653   219.636509   147.383118   43.4054822   43.4054822   9.29079932e-05   0.000192984775   940.247193
11.2996719   9.28071234e+29   1.39997096   7.71544405e+11   -0.641512289   1.577047   0.000460932074   217.098578   147.243635   43.3990203   43.3990203   9.21424756e-05   0.000185632787   940.233824
11.3002969   9.17100849e+29   1.39997135   7.56353359e+11   -0.641522527   1.57699692   0.000451867399   214.604525   147.104808   43.392535   43.392535   9.13665351e-05   0.00017839749   940.221686
11.3009219   9.06348472e+29   1.39997173   7.41380285e+11   -0.641532763   1.57694685   0.000442932307   212.142458   146.966405   43.3860253   43.3860253   9.0585696e-05   0.000171280725   940.210348
11.3015469   8.95810949e+29   1.3999721   7.26627141e+11   -0.641542998   1.57689677   0.000434128188   209.701375   146.828183   43.3794884   43.3794884   8.98051276e-05   0.000164284252   940.199382
11.3021719   8.85485065e+29   1.39997246   7.12095445e+11   -0.641553231   1.57684671   0.000425456153   207.272585   146.689925   43.3729222   43.3729222   8.90290272e-05   0.000157409493   940.188366
11.3027969   8.75367554e+29   1.39997282   6.97786301e+11   -0.641563464   1.57679664   0.000416917048   204.84946   146.55144   43.3663249   43.3663249   8.82607166e-05   0.000150657554   940.176881
11.3034219   8.65455099e+29   1.39997316   6.8370042e+11   -0.641573695   1.57674658   0.000408511465   202.42719   146.412556   43.3596953   43.3596953   8.75027345e-05   0.000144029238   940.164514
11.3040469   8.55744414e+29   1.39997351   6.69828421e+11   -0.641583924   1.57669652   0.00040023391   200.024054   146.273665   43.3530654   43.3530654   8.67464014e-05   0.000137515642   940.150976
11.3046719   8.4623248e+29   1.39997384   6.56163296e+11   -0.641594153   1.57664647   0.000392080077   197.663817   146.135351   43.3464652   43.3464652   8.59807608e-05   0.000131108945   940.136501
11.3052969   8.3691624e+29   1.39997417   6.4271589e+11   -0.64160438   1.57659642   0.000384056265   195.336614   145.997373   43.3398673   43.3398673   8.5211611e-05   0.000124818106   940.121456
11.3059219   8.27792483e+29   1.39997449   6.29495485e+11   -0.641614606   1.57654638   0.000376167859   193.03448   145.859511   43.3332466   43.3332466   8.44438497e-05   0.000118650971   940.106203
11.3065469   8.18857861e+29   1.3999748   6.16509773e+11   -0.64162483   1.57649634   0.000368419308   190.751441   145.721574   43.3265811   43.3265811   8.36814075e-05   0.000112614187   940.091095
11.3071719   8.1010891e+29   1.39997511   6.03764984e+11   -0.641635053   1.57644631   0.000360814205   188.483286   145.583399   43.3198517   43.3198517   8.29273417e-05   0.000106713272   940.076478
11.3077969   8.01542066e+29   1.39997541   5.91266006e+11   -0.641645275   1.57639628   0.000353355359   186.22734   145.444852   43.3130421   43.3130421   8.21839344e-05   0.000100952682   940.062688
11.3084219   7.93153862e+29   1.39997571   5.78982598e+11   -0.641655496   1.57634625   0.000346024704   184.000563   145.30662   43.3061991   43.3061991   8.14400482e-05   9.53095397e-05   940.049836
11.3090469   7.84941385e+29   1.399976   5.66898076e+11   -0.641665715   1.57629623   0.000338812405   181.816725   145.169183   43.2993627   43.2993627   8.06876334e-05   8.9769864e-05   940.037659
11.3096719   7.76901584e+29   1.39997628   5.55035288e+11   -0.641675933   1.57624622   0.000331732201   179.669903   145.032127   43.2925086   43.2925086   7.9932804e-05   8.43499032e-05   940.025918
11.3102969   7.690311e+29   1.39997656   5.4341352e+11   -0.64168615   1.57619621   0.000324795693   177.555766   144.895089   43.285616   43.285616   7.91806539e-05   7.90634592e-05   940.014376
11.3109219   7.61326315e+29   1.39997683   5.32048809e+11   -0.641696366   1.5761462   0.000318012537   175.471445   144.75777   43.2786682   43.2786682   7.84353208e-05   7.39220006e-05   940.002803
11.3115469   7.53783392e+29   1.3999771   5.20954255e+11   -0.64170658   1.5760962   0.000311390626   173.415368   144.619937   43.2716523   43.2716523   7.7700074e-05   6.89348058e-05   939.990979
11.3121719   7.46398327e+29   1.39997736   5.10140035e+11   -0.641716793   1.5760462   0.000304936099   171.38708   144.481427   43.2645599   43.2645599   7.69773667e-05   6.41089176e-05   939.9787
11.3127969   7.39167456e+29   1.39997761   4.99537664e+11   -0.641727004   1.57599621   0.000298608029   169.390502   144.343427   43.2574666   43.2574666   7.62559097e-05   5.93949381e-05   939.966121
11.3134219   7.32088227e+29   1.39997786   4.89122932e+11   -0.641737215   1.57594623   0.00029239191   167.431812   144.206395   43.2504013   43.2504013   7.55296575e-05   5.47754737e-05   939.95342
11.3140469   7.25157654e+29   1.39997811   4.78938614e+11   -0.641747424   1.57589625   0.000286313285   165.515206   144.069637   43.2433201   43.2433201   7.4803623e-05   5.02814328e-05   939.940549
11.3146719   7.18372052e+29   1.39997835   4.6902078e+11   -0.641757632   1.57584627   0.000280393696   163.644557   143.932586   43.2361878   43.2361878   7.40822347e-05   4.59387618e-05   939.927462
11.3152969   7.11727179e+29   1.39997858   4.59399526e+11   -0.641767838   1.5757963   0.000274651115   161.823508   143.794836   43.2289789   43.2289789   7.33693602e-05   4.17685549e-05   939.914115
11.3159219   7.05218376e+29   1.39997881   4.50099721e+11   -0.641778043   1.57574634   0.000269100395   160.055514   143.656156   43.2216785   43.2216785   7.26683539e-05   3.7787318e-05   939.900474
11.3165469   6.98840708e+29   1.39997904   4.41140689e+11   -0.641788247   1.57569638   0.00026375308   158.343675   143.516519   43.214285   43.214285   7.19820401e-05   3.40065607e-05   939.886505
11.3171719   6.92589999e+29   1.39997926   4.32416169e+11   -0.64179845   1.57564643   0.000258545932   156.66966   143.378653   43.2070221   43.2070221   7.13028917e-05   3.03464434e-05   939.871536
11.3177969   6.86464032e+29   1.39997947   4.23888924e+11   -0.641808651   1.57559648   0.000253456708   155.031912   143.242889   43.1999095   43.1999095   7.06261487e-05   2.67824543e-05   939.855593
11.3184219   6.8045978e+29   1.39997969   4.15612403e+11   -0.641818851   1.57554654   0.000248517127   153.445253   143.107367   43.1927824   43.1927824   6.99542408e-05   2.33569547e-05   939.839327
11.3190469   6.74573037e+29   1.39997989   4.07631629e+11   -0.64182905   1.57549661   0.000243753907   151.921531   142.970658   43.1855107   43.1855107   6.92899613e-05   2.01043719e-05   939.823331
11.3196719   6.68798769e+29   1.3999801   3.99984477e+11   -0.641839247   1.57544668   0.000239189537   150.469941   142.831864   43.1780059   43.1780059   6.86364812e-05   1.70512318e-05   939.808114
11.3202969   6.63131463e+29   1.3999803   3.92702978e+11   -0.641849444   1.57539676   0.000234843053   149.097441   142.690653   43.1702238   43.1702238   6.79973249e-05   1.42165864e-05   939.794073
11.3209219   6.57565436e+29   1.3999805   3.85812552e+11   -0.641859638   1.57534685   0.000230729587   147.808502   142.547305   43.1621667   43.1621667   6.73762927e-05   1.16110734e-05   939.781466
11.3215469   6.52096743e+29   1.39998069   3.79171799e+11   -0.641869832   1.57529694   0.000226764976   146.555279   142.405851   43.1540717   43.1540717   6.67722929e-05   9.11408797e-06   939.769409
11.3221719   6.46722559e+29   1.39998088   3.7287335e+11   -0.641880024   1.57524703   0.000223004433   145.385641   142.263091   43.1458521   43.1458521   6.61806505e-05   6.82238028e-06   939.758278
11.3227969   6.41434063e+29   1.39998107   3.67167937e+11   -0.641890215   1.57519714   0.000219597418   144.384599   142.115592   43.1374073   43.1374073   6.56085437e-05   4.92703773e-06   939.749024
11.3234219   6.36220235e+29   1.39998125   3.6219986e+11   -0.641900405   1.57514725   0.000216630137   143.563749   141.968385   43.1290166   43.1290166   6.50794146e-05   3.46238794e-06   939.741448
11.3240469   6.31073786e+29   1.39998143   3.57716136e+11   -0.641910594   1.57509737   0.000213951858   142.848744   141.826169   43.1209213   43.1209213   6.45844058e-05   2.23247716e-06   939.734402
11.3246719   6.25991407e+29   1.39998162   3.53419056e+11   -0.641920781   1.5750475   0.000211384995   142.175163   141.687497   43.1130303   43.1130303   6.4100139e-05   1.07710906e-06   939.727363
11.3259219   6.160277e+29   1.39998197   3.43088355e+11   -0.641941152   1.57494777   0.00020534911   120   120   38   38   6.50272181e-05   0   0
11.3265469   6.11164783e+29   1.39998214   3.37879834e+11   -0.641951335   1.57489791   0.000202341089   120   120   38   38   6.40746782e-05   0   0
11.3271719   6.06371914e+29   1.39998231   3.33299812e+11   -0.641961517   1.57484807   0.00019968288   120   120   38   38   6.32329119e-05   0   0
11.3277969   6.01639208e+29   1.39998248   3.28945836e+11   -0.641971698   1.57479823   0.000197143941   120   120   38   38   6.24289146e-05   0   0
11.3284219   5.96960068e+29   1.39998264   3.24801029e+11   -0.641981878   1.5747484   0.000194716776   120   120   38   38   6.16603123e-05   0   0
11.3290469   5.92329799e+29   1.39998281   3.20851402e+11   -0.641992056   1.57469858   0.000192395165   120   120   38   38   6.09251356e-05   0   0
11.3296719   5.87744845e+29   1.39998297   3.17084836e+11   -0.642002233   1.57464876   0.000190173661   120   120   38   38   6.02216594e-05   0   0
11.3309219   5.78700509e+29   1.39998329   3.10059026e+11   -0.642022584   1.57454915   0.000186011758   120   120   38   38   5.89037235e-05   0   0
11.3321719   5.69809487e+29   1.39998361   3.03647796e+11   -0.642042929   1.57444957   0.000182195265   120   120   38   38   5.76951673e-05   0   0
11.3334219   5.61059515e+29   1.39998392   2.97786518e+11   -0.64206327   1.57435003   0.000178692378   120   120   38   38   5.65859197e-05   0   0
11.3346719   5.52441212e+29   1.39998423   2.92418168e+11   -0.642083605   1.57425051   0.000175473921   120   120   38   38   5.55667416e-05   0   0
11.3359219   5.43947169e+29   1.39998453   2.874916e+11   -0.642103935   1.57415103   0.000172512839   120   120   38   38   5.46290656e-05   0   0
11.3371719   5.35571359e+29   1.39998483   2.82960387e+11   -0.64212426   1.57405158   0.000169783886   120   120   38   38   5.37648971e-05   0   0
11.3384219   5.27308761e+29   1.39998512   2.78782043e+11   -0.64214458   1.57395216   0.000167263425   120   120   38   38   5.29667512e-05   0   0
11.3396719   5.19155137e+29   1.39998541   2.74917459e+11   -0.642164895   1.57385277   0.000164929301   120   120   38   38   5.22276121e-05   0   0
11.3409219   5.11106868e+29   1.3999857   2.71330487e+11   -0.642185205   1.57375341   0.000162760734   120   120   38   38   5.1540899e-05   0   0
11.3421719   5.03160826e+29   1.39998598   2.67987602e+11   -0.642205509   1.57365409   0.000160738224   120   120   38   38   5.09004378e-05   0   0
11.3434219   4.95314295e+29   1.39998626   2.64857643e+11   -0.642225809   1.5735548   0.000158843485   122   122   40   40   5.20798311e-05   0   0
11.3446719   4.87564894e+29   1.39998654   2.61911596e+11   -0.642246103   1.57345554   0.000157059364   122   122   40   40   5.14948736e-05   0   0
11.3459219   4.79910539e+29   1.39998681   2.59122418e+11   -0.642266393   1.57335632   0.000155369791   122   122   40   40   5.0940915e-05   0   0
11.3471719   4.72349393e+29   1.39998708   2.56464888e+11   -0.642286677   1.57325712   0.000153759712   122   122   40   40   5.04130203e-05   0   0
11.3484219   4.64879846e+29   1.39998735   2.53915478e+11   -0.642306956   1.57315796   0.000152215045   122   122   40   40   4.99065721e-05   0   0
11.3496719   4.5750048e+29   1.39998762   2.51452243e+11   -0.64232723   1.57305883   0.000150722627   122   122   40   40   4.94172547e-05   0   0
11.3509219   4.50210056e+29   1.39998788   2.49054728e+11   -0.642347499   1.57295973   0.000149270173   122   122   40   40   4.89410404e-05   0   0
11.3521719   4.43007497e+29   1.39998814   2.46703883e+11   -0.642367763   1.57286067   0.000147846238   122   122   40   40   4.84741764e-05   0   0
11.3534219   4.35891875e+29   1.39998839   2.44381991e+11   -0.642388021   1.57276164   0.000146440178   122   122   40   40   4.80131731e-05   0   0
11.3546719   4.28862405e+29   1.39998864   2.42072606e+11   -0.642408275   1.57266264   0.000145042121   122   122   40   40   4.75547936e-05   0   0
11.3559219   4.21918431e+29   1.39998889   2.39760493e+11   -0.642428523   1.57256367   0.000143642937   122   122   40   40   4.70960449e-05   0   0
11.3571719   4.15059429e+29   1.39998914   2.37431579e+11   -0.642448767   1.57246474   0.000142234216   122   122   40   40   4.66341692e-05   0   0
11.3584219   4.08284998e+29   1.39998938   2.35072914e+11   -0.642469005   1.57236583   0.000140808243   122   122   40   40   4.6166637e-05   0   0
11.3596719   4.01594866e+29   1.39998962   2.32672628e+11   -0.642489238   1.57226696   0.000139357982   122   122   40   40   4.56911415e-05   0   0
11.3609219   3.94988884e+29   1.39998986   2.30219904e+11   -0.642509466   1.57216813   0.000137877059   122   122   40   40   4.52055931e-05   0   0
11.3621719   3.88467036e+29   1.39999009   2.27704947e+11   -0.64252969   1.57206932   0.000136359753   122   122   40   40   4.47081158e-05   0   0
